fundulus_heteroclitus ENSFHEG00000004694
seriola_lalandi_dorsalis ENSSLDG00000005801
chinchilla_lanigera ENSCLAG00000006377
cavia_aperea ENSCAPG00000017862
ictidomys_tridecemlineatus ENSSTOG00000031148
urocitellus_parryii ENSUPAG00010021661
marmota_marmota_marmota ENSMMMG00000005621
spermophilus_dauricus ENSSDAG00000002683
mus_musculus ENSMUSG00000105078
mus_spicilegus ENSMSIG00000003510
meriones_unguiculatus ENSMUGG00000015905
cricetulus_griseus_chok1gshd ENSCGRG00001023846
cricetulus_griseus_crigri-picr ENSCGRG00015018662
cricetulus_griseus_crigri ENSCGRG00000009606
mesocricetus_auratus ENSMAUG00000004512
peromyscus_maniculatus_bairdii ENSPEMG00000014065
castor_canadensis ENSCCNG00000017718
oryctolagus_cuniculus ENSOCUG00000029375
ovis_aries ENSOARG00000000434
sus_scrofa ENSSSCG00000036123
mustela_putorius_furo ENSMPUG00000014817
canis_lupus_familiaris ENSCAFG00000029868
sarcophilus_harrisii ENSSHAG00000012974
phascolarctos_cinereus ENSPCIG00000010777
monodelphis_domestica ENSMODG00000027532
