scleropages_formosus ENSSFOG00015001445
paramormyrops_kingsleyae ENSPKIG00000023215
periophthalmus_magnuspinnatus ENSPMGG00000009540
hippocampus_comes ENSHCOG00000015184
xiphophorus_maculatus ENSXMAG00000005021
xiphophorus_couchianus ENSXCOG00000013863
gambusia_affinis ENSGAFG00000008977
poecilia_latipinna ENSPLAG00000016355
poecilia_mexicana ENSPMEG00000009596
poecilia_reticulata ENSPREG00000006890
cyprinodon_variegatus ENSCVAG00000005946
amphiprion_percula ENSAPEG00000009198
amphiprion_ocellaris ENSAOCG00000005270
acanthochromis_polyacanthus ENSAPOG00000011469
labrus_bergylta ENSLBEG00000006296
amphilophus_citrinellus ENSACIG00000013555
scophthalmus_maximus ENSSMAG00000002336
gasterosteus_aculeatus ENSGACG00000011939
fundulus_heteroclitus ENSFHEG00000000881
cyprinodon_variegatus ENSCVAG00000005924
kryptolebias_marmoratus ENSKMAG00000015977
astatotilapia_calliptera ENSACLG00000026841
haplochromis_burtoni ENSHBUG00000017909
pundamilia_nyererei ENSPNYG00000007158
maylandia_zebra ENSMZEG00005027322
oreochromis_niloticus ENSONIG00000001317
stegastes_partitus ENSSPAG00000013855
mastacembelus_armatus ENSMAMG00000022372
monopterus_albus ENSMALG00000021729
anabas_testudineus ENSATEG00000016233
seriola_dumerili ENSSDUG00000020739
seriola_lalandi_dorsalis ENSSLDG00000006689
oryzias_latipes_asm223469v1 ENSORLG00015009790
oryzias_latipes ENSORLG00020003115
oryzias_latipes ENSORLG00000001303
oryzias_melastigma ENSOMEG00000001524
takifugu_rubripes ENSTRUG00000010023
tetraodon_nigroviridis ENSTNIG00000003551
gadus_morhua ENSGMOG00000012075
esox_lucius ENSELUG00000002455
ictalurus_punctatus ENSIPUG00000019106
astyanax_mexicanus ENSAMXG00000033114
pygocentrus_nattereri ENSPNAG00000012683
astyanax_mexicanus ENSAMXG00000004910
danio_rerio ENSDARG00000071086
periophthalmus_magnuspinnatus ENSPMGG00000000509
hippocampus_comes ENSHCOG00000010153
takifugu_rubripes ENSTRUG00000017582
tetraodon_nigroviridis ENSTNIG00000016951
mola_mola ENSMMOG00000001645
cynoglossus_semilaevis ENSCSEG00000005546
gasterosteus_aculeatus ENSGACG00000004687
amphiprion_ocellaris ENSAOCG00000012497
amphiprion_percula ENSAPEG00000022183
acanthochromis_polyacanthus ENSAPOG00000015767
stegastes_partitus ENSSPAG00000000364
astatotilapia_calliptera ENSACLG00000009438
neolamprologus_brichardi ENSNBRG00000011602
fundulus_heteroclitus ENSFHEG00000000139
cyprinodon_variegatus ENSCVAG00000018822
xiphophorus_maculatus ENSXMAG00000005409
xiphophorus_couchianus ENSXCOG00000019189
gambusia_affinis ENSGAFG00000003846
poecilia_formosa ENSPFOG00000013585
poecilia_mexicana ENSPMEG00000001984
poecilia_latipinna ENSPLAG00000017848
poecilia_reticulata ENSPREG00000005252
kryptolebias_marmoratus ENSKMAG00000015700
oryzias_latipes ENSORLG00000017509
oryzias_latipes ENSORLG00020000630
oryzias_latipes_asm223469v1 ENSORLG00015015119
oryzias_melastigma ENSOMEG00000004547
astatotilapia_calliptera ENSACLG00000009422
maylandia_zebra ENSMZEG00005004929
pundamilia_nyererei ENSPNYG00000008006
haplochromis_burtoni ENSHBUG00000019481
neolamprologus_brichardi ENSNBRG00000011562
amphilophus_citrinellus ENSACIG00000000582
