amphiprion_percula ENSAPEG00000017663
amphiprion_ocellaris ENSAOCG00000017053
astatotilapia_calliptera ENSACLG00000024248
maylandia_zebra ENSMZEG00005009670
haplochromis_burtoni ENSHBUG00000011688
neolamprologus_brichardi ENSNBRG00000003688
labrus_bergylta ENSLBEG00000010340
esox_lucius ENSELUG00000017461
spermophilus_dauricus ENSSDAG00000017352
ciona_savignyi ENSCSAVG00000008250
ciona_intestinalis ENSCING00000008423
xiphophorus_maculatus ENSXMAG00000024493
oryzias_latipes ENSORLG00000027160
oryzias_latipes ENSORLG00000024799
labrus_bergylta ENSLBEG00000006561
cynoglossus_semilaevis ENSCSEG00000019094
astyanax_mexicanus ENSAMXG00000037116
coturnix_japonica ENSCJPG00005000570
periophthalmus_magnuspinnatus ENSPMGG00000005757
canis_lupus_dingo ENSCAFG00020024183
caenorhabditis_elegans_strain_n2 WBGene00000685
caenorhabditis_elegans_strain_n2 WBGene00000724
caenorhabditis_elegans_strain_n2 WBGene00000690
