xiphophorus_couchianus ENSXCOG00000010040
cyprinodon_variegatus ENSCVAG00000000981
stegastes_partitus ENSSPAG00000019985
labrus_bergylta ENSLBEG00000003276
periophthalmus_magnuspinnatus ENSPMGG00000003577
seriola_lalandi_dorsalis ENSSLDG00000017992
seriola_lalandi_dorsalis ENSSLDG00000009800
seriola_lalandi_dorsalis ENSSLDG00000004944
seriola_lalandi_dorsalis ENSSLDG00000003322
seriola_lalandi_dorsalis ENSSLDG00000014560
seriola_lalandi_dorsalis ENSSLDG00000003387
seriola_lalandi_dorsalis ENSSLDG00000010701
seriola_dumerili ENSSDUG00000004029
seriola_dumerili ENSSDUG00000004093
seriola_dumerili ENSSDUG00000004032
seriola_lalandi_dorsalis ENSSLDG00000018227
seriola_lalandi_dorsalis ENSSLDG00000003274
seriola_dumerili ENSSDUG00000018942
