manacus_vitellinus ENSMVIG00005001324
lepidothrix_coronata ENSLCOG00000007030
junco_hyemalis ENSJHYG00000001081
zonotrichia_albicollis ENSZALG00000010367
serinus_canaria ENSSCAG00000011974
lonchura_striata_domestica ENSLSDG00000009958
taeniopygia_guttata ENSTGUG00000000776
ficedula_albicollis ENSFALG00000008202
parus_major ENSPMJG00000007869
cyanistes_caeruleus ENSCCEG00000008058
melopsittacus_undulatus ENSMUNG00000001123
calidris_pugnax ENSCPUG00000001515
calidris_pygmaea ENSCPGG00000016065
anser_brachyrhynchus ENSABRG00000017269
anas_platyrhynchos_platyrhynchos ENSAPLG00000005340
gallus_gallus ENSGALG00000004320
meleagris_gallopavo ENSMGAG00000006079
coturnix_japonica ENSCJPG00005007006
numida_meleagris ENSNMEG00000018099
apteryx_owenii ENSAOWG00000016454
apteryx_haastii ENSAHAG00000001470
apteryx_rowi ENSARWG00000001768
dromaius_novaehollandiae ENSDNVG00000002545
nothoprocta_perdicaria ENSNPEG00000005997
crocodylus_porosus ENSCPRG00005012749
gopherus_agassizii ENSGAGG00000014517
chelonoidis_abingdonii ENSCABG00000012713
chrysemys_picta_bellii ENSCPBG00000010173
pelodiscus_sinensis ENSPSIG00000008111
sphenodon_punctatus ENSSPUG00000004326
pogona_vitticeps ENSPVIG00000016806
anolis_carolinensis ENSACAG00000027393
notechis_scutatus ENSNSUG00000016590
salvator_merianae ENSSMRG00000015178
chinchilla_lanigera ENSCLAG00000015326
octodon_degus ENSODEG00000010366
cavia_porcellus ENSCPOG00000014431
cavia_aperea ENSCAPG00000015573
heterocephalus_glaber_male ENSHGLG00100011511
heterocephalus_glaber_female ENSHGLG00000015818
fukomys_damarensis ENSFDAG00000017792
spermophilus_dauricus ENSSDAG00000005649
ictidomys_tridecemlineatus ENSSTOG00000019388
urocitellus_parryii ENSUPAG00010017980
marmota_marmota_marmota ENSMMMG00000014141
mus_spicilegus ENSMSIG00000008649
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017213
mus_musculus ENSMUSG00000055333
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016371
mus_pahari MGP_PahariEiJ_G0017506
rattus_norvegicus ENSRNOG00000012575
meriones_unguiculatus ENSMUGG00000021576
cricetulus_griseus_chok1gshd ENSCGRG00001009133
cricetulus_griseus_crigri-picr ENSCGRG00015020291
cricetulus_griseus_crigri ENSCGRG00000014395
mesocricetus_auratus ENSMAUG00000001659
peromyscus_maniculatus_bairdii ENSPEMG00000010255
microtus_ochrogaster ENSMOCG00000004996
nannospalax_galili ENSNGAG00000005998
jaculus_jaculus ENSJJAG00000019929
castor_canadensis ENSCCNG00000009173
pan_troglodytes ENSPTRG00000017435
pan_paniscus ENSPPAG00000035661
homo_sapiens ENSG00000086570
gorilla_gorilla ENSGGOG00000006362
pongo_abelii ENSPPYG00000015966
nomascus_leucogenys ENSNLEG00000011039
macaca_fascicularis ENSMFAG00000039681
macaca_mulatta ENSMMUG00000003497
macaca_nemestrina ENSMNEG00000045400
cercocebus_atys ENSCATG00000044962
mandrillus_leucophaeus ENSMLEG00000032800
theropithecus_gelada ENSTGEG00000005773
papio_anubis ENSPANG00000003561
chlorocebus_sabaeus ENSCSAG00000010900
piliocolobus_tephrosceles ENSPTEG00000017073
colobus_angolensis_palliatus ENSCANG00000033495
rhinopithecus_bieti ENSRBIG00000038121
rhinopithecus_roxellana ENSRROG00000036572
cebus_capucinus ENSCCAG00000032964
saimiri_boliviensis_boliviensis ENSSBOG00000022466
callithrix_jacchus ENSCJAG00000015562
aotus_nancymaae ENSANAG00000036708
carlito_syrichta ENSTSYG00000026330
