scleropages_formosus ENSSFOG00015012615
paramormyrops_kingsleyae ENSPKIG00000006347
takifugu_rubripes ENSTRUG00000021590
tetraodon_nigroviridis ENSTNIG00000008174
gasterosteus_aculeatus ENSGACG00000002708
labrus_bergylta ENSLBEG00000014128
fundulus_heteroclitus ENSFHEG00000018554
cyprinodon_variegatus ENSCVAG00000013037
poecilia_formosa ENSPFOG00000013536
poecilia_mexicana ENSPMEG00000007198
poecilia_latipinna ENSPLAG00000009138
poecilia_reticulata ENSPREG00000013666
xiphophorus_maculatus ENSXMAG00000010484
xiphophorus_couchianus ENSXCOG00000006994
gambusia_affinis ENSGAFG00000008998
amphilophus_citrinellus ENSACIG00000001090
oryzias_latipes ENSORLG00000028507
oryzias_latipes_asm223469v1 ENSORLG00015017239
oryzias_latipes ENSORLG00020016886
oryzias_melastigma ENSOMEG00000010928
kryptolebias_marmoratus ENSKMAG00000006604
maylandia_zebra ENSMZEG00005021430
pundamilia_nyererei ENSPNYG00000000876
haplochromis_burtoni ENSHBUG00000020465
astatotilapia_calliptera ENSACLG00000023845
neolamprologus_brichardi ENSNBRG00000000358
oreochromis_niloticus ENSONIG00000014324
amphiprion_ocellaris ENSAOCG00000013120
amphiprion_percula ENSAPEG00000022348
acanthochromis_polyacanthus ENSAPOG00000000451
stegastes_partitus ENSSPAG00000022024
scophthalmus_maximus ENSSMAG00000016793
monopterus_albus ENSMALG00000001873
mastacembelus_armatus ENSMAMG00000023013
mola_mola ENSMMOG00000003619
seriola_lalandi_dorsalis ENSSLDG00000007484
seriola_dumerili ENSSDUG00000012322
anabas_testudineus ENSATEG00000013730
cynoglossus_semilaevis ENSCSEG00000010213
hippocampus_comes ENSHCOG00000004958
periophthalmus_magnuspinnatus ENSPMGG00000009021
esox_lucius ENSELUG00000001049
astyanax_mexicanus ENSAMXG00000019732
pygocentrus_nattereri ENSPNAG00000023352
ictalurus_punctatus ENSIPUG00000007825
danio_rerio ENSDARG00000045391
lepisosteus_oculatus ENSLOCG00000003554
pogona_vitticeps ENSPVIG00000018543
anolis_carolinensis ENSACAG00000011729
sphenodon_punctatus ENSSPUG00000009615
gallus_gallus ENSGALG00000013748
coturnix_japonica ENSCJPG00005007459
meleagris_gallopavo ENSMGAG00000008393
numida_meleagris ENSNMEG00000005599
anser_brachyrhynchus ENSABRG00000018763
anas_platyrhynchos_platyrhynchos ENSAPLG00000008827
calidris_pugnax ENSCPUG00000006586
apteryx_rowi ENSARWG00000014918
apteryx_owenii ENSAOWG00000006865
apteryx_haastii ENSAHAG00000002059
nothoprocta_perdicaria ENSNPEG00000007864
dromaius_novaehollandiae ENSDNVG00000001273
crocodylus_porosus ENSCPRG00005006419
chelonoidis_abingdonii ENSCABG00000002633
gopherus_agassizii ENSGAGG00000021791
chrysemys_picta_bellii ENSCPBG00000028425
pelodiscus_sinensis ENSPSIG00000003251
pan_paniscus ENSPPAG00000030754
pan_troglodytes ENSPTRG00000010102
homo_sapiens ENSG00000150637
gorilla_gorilla ENSGGOG00000006047
pongo_abelii ENSPPYG00000009232
nomascus_leucogenys ENSNLEG00000009116
colobus_angolensis_palliatus ENSCANG00000018209
piliocolobus_tephrosceles ENSPTEG00000030707
rhinopithecus_roxellana ENSRROG00000042777
rhinopithecus_bieti ENSRBIG00000044967
macaca_nemestrina ENSMNEG00000032934
macaca_fascicularis ENSMFAG00000042682
cercocebus_atys ENSCATG00000044057
mandrillus_leucophaeus ENSMLEG00000037774
theropithecus_gelada ENSTGEG00000005211
papio_anubis ENSPANG00000001764
chlorocebus_sabaeus ENSCSAG00000018218
cebus_capucinus ENSCCAG00000023410
saimiri_boliviensis_boliviensis ENSSBOG00000032857
callithrix_jacchus ENSCJAG00000003050
aotus_nancymaae ENSANAG00000021699
carlito_syrichta ENSTSYG00000005413
propithecus_coquereli ENSPCOG00000015363
microcebus_murinus ENSMICG00000029965
prolemur_simus ENSPSMG00000004279
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023376
mus_spicilegus ENSMSIG00000007821
mus_musculus ENSMUSG00000034028
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022460
mus_pahari MGP_PahariEiJ_G0019188
rattus_norvegicus ENSRNOG00000038197
rattus_norvegicus ENSRNOG00000046679
meriones_unguiculatus ENSMUGG00000007532
cricetulus_griseus_crigri ENSCGRG00000000066
cricetulus_griseus_crigri-picr ENSCGRG00015015564
cricetulus_griseus_chok1gshd ENSCGRG00001017903
mesocricetus_auratus ENSMAUG00000002713
peromyscus_maniculatus_bairdii ENSPEMG00000029583
nannospalax_galili ENSNGAG00000016544
jaculus_jaculus ENSJJAG00000023825
spermophilus_dauricus ENSSDAG00000013877
urocitellus_parryii ENSUPAG00010015339
marmota_marmota_marmota ENSMMMG00000018526
heterocephalus_glaber_male ENSHGLG00100011480
heterocephalus_glaber_female ENSHGLG00000000780
fukomys_damarensis ENSFDAG00000014415
cavia_aperea ENSCAPG00000006952
cavia_porcellus ENSCPOG00000039994
chinchilla_lanigera ENSCLAG00000009214
octodon_degus ENSODEG00000003216
castor_canadensis ENSCCNG00000018402
oryctolagus_cuniculus ENSOCUG00000012227
ochotona_princeps ENSOPRG00000008199
tupaia_belangeri ENSTBEG00000008358
pteropus_vampyrus ENSPVAG00000000524
myotis_lucifugus ENSMLUG00000008219
erinaceus_europaeus ENSEEUG00000014958
sorex_araneus ENSSARG00000000445
sus_scrofa ENSSSCG00000038398
vicugna_pacos ENSVPAG00000006877
bos_mutus ENSBMUG00000007950
bos_taurus ENSBTAG00000009266
bison_bison_bison ENSBBBG00000002627
capra_hircus ENSCHIG00000000255
ovis_aries ENSOARG00000004958
tursiops_truncatus ENSTTRG00000014768
equus_asinus_asinus ENSEASG00005023102
equus_caballus ENSECAG00000007623
ursus_americanus ENSUAMG00000001889
ursus_maritimus ENSUMAG00000004424
ailuropoda_melanoleuca ENSAMEG00000018388
mustela_putorius_furo ENSMPUG00000016604
neovison_vison ENSNVIG00000011995
canis_lupus_dingo ENSCAFG00020015754
canis_lupus_familiaris ENSCAFG00000000038
panthera_pardus ENSPPRG00000019930
panthera_tigris_altaica ENSPTIG00000011893
felis_catus ENSFCAG00000023562
loxodonta_africana ENSLAFG00000013311
echinops_telfairi ENSETEG00000009486
choloepus_hoffmanni ENSCHOG00000003512
dasypus_novemcinctus ENSDNOG00000034989
phascolarctos_cinereus ENSPCIG00000012906
sarcophilus_harrisii ENSSHAG00000011611
monodelphis_domestica ENSMODG00000021399
ornithorhynchus_anatinus ENSOANG00000028907
xenopus_tropicalis ENSXETG00000015643
latimeria_chalumnae ENSLACG00000011741
