sarcophilus_harrisii ENSSHAG00000006108
phascolarctos_cinereus ENSPCIG00000031367
monodelphis_domestica ENSMODG00000028139
notamacropus_eugenii ENSMEUG00000005294
apteryx_rowi ENSARWG00000008558
apteryx_owenii ENSAOWG00000006134
dromaius_novaehollandiae ENSDNVG00000012929
nothoprocta_perdicaria ENSNPEG00000015519
junco_hyemalis ENSJHYG00000013502
zonotrichia_albicollis ENSZALG00000010632
lonchura_striata_domestica ENSLSDG00000014060
parus_major ENSPMJG00000007450
lepidothrix_coronata ENSLCOG00000009222
manacus_vitellinus ENSMVIG00005015747
calidris_pygmaea ENSCPGG00000015029
gallus_gallus ENSGALG00000028420
coturnix_japonica ENSCJPG00005005947
numida_meleagris ENSNMEG00000021530
anas_platyrhynchos_platyrhynchos ENSAPLG00000016694
anser_brachyrhynchus ENSABRG00000009448
crocodylus_porosus ENSCPRG00005018259
ailuropoda_melanoleuca ENSAMEG00000016291
myotis_lucifugus ENSMLUG00000023292
prolemur_simus ENSPSMG00000019299
propithecus_coquereli ENSPCOG00000022350
microcebus_murinus ENSMICG00000038329
cebus_capucinus ENSCCAG00000027649
callithrix_jacchus ENSCJAG00000019536
aotus_nancymaae ENSANAG00000019577
homo_sapiens ENSG00000203727
pan_troglodytes ENSPTRG00000029379
pongo_abelii ENSPPYG00000017080
nomascus_leucogenys ENSNLEG00000019308
rhinopithecus_roxellana ENSRROG00000010416
rhinopithecus_bieti ENSRBIG00000039187
colobus_angolensis_palliatus ENSCANG00000041785
piliocolobus_tephrosceles ENSPTEG00000004572
macaca_fascicularis ENSMFAG00000032467
macaca_mulatta ENSMMUG00000017086
macaca_nemestrina ENSMNEG00000045301
theropithecus_gelada ENSTGEG00000027590
papio_anubis ENSPANG00000025694
chlorocebus_sabaeus ENSCSAG00000000190
urocitellus_parryii ENSUPAG00010016681
ictidomys_tridecemlineatus ENSSTOG00000034237
spermophilus_dauricus ENSSDAG00000006729
castor_canadensis ENSCCNG00000030312
cricetulus_griseus_chok1gshd ENSCGRG00001024031
cricetulus_griseus_crigri ENSCGRG00000010520
cricetulus_griseus_crigri-picr ENSCGRG00015023289
mesocricetus_auratus ENSMAUG00000011794
microtus_ochrogaster ENSMOCG00000000312
peromyscus_maniculatus_bairdii ENSPEMG00000028929
mus_spicilegus ENSMSIG00000012637
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015917
mus_musculus ENSMUSG00000060487
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015109
mus_pahari MGP_PahariEiJ_G0023728
rattus_norvegicus ENSRNOG00000023549
meriones_unguiculatus ENSMUGG00000021349
nannospalax_galili ENSNGAG00000005661
jaculus_jaculus ENSJJAG00000022729
ochotona_princeps ENSOPRG00000006406
heterocephalus_glaber_female ENSHGLG00000002842
heterocephalus_glaber_male ENSHGLG00100011846
fukomys_damarensis ENSFDAG00000017156
chinchilla_lanigera ENSCLAG00000017453
octodon_degus ENSODEG00000001460
cavia_porcellus ENSCPOG00000036984
carlito_syrichta ENSTSYG00000031130
bos_taurus ENSBTAG00000036287
bos_mutus ENSBMUG00000013485
ovis_aries ENSOARG00000002635
capra_hircus ENSCHIG00000023765
sus_scrofa ENSSSCG00000004112
tursiops_truncatus ENSTTRG00000016977
pteropus_vampyrus ENSPVAG00000005712
felis_catus ENSFCAG00000045517
panthera_pardus ENSPPRG00000003267
neovison_vison ENSNVIG00000021986
canis_lupus_dingo ENSCAFG00020013438
ursus_americanus ENSUAMG00000021962
equus_asinus_asinus ENSEASG00005008964
equus_caballus ENSECAG00000034226
otolemur_garnettii ENSOGAG00000034232
procavia_capensis ENSPCAG00000018800
procavia_capensis ENSPCAG00000018811
loxodonta_africana ENSLAFG00000018394
dasypus_novemcinctus ENSDNOG00000046038
chelonoidis_abingdonii ENSCABG00000016771
gopherus_agassizii ENSGAGG00000004215
chrysemys_picta_bellii ENSCPBG00000016647
pelodiscus_sinensis ENSPSIG00000014876
pogona_vitticeps ENSPVIG00000012864
anolis_carolinensis ENSACAG00000007109
notechis_scutatus ENSNSUG00000010742
salvator_merianae ENSSMRG00000022647
hippocampus_comes ENSHCOG00000002951
periophthalmus_magnuspinnatus ENSPMGG00000008986
mola_mola ENSMMOG00000016049
takifugu_rubripes ENSTRUG00000018390
oryzias_latipes ENSORLG00020011327
oryzias_latipes_asm223469v1 ENSORLG00015006207
oryzias_latipes ENSORLG00000014101
oryzias_melastigma ENSOMEG00000008916
seriola_dumerili ENSSDUG00000017461
seriola_lalandi_dorsalis ENSSLDG00000011060
cynoglossus_semilaevis ENSCSEG00000002921
mastacembelus_armatus ENSMAMG00000020905
amphiprion_percula ENSAPEG00000003040
amphiprion_ocellaris ENSAOCG00000016159
stegastes_partitus ENSSPAG00000023528
poecilia_mexicana ENSPMEG00000014780
poecilia_formosa ENSPFOG00000019607
poecilia_reticulata ENSPREG00000002572
xiphophorus_couchianus ENSXCOG00000004514
fundulus_heteroclitus ENSFHEG00000001005
astatotilapia_calliptera ENSACLG00000017310
haplochromis_burtoni ENSHBUG00000009347
pundamilia_nyererei ENSPNYG00000010710
neolamprologus_brichardi ENSNBRG00000016606
amphilophus_citrinellus ENSACIG00000006663
scophthalmus_maximus ENSSMAG00000014786
labrus_bergylta ENSLBEG00000020091
esox_lucius ENSELUG00000016315
astyanax_mexicanus ENSAMXG00000036238
pygocentrus_nattereri ENSPNAG00000009068
ictalurus_punctatus ENSIPUG00000005355
paramormyrops_kingsleyae ENSPKIG00000013570
mola_mola ENSMMOG00000010881
gasterosteus_aculeatus ENSGACG00000011624
pundamilia_nyererei ENSPNYG00000008093
neolamprologus_brichardi ENSNBRG00000007458
oreochromis_niloticus ENSONIG00000000652
amphilophus_citrinellus ENSACIG00000008643
amphiprion_percula ENSAPEG00000014600
amphiprion_ocellaris ENSAOCG00000019121
stegastes_partitus ENSSPAG00000019567
seriola_dumerili ENSSDUG00000007907
anabas_testudineus ENSATEG00000001780
xiphophorus_couchianus ENSXCOG00000002885
xiphophorus_maculatus ENSXMAG00000020355
gambusia_affinis ENSGAFG00000018414
oryzias_latipes_asm223469v1 ENSORLG00015002237
oryzias_latipes ENSORLG00000027701
oryzias_melastigma ENSOMEG00000023368
tetraodon_nigroviridis ENSTNIG00000019310
periophthalmus_magnuspinnatus ENSPMGG00000021797
gadus_morhua ENSGMOG00000013894
esox_lucius ENSELUG00000019278
pygocentrus_nattereri ENSPNAG00000007673
ictalurus_punctatus ENSIPUG00000003314
danio_rerio ENSDARG00000110032
paramormyrops_kingsleyae ENSPKIG00000017642
scleropages_formosus ENSSFOG00015012973
lepisosteus_oculatus ENSLOCG00000016128
latimeria_chalumnae ENSLACG00000003486
eptatretus_burgeri ENSEBUG00000006327
eptatretus_burgeri ENSEBUG00000003261
