propithecus_coquereli ENSPCOG00000016457
prolemur_simus ENSPSMG00000004984
microcebus_murinus ENSMICG00000014146
otolemur_garnettii ENSOGAG00000014628
ochotona_princeps ENSOPRG00000017188
capra_hircus ENSCHIG00000024640
ovis_aries ENSOARG00000010724
bos_taurus ENSBTAG00000006438
bos_mutus ENSBMUG00000010233
bison_bison_bison ENSBBBG00000016703
myotis_lucifugus ENSMLUG00000022779
pan_troglodytes ENSPTRG00000000249
pan_paniscus ENSPPAG00000033784
homo_sapiens ENSG00000117148
gorilla_gorilla ENSGGOG00000014704
pongo_abelii ENSPPYG00000001804
nomascus_leucogenys ENSNLEG00000007803
macaca_mulatta ENSMMUG00000010852
macaca_nemestrina ENSMNEG00000045072
macaca_fascicularis ENSMFAG00000040642
chlorocebus_sabaeus ENSCSAG00000000868
papio_anubis ENSPANG00000006764
theropithecus_gelada ENSTGEG00000024587
mandrillus_leucophaeus ENSMLEG00000002303
cercocebus_atys ENSCATG00000035731
piliocolobus_tephrosceles ENSPTEG00000001687
colobus_angolensis_palliatus ENSCANG00000035926
rhinopithecus_bieti ENSRBIG00000032724
rhinopithecus_roxellana ENSRROG00000037517
cebus_capucinus ENSCCAG00000033343
saimiri_boliviensis_boliviensis ENSSBOG00000022730
callithrix_jacchus ENSCJAG00000007579
aotus_nancymaae ENSANAG00000011638
carlito_syrichta ENSTSYG00000009500
ictidomys_tridecemlineatus ENSSTOG00000022600
equus_caballus ENSECAG00000003631
tursiops_truncatus ENSTTRG00000014577
pteropus_vampyrus ENSPVAG00000011517
mustela_putorius_furo ENSMPUG00000016204
neovison_vison ENSNVIG00000014372
ailuropoda_melanoleuca ENSAMEG00000000863
vulpes_vulpes ENSVVUG00000029113
canis_lupus_familiaris ENSCAFG00000015610
felis_catus ENSFCAG00000010189
panthera_pardus ENSPPRG00000006240
choloepus_hoffmanni ENSCHOG00000000255
dasypus_novemcinctus ENSDNOG00000040121
sus_scrofa ENSSSCG00000024062
sus_scrofa ENSSSCG00000035314
tupaia_belangeri ENSTBEG00000017115
loxodonta_africana ENSLAFG00000003703
procavia_capensis ENSPCAG00000012494
cavia_aperea ENSCAPG00000003828
cavia_porcellus ENSCPOG00000009541
chinchilla_lanigera ENSCLAG00000012471
heterocephalus_glaber_male ENSHGLG00100015583
heterocephalus_glaber_female ENSHGLG00000019089
fukomys_damarensis ENSFDAG00000007296
sorex_araneus ENSSARG00000000875
monodelphis_domestica ENSMODG00000002566
