sorex_araneus ENSSARG00000014132
bos_taurus ENSBTAG00000018503
equus_caballus ENSECAG00000004191
equus_asinus_asinus ENSEASG00005006998
equus_caballus ENSECAG00000028234
vicugna_pacos ENSVPAG00000007649
sus_scrofa ENSSSCG00000035930
bos_taurus ENSBTAG00000024139
ursus_maritimus ENSUMAG00000017874
ursus_americanus ENSUAMG00000023361
ailuropoda_melanoleuca ENSAMEG00000020244
mustela_putorius_furo ENSMPUG00000019411
neovison_vison ENSNVIG00000024702
vulpes_vulpes ENSVVUG00000011784
canis_lupus_familiaris ENSCAFG00000015171
panthera_pardus ENSPPRG00000019860
panthera_tigris_altaica ENSPTIG00000007865
felis_catus ENSFCAG00000024315
myotis_lucifugus ENSMLUG00000002806
chinchilla_lanigera ENSCLAG00000017597
cavia_porcellus ENSCPOG00000038628
heterocephalus_glaber_female ENSHGLG00000020694
heterocephalus_glaber_male ENSHGLG00100020087
heterocephalus_glaber_male ENSHGLG00100019866
heterocephalus_glaber_female ENSHGLG00000019647
heterocephalus_glaber_female ENSHGLG00000019636
heterocephalus_glaber_male ENSHGLG00100020513
heterocephalus_glaber_male ENSHGLG00100021252
heterocephalus_glaber_female ENSHGLG00000020755
mus_spicilegus ENSMSIG00000024294
mus_musculus ENSMUSG00000081948
mus_musculus ENSMUSG00000060827
mus_spicilegus ENSMSIG00000024315
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024790
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023870
mus_pahari MGP_PahariEiJ_G0025315
rattus_norvegicus ENSRNOG00000054715
meriones_unguiculatus ENSMUGG00000011544
cricetulus_griseus_chok1gshd ENSCGRG00001005831
cricetulus_griseus_crigri-picr ENSCGRG00015023265
cricetulus_griseus_crigri ENSCGRG00000019381
cricetulus_griseus_chok1gshd ENSCGRG00001003381
cricetulus_griseus_crigri ENSCGRG00000019199
cricetulus_griseus_crigri-picr ENSCGRG00015023254
mesocricetus_auratus ENSMAUG00000011086
peromyscus_maniculatus_bairdii ENSPEMG00000026067
urocitellus_parryii ENSUPAG00010023676
ictidomys_tridecemlineatus ENSSTOG00000026659
ictidomys_tridecemlineatus ENSSTOG00000023409
urocitellus_parryii ENSUPAG00010023677
marmota_marmota_marmota ENSMMMG00000016809
ictidomys_tridecemlineatus ENSSTOG00000026181
ictidomys_tridecemlineatus ENSSTOG00000024740
urocitellus_parryii ENSUPAG00010016986
ictidomys_tridecemlineatus ENSSTOG00000028738
heterocephalus_glaber_male ENSHGLG00100019988
heterocephalus_glaber_female ENSHGLG00000021012
heterocephalus_glaber_male ENSHGLG00100020826
heterocephalus_glaber_female ENSHGLG00000020868
dipodomys_ordii ENSDORG00000025732
ictidomys_tridecemlineatus ENSSTOG00000022462
ictidomys_tridecemlineatus ENSSTOG00000019607
oryctolagus_cuniculus ENSOCUG00000010689
ochotona_princeps ENSOPRG00000001845
prolemur_simus ENSPSMG00000022456
prolemur_simus ENSPSMG00000022438
otolemur_garnettii ENSOGAG00000002003
homo_sapiens ENSG00000174982
gorilla_gorilla ENSGGOG00000025567
pan_troglodytes ENSPTRG00000003604
pan_paniscus ENSPPAG00000031876
nomascus_leucogenys ENSNLEG00000018707
papio_anubis ENSPANG00000035733
theropithecus_gelada ENSTGEG00000023717
mandrillus_leucophaeus ENSMLEG00000009983
cercocebus_atys ENSCATG00000018258
chlorocebus_sabaeus ENSCSAG00000019202
macaca_nemestrina ENSMNEG00000037849
macaca_fascicularis ENSMFAG00000029620
macaca_mulatta ENSMMUG00000014963
rhinopithecus_roxellana ENSRROG00000037075
rhinopithecus_bieti ENSRBIG00000017494
piliocolobus_tephrosceles ENSPTEG00000036020
callithrix_jacchus ENSCJAG00000044095
cebus_capucinus ENSCCAG00000018963
saimiri_boliviensis_boliviensis ENSSBOG00000019085
aotus_nancymaae ENSANAG00000019631
tupaia_belangeri ENSTBEG00000014237
echinops_telfairi ENSETEG00000013006
loxodonta_africana ENSLAFG00000030732
choloepus_hoffmanni ENSCHOG00000009035
choloepus_hoffmanni ENSCHOG00000007764
choloepus_hoffmanni ENSCHOG00000000262
dasypus_novemcinctus ENSDNOG00000010533
dasypus_novemcinctus ENSDNOG00000019479
phascolarctos_cinereus ENSPCIG00000033568
notamacropus_eugenii ENSMEUG00000014070
sarcophilus_harrisii ENSSHAG00000006425
monodelphis_domestica ENSMODG00000019968
ornithorhynchus_anatinus ENSOANG00000007928
