scleropages_formosus ENSSFOG00015008990
paramormyrops_kingsleyae ENSPKIG00000017309
astyanax_mexicanus ENSAMXG00000035508
pygocentrus_nattereri ENSPNAG00000008138
danio_rerio ENSDARG00000077815
esox_lucius ENSELUG00000007352
ictalurus_punctatus ENSIPUG00000017996
takifugu_rubripes ENSTRUG00000022304
tetraodon_nigroviridis ENSTNIG00000013249
mastacembelus_armatus ENSMAMG00000020137
oryzias_melastigma ENSOMEG00000020868
oryzias_latipes ENSORLG00020019454
scophthalmus_maximus ENSSMAG00000009028
periophthalmus_magnuspinnatus ENSPMGG00000001011
cyprinodon_variegatus ENSCVAG00000022301
fundulus_heteroclitus ENSFHEG00000001305
poecilia_formosa ENSPFOG00000013534
poecilia_latipinna ENSPLAG00000011266
poecilia_mexicana ENSPMEG00000006802
xiphophorus_couchianus ENSXCOG00000008882
xiphophorus_maculatus ENSXMAG00000007664
kryptolebias_marmoratus ENSKMAG00000013220
maylandia_zebra ENSMZEG00005023203
pundamilia_nyererei ENSPNYG00000008048
haplochromis_burtoni ENSHBUG00000019091
astatotilapia_calliptera ENSACLG00000019203
oreochromis_niloticus ENSONIG00000012669
neolamprologus_brichardi ENSNBRG00000007963
monopterus_albus ENSMALG00000013610
cynoglossus_semilaevis ENSCSEG00000020447
amphiprion_ocellaris ENSAOCG00000005429
amphiprion_percula ENSAPEG00000000761
acanthochromis_polyacanthus ENSAPOG00000014114
stegastes_partitus ENSSPAG00000011332
amphilophus_citrinellus ENSACIG00000005619
seriola_lalandi_dorsalis ENSSLDG00000008087
seriola_dumerili ENSSDUG00000022078
anabas_testudineus ENSATEG00000023021
mola_mola ENSMMOG00000021182
hippocampus_comes ENSHCOG00000001554
lepisosteus_oculatus ENSLOCG00000000546
phascolarctos_cinereus ENSPCIG00000031408
sarcophilus_harrisii ENSSHAG00000017672
loxodonta_africana ENSLAFG00000008434
procavia_capensis ENSPCAG00000002551
echinops_telfairi ENSETEG00000006640
bos_taurus ENSBTAG00000014430
bos_mutus ENSBMUG00000023511
bison_bison_bison ENSBBBG00000008430
ovis_aries ENSOARG00000006332
ovis_aries ENSOARG00000003464
capra_hircus ENSCHIG00000013147
sus_scrofa ENSSSCG00000033177
tursiops_truncatus ENSTTRG00000003245
vicugna_pacos ENSVPAG00000005280
pteropus_vampyrus ENSPVAG00000004707
myotis_lucifugus ENSMLUG00000015303
ursus_americanus ENSUAMG00000018287
ursus_maritimus ENSUMAG00000019371
ailuropoda_melanoleuca ENSAMEG00000013093
canis_lupus_familiaris ENSCAFG00000031020
canis_lupus_dingo ENSCAFG00020022623
vulpes_vulpes ENSVVUG00000002424
neovison_vison ENSNVIG00000009310
panthera_tigris_altaica ENSPTIG00000009447
panthera_pardus ENSPPRG00000013685
felis_catus ENSFCAG00000005513
equus_asinus_asinus ENSEASG00005022680
equus_caballus ENSECAG00000031899
prolemur_simus ENSPSMG00000018056
propithecus_coquereli ENSPCOG00000000047
microcebus_murinus ENSMICG00000035931
otolemur_garnettii ENSOGAG00000031393
colobus_angolensis_palliatus ENSCANG00000003617
piliocolobus_tephrosceles ENSPTEG00000034104
rhinopithecus_bieti ENSRBIG00000044924
rhinopithecus_roxellana ENSRROG00000033181
cercocebus_atys ENSCATG00000016828
nomascus_leucogenys ENSNLEG00000016645
macaca_nemestrina ENSMNEG00000029705
macaca_mulatta ENSMMUG00000005843
mandrillus_leucophaeus ENSMLEG00000044419
theropithecus_gelada ENSTGEG00000021277
chlorocebus_sabaeus ENSCSAG00000012412
macaca_fascicularis ENSMFAG00000007504
theropithecus_gelada ENSTGEG00000028289
papio_anubis ENSPANG00000031239
pan_troglodytes ENSPTRG00000021273
pan_paniscus ENSPPAG00000035092
homo_sapiens ENSG00000176386
gorilla_gorilla ENSGGOG00000009853
pongo_abelii ENSPPYG00000019515
callithrix_jacchus ENSCJAG00000044308
aotus_nancymaae ENSANAG00000033508
dipodomys_ordii ENSDORG00000024540
dipodomys_ordii ENSDORG00000002769
castor_canadensis ENSCCNG00000021953
mus_spicilegus ENSMSIG00000013024
mus_spicilegus ENSMSIG00000004607
mus_spicilegus ENSMSIG00000016968
mus_musculus ENSMUSG00000066149
mus_pahari MGP_PahariEiJ_G0028412
rattus_norvegicus ENSRNOG00000029785
meriones_unguiculatus ENSMUGG00000012422
cricetulus_griseus_chok1gshd ENSCGRG00001019052
cricetulus_griseus_crigri ENSCGRG00000013967
cricetulus_griseus_crigri-picr ENSCGRG00015014778
cricetulus_griseus_crigri-picr ENSCGRG00015024398
mesocricetus_auratus ENSMAUG00000019475
microtus_ochrogaster ENSMOCG00000018577
peromyscus_maniculatus_bairdii ENSPEMG00000030853
nannospalax_galili ENSNGAG00000001504
heterocephalus_glaber_male ENSHGLG00100005574
heterocephalus_glaber_female ENSHGLG00000015200
fukomys_damarensis ENSFDAG00000015449
chinchilla_lanigera ENSCLAG00000016290
octodon_degus ENSODEG00000017943
cavia_porcellus ENSCPOG00000038815
cavia_aperea ENSCAPG00000012969
spermophilus_dauricus ENSSDAG00000009469
ictidomys_tridecemlineatus ENSSTOG00000000571
marmota_marmota_marmota ENSMMMG00000001483
urocitellus_parryii ENSUPAG00010015458
oryctolagus_cuniculus ENSOCUG00000005044
ochotona_princeps ENSOPRG00000005297
carlito_syrichta ENSTSYG00000031126
dasypus_novemcinctus ENSDNOG00000031346
ornithorhynchus_anatinus ENSOANG00000009712
chelonoidis_abingdonii ENSCABG00000015824
gopherus_agassizii ENSGAGG00000025034
chrysemys_picta_bellii ENSCPBG00000019133
crocodylus_porosus ENSCPRG00005011764
apteryx_owenii ENSAOWG00000009426
apteryx_haastii ENSAHAG00000015505
dromaius_novaehollandiae ENSDNVG00000019170
calidris_pugnax ENSCPUG00000019059
calidris_pygmaea ENSCPGG00000017161
taeniopygia_guttata ENSTGUG00000002638
lonchura_striata_domestica ENSLSDG00000014952
junco_hyemalis ENSJHYG00000016568
anas_platyrhynchos_platyrhynchos ENSAPLG00000017585
gallus_gallus ENSGALG00000053517
coturnix_japonica ENSCJPG00005016059
numida_meleagris ENSNMEG00000001288
pogona_vitticeps ENSPVIG00000021044
anolis_carolinensis ENSACAG00000015203
notechis_scutatus ENSNSUG00000008741
salvator_merianae ENSSMRG00000007835
sphenodon_punctatus ENSSPUG00000015566
latimeria_chalumnae ENSLACG00000022238
