chelonoidis_abingdonii ENSCABG00000016649
pelodiscus_sinensis ENSPSIG00000009179
meleagris_gallopavo ENSMGAG00000009953
coturnix_japonica ENSCJPG00005019737
anas_platyrhynchos ENSAPLG00000019156
taeniopygia_guttata ENSTGUG00000009834
serinus_canaria ENSSCAG00000016579
ficedula_albicollis ENSFALG00000008484
manacus_vitellinus ENSMVIG00005018581
manacus_vitellinus ENSMVIG00005004067
lepidothrix_coronata ENSLCOG00000016495
apteryx_rowi ENSARWG00000000843
apteryx_owenii ENSAOWG00000005302
nothoprocta_perdicaria ENSNPEG00000009046
anolis_carolinensis ENSACAG00000012432
notechis_scutatus ENSNSUG00000007044
sphenodon_punctatus ENSSPUG00000012101
sarcophilus_harrisii ENSSHAG00000018667
vombatus_ursinus ENSVURG00010000173
echinops_telfairi ENSETEG00000015066
procavia_capensis ENSPCAG00000007084
chlorocebus_sabaeus ENSCSAG00000006043
otolemur_garnettii ENSOGAG00000008137
spermophilus_dauricus ENSSDAG00000023284
marmota_marmota ENSMMMG00000021452
cavia_porcellus ENSCPOG00000005739
cavia_aperea ENSCAPG00000009516
octodon_degus ENSODEG00000016073
fukomys_damarensis ENSFDAG00000016222
castor_canadensis ENSCCNG00000025763
dipodomys_ordii ENSDORG00000029222
mus_spretus MGP_SPRETEiJ_G0023872
mus_musculus ENSMUSG00000025019
mus_caroli MGP_CAROLIEiJ_G0022951
mus_pahari MGP_PahariEiJ_G0014441
meriones_unguiculatus ENSMUGG00000011800
microtus_ochrogaster ENSMOCG00000016297
peromyscus_maniculatus ENSPEMG00000005693
cricetulus_griseus ENSCGRG00000008899
cricetulus_griseus ENSCGRG00001020516
mesocricetus_auratus ENSMAUG00000021613
nannospalax_galili ENSNGAG00000014867
jaculus_jaculus ENSJJAG00000010901
ochotona_princeps ENSOPRG00000014745
tupaia_belangeri ENSTBEG00000005837
carlito_syrichta ENSTSYG00000006802
ursus_maritimus ENSUMAG00000021531
ursus_americanus ENSUAMG00000027851
ailuropoda_melanoleuca ENSAMEG00000000186
canis_lupus ENSCAFG00020005797
equus_asinus ENSEASG00005009257
ovis_aries ENSOARG00000008725
bison_bison ENSBBBG00000021693
tursiops_truncatus ENSTTRG00000009856
vicugna_pacos ENSVPAG00000007583
myotis_lucifugus ENSMLUG00000000494
erinaceus_europaeus ENSEEUG00000007507
sorex_araneus ENSSARG00000008230
pteropus_vampyrus ENSPVAG00000003364
loxodonta_africana ENSLAFG00000014271
choloepus_hoffmanni ENSCHOG00000001981
ornithorhynchus_anatinus ENSOANG00000013408
latimeria_chalumnae ENSLACG00000001265
hucho_hucho ENSHHUG00000022755
hucho_hucho ENSHHUG00000038672
esox_lucius ENSELUG00000019575
hippocampus_comes ENSHCOG00000008968
periophthalmus_magnuspinnatus ENSPMGG00000016122
monopterus_albus ENSMALG00000008259
mastacembelus_armatus ENSMAMG00000003066
anabas_testudineus ENSATEG00000022021
betta_splendens ENSBSLG00000006317
seriola_dumerili ENSSDUG00000013796
seriola_lalandi ENSSLDG00000018540
amphiprion_ocellaris ENSAOCG00000007339
acanthochromis_polyacanthus ENSAPOG00000019460
takifugu_rubripes ENSTRUG00000006194
tetraodon_nigroviridis ENSTNIG00000003614
amphiprion_percula ENSAPEG00000010271
amphiprion_ocellaris ENSAOCG00000016246
stegastes_partitus ENSSPAG00000003648
parambassis_ranga ENSPRNG00000019059
gouania_willdenowi ENSGWIG00000002997
fundulus_heteroclitus ENSFHEG00000002734
cyprinodon_variegatus ENSCVAG00000002875
xiphophorus_maculatus ENSXMAG00000027531
xiphophorus_couchianus ENSXCOG00000011808
gambusia_affinis ENSGAFG00000004949
poecilia_mexicana ENSPMEG00000004672
poecilia_latipinna ENSPLAG00000016717
poecilia_reticulata ENSPREG00000021295
poecilia_formosa ENSPFOG00000009902
kryptolebias_marmoratus ENSKMAG00000006202
oryzias_latipes ENSORLG00015021479
oryzias_latipes ENSORLG00020000620
oryzias_latipes ENSORLG00000000044
oryzias_melastigma ENSOMEG00000011452
maylandia_zebra ENSMZEG00005014560
astatotilapia_calliptera ENSACLG00000011857
haplochromis_burtoni ENSHBUG00000016442
pundamilia_nyererei ENSPNYG00000001040
neolamprologus_brichardi ENSNBRG00000006539
oreochromis_niloticus ENSONIG00000000255
amphilophus_citrinellus ENSACIG00000020408
scophthalmus_maximus ENSSMAG00000021106
cynoglossus_semilaevis ENSCSEG00000020831
lates_calcarifer ENSLCAG00010017832
labrus_bergylta ENSLBEG00000028529
mola_mola ENSMMOG00000017916
larimichthys_crocea ENSLCRG00005023347
cottoperca_gobio ENSCGOG00000022300
astyanax_mexicanus ENSAMXG00005008988
astyanax_mexicanus ENSAMXG00000021599
pygocentrus_nattereri ENSPNAG00000005752
electrophorus_electricus ENSEEEG00000006151
ictalurus_punctatus ENSIPUG00000015148
danio_rerio ENSDARG00000100908
denticeps_clupeoides ENSDCDG00000002106
hucho_hucho ENSHHUG00000024446
hucho_hucho ENSHHUG00000023406
esox_lucius ENSELUG00000021386
poecilia_mexicana ENSPMEG00000005412
poecilia_reticulata ENSPREG00000020012
xiphophorus_maculatus ENSXMAG00000002515
xiphophorus_couchianus ENSXCOG00000012241
kryptolebias_marmoratus ENSKMAG00000021243
cynoglossus_semilaevis ENSCSEG00000008442
maylandia_zebra ENSMZEG00005027756
pundamilia_nyererei ENSPNYG00000008602
astatotilapia_calliptera ENSACLG00000009527
haplochromis_burtoni ENSHBUG00000002221
oreochromis_niloticus ENSONIG00000018331
amphilophus_citrinellus ENSACIG00000022148
gouania_willdenowi ENSGWIG00000009752
betta_splendens ENSBSLG00000020797
amphiprion_ocellaris ENSAOCG00000005501
acanthochromis_polyacanthus ENSAPOG00000020337
stegastes_partitus ENSSPAG00000013113
parambassis_ranga ENSPRNG00000021356
cottoperca_gobio ENSCGOG00000014770
gasterosteus_aculeatus ENSGACG00000007469
monopterus_albus ENSMALG00000017343
scophthalmus_maximus ENSSMAG00000003337
larimichthys_crocea ENSLCRG00005010312
mola_mola ENSMMOG00000010589
anabas_testudineus ENSATEG00000000532
lates_calcarifer ENSLCAG00010004086
seriola_dumerili ENSSDUG00000008112
periophthalmus_magnuspinnatus ENSPMGG00000020345
gadus_morhua ENSGMOG00000018278
clupea_harengus ENSCHAG00000016300
paramormyrops_kingsleyae ENSPKIG00000015112
scleropages_formosus ENSSFOG00015005187
lepisosteus_oculatus ENSLOCG00000012823
erpetoichthys_calabaricus ENSECRG00000001987
parambassis_ranga ENSPRNG00000019060
pundamilia_nyererei ENSPNYG00000001023
cynoglossus_semilaevis ENSCSEG00000006294
cottoperca_gobio ENSCGOG00000014773
hippocampus_comes ENSHCOG00000008944
astyanax_mexicanus ENSAMXG00000038272
clupea_harengus ENSCHAG00000016281
stegastes_partitus ENSSPAG00000003633
amphiprion_percula ENSAPEG00000010248
acanthochromis_polyacanthus ENSAPOG00000001330
