astyanax_mexicanus ENSAMXG00000030092
pygocentrus_nattereri ENSPNAG00000018378
ictalurus_punctatus ENSIPUG00000022046
danio_rerio ENSDARG00000040387
takifugu_rubripes ENSTRUG00000003469
takifugu_rubripes ENSTRUG00000002769
tetraodon_nigroviridis ENSTNIG00000004787
tetraodon_nigroviridis ENSTNIG00000003544
monopterus_albus ENSMALG00000020261
periophthalmus_magnuspinnatus ENSPMGG00000018286
scophthalmus_maximus ENSSMAG00000012759
labrus_bergylta ENSLBEG00000027637
gasterosteus_aculeatus ENSGACG00000014433
fundulus_heteroclitus ENSFHEG00000008735
cyprinodon_variegatus ENSCVAG00000007415
poecilia_formosa ENSPFOG00000018243
poecilia_mexicana ENSPMEG00000000502
poecilia_latipinna ENSPLAG00000006027
poecilia_reticulata ENSPREG00000012738
xiphophorus_couchianus ENSXCOG00000018226
xiphophorus_maculatus ENSXMAG00000028629
gambusia_affinis ENSGAFG00000004925
kryptolebias_marmoratus ENSKMAG00000006535
oryzias_latipes ENSORLG00020017694
oryzias_latipes ENSORLG00000000962
oryzias_latipes_asm223469v1 ENSORLG00015008925
oryzias_melastigma ENSOMEG00000014844
cynoglossus_semilaevis ENSCSEG00000020616
anabas_testudineus ENSATEG00000020119
mastacembelus_armatus ENSMAMG00000019895
mola_mola ENSMMOG00000020213
amphiprion_ocellaris ENSAOCG00000001241
amphiprion_ocellaris ENSAOCG00000012486
amphiprion_percula ENSAPEG00000019290
acanthochromis_polyacanthus ENSAPOG00000021459
stegastes_partitus ENSSPAG00000017456
haplochromis_burtoni ENSHBUG00000017949
pundamilia_nyererei ENSPNYG00000010713
maylandia_zebra ENSMZEG00005000670
oreochromis_niloticus ENSONIG00000009561
neolamprologus_brichardi ENSNBRG00000010245
amphilophus_citrinellus ENSACIG00000010562
seriola_dumerili ENSSDUG00000023153
seriola_lalandi_dorsalis ENSSLDG00000005902
hippocampus_comes ENSHCOG00000006838
gadus_morhua ENSGMOG00000017999
astatotilapia_calliptera ENSACLG00000020169
esox_lucius ENSELUG00000018149
paramormyrops_kingsleyae ENSPKIG00000014424
scleropages_formosus ENSSFOG00015004141
lepisosteus_oculatus ENSLOCG00000012237
apteryx_haastii ENSAHAG00000010921
apteryx_owenii ENSAOWG00000003046
apteryx_rowi ENSARWG00000007780
dromaius_novaehollandiae ENSDNVG00000011615
nothoprocta_perdicaria ENSNPEG00000005413
calidris_pygmaea ENSCPGG00000000676
calidris_pugnax ENSCPUG00000001934
ficedula_albicollis ENSFALG00000002266
cyanistes_caeruleus ENSCCEG00000016848
lonchura_striata_domestica ENSLSDG00000015214
taeniopygia_guttata ENSTGUG00000009491
serinus_canaria ENSSCAG00000014371
junco_hyemalis ENSJHYG00000012968
lepidothrix_coronata ENSLCOG00000001047
manacus_vitellinus ENSMVIG00005011281
melopsittacus_undulatus ENSMUNG00000000523
anser_brachyrhynchus ENSABRG00000006513
anas_platyrhynchos_platyrhynchos ENSAPLG00000004393
meleagris_gallopavo ENSMGAG00000008381
coturnix_japonica ENSCJPG00005021408
gallus_gallus ENSGALG00000003078
numida_meleagris ENSNMEG00000006635
crocodylus_porosus ENSCPRG00005002159
gopherus_agassizii ENSGAGG00000016243
chelonoidis_abingdonii ENSCABG00000005257
