gopherus_agassizii ENSGAGG00000022116
chelonoidis_abingdonii ENSCABG00000016166
chrysemys_picta_bellii ENSCPBG00000016554
pelodiscus_sinensis ENSPSIG00000011286
crocodylus_porosus ENSCPRG00005019204
pogona_vitticeps ENSPVIG00000009242
anolis_carolinensis ENSACAG00000011701
salvator_merianae ENSSMRG00000009104
notechis_scutatus ENSNSUG00000005084
sphenodon_punctatus ENSSPUG00000000194
meleagris_gallopavo ENSMGAG00000003895
coturnix_japonica ENSCJPG00005012197
meleagris_gallopavo ENSMGAG00000005091
gallus_gallus ENSGALG00000027695
numida_meleagris ENSNMEG00000013248
melopsittacus_undulatus ENSMUNG00000015769
lonchura_striata_domestica ENSLSDG00000012428
taeniopygia_guttata ENSTGUG00000006393
serinus_canaria ENSSCAG00000017216
junco_hyemalis ENSJHYG00000011819
zonotrichia_albicollis ENSZALG00000017382
cyanistes_caeruleus ENSCCEG00000024220
ficedula_albicollis ENSFALG00000008831
lepidothrix_coronata ENSLCOG00000004187
calidris_pugnax ENSCPUG00000004508
melopsittacus_undulatus ENSMUNG00000001330
anser_brachyrhynchus ENSABRG00000013427
manacus_vitellinus ENSMVIG00005010025
calidris_pygmaea ENSCPGG00000012588
apteryx_owenii ENSAOWG00000006790
apteryx_haastii ENSAHAG00000003567
apteryx_rowi ENSARWG00000001331
dromaius_novaehollandiae ENSDNVG00000010912
nothoprocta_perdicaria ENSNPEG00000003430
phascolarctos_cinereus ENSPCIG00000018151
notamacropus_eugenii ENSMEUG00000006917
monodelphis_domestica ENSMODG00000011790
sarcophilus_harrisii ENSSHAG00000007362
oryctolagus_cuniculus ENSOCUG00000025336
ochotona_princeps ENSOPRG00000008763
dipodomys_ordii ENSDORG00000000573
tupaia_belangeri ENSTBEG00000015770
microcebus_murinus ENSMICG00000002686
prolemur_simus ENSPSMG00000007372
propithecus_coquereli ENSPCOG00000027535
otolemur_garnettii ENSOGAG00000032384
carlito_syrichta ENSTSYG00000008765
rhinopithecus_roxellana ENSRROG00000034589
rhinopithecus_bieti ENSRBIG00000043793
piliocolobus_tephrosceles ENSPTEG00000038957
colobus_angolensis_palliatus ENSCANG00000038865
theropithecus_gelada ENSTGEG00000002971
cercocebus_atys ENSCATG00000032034
chlorocebus_sabaeus ENSCSAG00000013913
macaca_mulatta ENSMMUG00000022205
macaca_nemestrina ENSMNEG00000028553
macaca_fascicularis ENSMFAG00000001431
papio_anubis ENSPANG00000026222
mandrillus_leucophaeus ENSMLEG00000027083
gorilla_gorilla ENSGGOG00000012474
pan_troglodytes ENSPTRG00000014983
pan_paniscus ENSPPAG00000038764
homo_sapiens ENSG00000090097
pongo_abelii ENSPPYG00000013822
nomascus_leucogenys ENSNLEG00000007064
cebus_capucinus ENSCCAG00000033268
saimiri_boliviensis_boliviensis ENSSBOG00000027029
callithrix_jacchus ENSCJAG00000005783
aotus_nancymaae ENSANAG00000023072
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033768
mus_spicilegus ENSMSIG00000010439
mus_musculus ENSMUSG00000023495
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032623
mus_pahari MGP_PahariEiJ_G0015491
rattus_norvegicus ENSRNOG00000012406
meriones_unguiculatus ENSMUGG00000017981
cricetulus_griseus_crigri-picr ENSCGRG00015009826
cricetulus_griseus_crigri ENSCGRG00000008617
cricetulus_griseus_chok1gshd ENSCGRG00001014953
mesocricetus_auratus ENSMAUG00000021064
microtus_ochrogaster ENSMOCG00000013557
peromyscus_maniculatus_bairdii ENSPEMG00000009276
nannospalax_galili ENSNGAG00000013148
jaculus_jaculus ENSJJAG00000016235
castor_canadensis ENSCCNG00000018725
marmota_marmota_marmota ENSMMMG00000001542
spermophilus_dauricus ENSSDAG00000011715
urocitellus_parryii ENSUPAG00010022442
ictidomys_tridecemlineatus ENSSTOG00000002573
cavia_porcellus ENSCPOG00000014617
cavia_aperea ENSCAPG00000005895
chinchilla_lanigera ENSCLAG00000008356
octodon_degus ENSODEG00000018230
heterocephalus_glaber_female ENSHGLG00000012018
heterocephalus_glaber_male ENSHGLG00100008748
fukomys_damarensis ENSFDAG00000012692
ursus_maritimus ENSUMAG00000021609
ursus_americanus ENSUAMG00000020871
ailuropoda_melanoleuca ENSAMEG00000009211
mustela_putorius_furo ENSMPUG00000011766
neovison_vison ENSNVIG00000000868
canis_lupus_dingo ENSCAFG00020022361
canis_lupus_familiaris ENSCAFG00000010019
vulpes_vulpes ENSVVUG00000026857
panthera_pardus ENSPPRG00000006165
panthera_tigris_altaica ENSPTIG00000005401
felis_catus ENSFCAG00000009148
equus_asinus_asinus ENSEASG00005012889
equus_caballus ENSECAG00000024218
bos_mutus ENSBMUG00000008310
bos_taurus ENSBTAG00000018622
bison_bison_bison ENSBBBG00000015100
capra_hircus ENSCHIG00000012918
ovis_aries ENSOARG00000006603
tursiops_truncatus ENSTTRG00000001443
sus_scrofa ENSSSCG00000028446
loxodonta_africana ENSLAFG00000010732
procavia_capensis ENSPCAG00000009515
echinops_telfairi ENSETEG00000001778
pteropus_vampyrus ENSPVAG00000012474
dasypus_novemcinctus ENSDNOG00000033951
ornithorhynchus_anatinus ENSOANG00000014110
latimeria_chalumnae ENSLACG00000015899
pundamilia_nyererei ENSPNYG00000019234
neolamprologus_brichardi ENSNBRG00000007475
amphilophus_citrinellus ENSACIG00000015264
poecilia_latipinna ENSPLAG00000023316
poecilia_reticulata ENSPREG00000021498
xiphophorus_maculatus ENSXMAG00000022188
stegastes_partitus ENSSPAG00000019058
seriola_dumerili ENSSDUG00000017719
anabas_testudineus ENSATEG00000008529
kryptolebias_marmoratus ENSKMAG00000014252
amphiprion_percula ENSAPEG00000023157
maylandia_zebra ENSMZEG00005008852
astatotilapia_calliptera ENSACLG00000013348
haplochromis_burtoni ENSHBUG00000009472
oreochromis_niloticus ENSONIG00000018552
mastacembelus_armatus ENSMAMG00000010163
scophthalmus_maximus ENSSMAG00000005827
xiphophorus_maculatus ENSXMAG00000015709
poecilia_formosa ENSPFOG00000014474
monopterus_albus ENSMALG00000020318
oryzias_latipes_asm223469v1 ENSORLG00015019262
oryzias_latipes ENSORLG00000003061
oryzias_melastigma ENSOMEG00000003516
cynoglossus_semilaevis ENSCSEG00000014487
periophthalmus_magnuspinnatus ENSPMGG00000000063
xiphophorus_couchianus ENSXCOG00000017325
gambusia_affinis ENSGAFG00000018301
fundulus_heteroclitus ENSFHEG00000012545
amphiprion_ocellaris ENSAOCG00000006924
seriola_lalandi_dorsalis ENSSLDG00000024847
acanthochromis_polyacanthus ENSAPOG00000018462
cyprinodon_variegatus ENSCVAG00000003674
mola_mola ENSMMOG00000017756
poecilia_mexicana ENSPMEG00000012990
gadus_morhua ENSGMOG00000003363
esox_lucius ENSELUG00000018204
oryzias_latipes ENSORLG00020001183
oryzias_latipes_asm223469v1 ENSORLG00015017819
oryzias_latipes ENSORLG00000009899
oryzias_melastigma ENSOMEG00000011545
kryptolebias_marmoratus ENSKMAG00000017554
poecilia_formosa ENSPFOG00000002989
xiphophorus_maculatus ENSXMAG00000024530
cyprinodon_variegatus ENSCVAG00000013090
haplochromis_burtoni ENSHBUG00000005329
pundamilia_nyererei ENSPNYG00000003098
astatotilapia_calliptera ENSACLG00000025246
maylandia_zebra ENSMZEG00005023631
neolamprologus_brichardi ENSNBRG00000015885
oreochromis_niloticus ENSONIG00000017378
amphilophus_citrinellus ENSACIG00000020434
acanthochromis_polyacanthus ENSAPOG00000009897
amphiprion_ocellaris ENSAOCG00000021366
stegastes_partitus ENSSPAG00000003033
monopterus_albus ENSMALG00000022117
mastacembelus_armatus ENSMAMG00000011364
scophthalmus_maximus ENSSMAG00000009392
takifugu_rubripes ENSTRUG00000007426
tetraodon_nigroviridis ENSTNIG00000017887
labrus_bergylta ENSLBEG00000011345
anabas_testudineus ENSATEG00000006511
mola_mola ENSMMOG00000020533
seriola_dumerili ENSSDUG00000015540
seriola_lalandi_dorsalis ENSSLDG00000007851
gambusia_affinis ENSGAFG00000021090
gasterosteus_aculeatus ENSGACG00000002664
periophthalmus_magnuspinnatus ENSPMGG00000022732
poecilia_reticulata ENSPREG00000017370
poecilia_latipinna ENSPLAG00000011438
xiphophorus_couchianus ENSXCOG00000000111
fundulus_heteroclitus ENSFHEG00000002769
amphiprion_percula ENSAPEG00000009555
cynoglossus_semilaevis ENSCSEG00000021041
hippocampus_comes ENSHCOG00000010838
gadus_morhua ENSGMOG00000017799
esox_lucius ENSELUG00000001870
scleropages_formosus ENSSFOG00015012075
paramormyrops_kingsleyae ENSPKIG00000005487
paramormyrops_kingsleyae ENSPKIG00000010244
scleropages_formosus ENSSFOG00015008221
pygocentrus_nattereri ENSPNAG00000025434
astyanax_mexicanus ENSAMXG00000033125
ictalurus_punctatus ENSIPUG00000008212
danio_rerio ENSDARG00000024276
lepisosteus_oculatus ENSLOCG00000013402
