pteropus_vampyrus ENSPVAG00000002808
myotis_lucifugus ENSMLUG00000016961
sorex_araneus ENSSARG00000005003
ursus_americanus ENSUAMG00000019286
ursus_maritimus ENSUMAG00000002502
ailuropoda_melanoleuca ENSAMEG00000017255
neovison_vison ENSNVIG00000009612
canis_lupus_familiaris ENSCAFG00000020285
canis_lupus_dingo ENSCAFG00020014121
panthera_tigris_altaica ENSPTIG00000015138
panthera_pardus ENSPPRG00000000878
felis_catus ENSFCAG00000036364
erinaceus_europaeus ENSEEUG00000013835
equus_caballus ENSECAG00000025005
equus_asinus_asinus ENSEASG00005014089
tursiops_truncatus ENSTTRG00000001328
sus_scrofa ENSSSCG00000025691
bos_taurus ENSBTAG00000013851
bos_mutus ENSBMUG00000018176
bison_bison_bison ENSBBBG00000023973
ovis_aries ENSOARG00000014293
capra_hircus ENSCHIG00000011561
vicugna_pacos ENSVPAG00000007111
pan_paniscus ENSPPAG00000039334
pan_troglodytes ENSPTRG00000000914
homo_sapiens ENSG00000142867
gorilla_gorilla ENSGGOG00000044072
pongo_abelii ENSPPYG00000001194
nomascus_leucogenys ENSNLEG00000032635
rhinopithecus_bieti ENSRBIG00000044051
rhinopithecus_roxellana ENSRROG00000044289
piliocolobus_tephrosceles ENSPTEG00000030691
colobus_angolensis_palliatus ENSCANG00000000273
macaca_mulatta ENSMMUG00000005720
macaca_nemestrina ENSMNEG00000041167
macaca_fascicularis ENSMFAG00000040544
cercocebus_atys ENSCATG00000033396
mandrillus_leucophaeus ENSMLEG00000036065
theropithecus_gelada ENSTGEG00000020749
papio_anubis ENSPANG00000016437
chlorocebus_sabaeus ENSCSAG00000001427
cebus_capucinus ENSCCAG00000036016
callithrix_jacchus ENSCJAG00000039006
saimiri_boliviensis_boliviensis ENSSBOG00000032733
aotus_nancymaae ENSANAG00000032404
carlito_syrichta ENSTSYG00000010772
propithecus_coquereli ENSPCOG00000026735
microcebus_murinus ENSMICG00000046947
prolemur_simus ENSPSMG00000021929
otolemur_garnettii ENSOGAG00000009976
heterocephalus_glaber_female ENSHGLG00000004369
heterocephalus_glaber_male ENSHGLG00100018049
fukomys_damarensis ENSFDAG00000010270
chinchilla_lanigera ENSCLAG00000003932
octodon_degus ENSODEG00000003555
cavia_porcellus ENSCPOG00000033375
cavia_aperea ENSCAPG00000010665
marmota_marmota_marmota ENSMMMG00000008820
ictidomys_tridecemlineatus ENSSTOG00000027214
urocitellus_parryii ENSUPAG00010011755
spermophilus_dauricus ENSSDAG00000005113
castor_canadensis ENSCCNG00000014465
dipodomys_ordii ENSDORG00000028780
mus_musculus ENSMUSG00000028191
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024872
mus_spicilegus ENSMSIG00000006967
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026668
mus_pahari MGP_PahariEiJ_G0027166
rattus_norvegicus ENSRNOG00000042389
meriones_unguiculatus ENSMUGG00000020066
cricetulus_griseus_crigri-picr ENSCGRG00015013405
cricetulus_griseus_chok1gshd ENSCGRG00001018169
cricetulus_griseus_crigri ENSCGRG00000004526
mesocricetus_auratus ENSMAUG00000011334
mesocricetus_auratus ENSMAUG00000014113
microtus_ochrogaster ENSMOCG00000004469
peromyscus_maniculatus_bairdii ENSPEMG00000026389
nannospalax_galili ENSNGAG00000015335
jaculus_jaculus ENSJJAG00000001473
oryctolagus_cuniculus ENSOCUG00000016199
ochotona_princeps ENSOPRG00000011338
mustela_putorius_furo ENSMPUG00000005447
vulpes_vulpes ENSVVUG00000030096
tupaia_belangeri ENSTBEG00000015726
loxodonta_africana ENSLAFG00000003648
procavia_capensis ENSPCAG00000009572
echinops_telfairi ENSETEG00000005322
dasypus_novemcinctus ENSDNOG00000010048
dasypus_novemcinctus ENSDNOG00000038709
choloepus_hoffmanni ENSCHOG00000012878
phascolarctos_cinereus ENSPCIG00000006659
sarcophilus_harrisii ENSSHAG00000014649
monodelphis_domestica ENSMODG00000000299
ornithorhynchus_anatinus ENSOANG00000006823
xenopus_tropicalis ENSXETG00000003096
