mola_mola ENSMMOG00000019959
larimichthys_crocea ENSLCRG00005013443
labrus_bergylta ENSLBEG00000001367
labrus_bergylta ENSLBEG00000013014
labrus_bergylta ENSLBEG00000021612
labrus_bergylta ENSLBEG00000004718
lates_calcarifer ENSLCAG00010027265
kryptolebias_marmoratus ENSKMAG00000018655
kryptolebias_marmoratus ENSKMAG00000018671
poecilia_latipinna ENSPLAG00000023443
poecilia_mexicana ENSPMEG00000001601
xiphophorus_couchianus ENSXCOG00000019001
oryzias_latipes ENSORLG00020015805
gouania_willdenowi ENSGWIG00000015674
gouania_willdenowi ENSGWIG00000004176
parambassis_ranga ENSPRNG00000003133
maylandia_zebra ENSMZEG00005001730
astatotilapia_calliptera ENSACLG00000004777
oreochromis_niloticus ENSONIG00000015141
maylandia_zebra ENSMZEG00005003721
haplochromis_burtoni ENSHBUG00000021864
amphilophus_citrinellus ENSACIG00000016947
periophthalmus_magnuspinnatus ENSPMGG00000009771
pygocentrus_nattereri ENSPNAG00000014438
electrophorus_electricus ENSEEEG00000003446
