notamacropus_eugenii ENSMEUG00000004651
phascolarctos_cinereus ENSPCIG00000014185
sarcophilus_harrisii ENSSHAG00000018539
monodelphis_domestica ENSMODG00000010545
monodelphis_domestica ENSMODG00000002266
capra_hircus ENSCHIG00000019633
ovis_aries ENSOARG00000001816
bos_taurus ENSBTAG00000017455
bos_mutus ENSBMUG00000004354
bison_bison_bison ENSBBBG00000000383
tursiops_truncatus ENSTTRG00000014369
sus_scrofa ENSSSCG00000015808
vicugna_pacos ENSVPAG00000008885
erinaceus_europaeus ENSEEUG00000003819
ursus_maritimus ENSUMAG00000009295
ursus_americanus ENSUAMG00000022936
ailuropoda_melanoleuca ENSAMEG00000015409
mustela_putorius_furo ENSMPUG00000009593
neovison_vison ENSNVIG00000010376
canis_lupus_dingo ENSCAFG00020002451
canis_lupus_familiaris ENSCAFG00000005847
vulpes_vulpes ENSVVUG00000020240
panthera_tigris_altaica ENSPTIG00000021391
panthera_pardus ENSPPRG00000005778
felis_catus ENSFCAG00000002595
pteropus_vampyrus ENSPVAG00000011140
myotis_lucifugus ENSMLUG00000011252
equus_caballus ENSECAG00000006442
equus_asinus_asinus ENSEASG00005016629
sorex_araneus ENSSARG00000013742
propithecus_coquereli ENSPCOG00000022833
prolemur_simus ENSPSMG00000001257
microcebus_murinus ENSMICG00000047128
pan_troglodytes ENSPTRG00000020182
pan_paniscus ENSPPAG00000030625
homo_sapiens ENSG00000168615
gorilla_gorilla ENSGGOG00000006056
pongo_abelii ENSPPYG00000018531
nomascus_leucogenys ENSNLEG00000012378
colobus_angolensis_palliatus ENSCANG00000009702
piliocolobus_tephrosceles ENSPTEG00000035690
rhinopithecus_roxellana ENSRROG00000039984
rhinopithecus_bieti ENSRBIG00000027800
macaca_fascicularis ENSMFAG00000039520
macaca_mulatta ENSMMUG00000006033
macaca_nemestrina ENSMNEG00000024116
theropithecus_gelada ENSTGEG00000009767
papio_anubis ENSPANG00000011024
mandrillus_leucophaeus ENSMLEG00000029771
cercocebus_atys ENSCATG00000033234
chlorocebus_sabaeus ENSCSAG00000015373
saimiri_boliviensis_boliviensis ENSSBOG00000024766
cebus_capucinus ENSCCAG00000030787
callithrix_jacchus ENSCJAG00000002262
aotus_nancymaae ENSANAG00000033898
carlito_syrichta ENSTSYG00000013706
otolemur_garnettii ENSOGAG00000015343
microcebus_murinus ENSMICG00000003592
tupaia_belangeri ENSTBEG00000017446
mus_musculus ENSMUSG00000031555
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032037
mus_spicilegus ENSMSIG00000020432
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030918
mus_pahari MGP_PahariEiJ_G0021388
rattus_norvegicus ENSRNOG00000017231
meriones_unguiculatus ENSMUGG00000018396
peromyscus_maniculatus_bairdii ENSPEMG00000018670
microtus_ochrogaster ENSMOCG00000007035
cricetulus_griseus_chok1gshd ENSCGRG00001024876
cricetulus_griseus_crigri ENSCGRG00000007857
cricetulus_griseus_crigri-picr ENSCGRG00015023828
mesocricetus_auratus ENSMAUG00000008043
nannospalax_galili ENSNGAG00000020826
jaculus_jaculus ENSJJAG00000014163
castor_canadensis ENSCCNG00000000617
dipodomys_ordii ENSDORG00000001531
marmota_marmota_marmota ENSMMMG00000016232
urocitellus_parryii ENSUPAG00010023897
ictidomys_tridecemlineatus ENSSTOG00000015031
octodon_degus ENSODEG00000004493
chinchilla_lanigera ENSCLAG00000000971
cavia_porcellus ENSCPOG00000007755
cavia_aperea ENSCAPG00000002538
heterocephalus_glaber_male ENSHGLG00100010666
heterocephalus_glaber_female ENSHGLG00000005367
fukomys_damarensis ENSFDAG00000002538
oryctolagus_cuniculus ENSOCUG00000013380
ochotona_princeps ENSOPRG00000004397
loxodonta_africana ENSLAFG00000004709
procavia_capensis ENSPCAG00000012019
echinops_telfairi ENSETEG00000012768
choloepus_hoffmanni ENSCHOG00000002141
dasypus_novemcinctus ENSDNOG00000009868
ornithorhynchus_anatinus ENSOANG00000009231
ornithorhynchus_anatinus ENSOANG00000022338
pogona_vitticeps ENSPVIG00000020173
anolis_carolinensis ENSACAG00000009144
notechis_scutatus ENSNSUG00000005972
salvator_merianae ENSSMRG00000019140
sphenodon_punctatus ENSSPUG00000010246
apteryx_haastii ENSAHAG00000001117
apteryx_owenii ENSAOWG00000003133
apteryx_rowi ENSARWG00000012017
dromaius_novaehollandiae ENSDNVG00000002849
nothoprocta_perdicaria ENSNPEG00000001526
anser_brachyrhynchus ENSABRG00000002347
anas_platyrhynchos_platyrhynchos ENSAPLG00000005808
gallus_gallus ENSGALG00000003398
meleagris_gallopavo ENSMGAG00000002335
coturnix_japonica ENSCJPG00005015215
numida_meleagris ENSNMEG00000019811
cyanistes_caeruleus ENSCCEG00000007498
parus_major ENSPMJG00000017960
ficedula_albicollis ENSFALG00000006564
lonchura_striata_domestica ENSLSDG00000006422
taeniopygia_guttata ENSTGUG00000004989
zonotrichia_albicollis ENSZALG00000004743
junco_hyemalis ENSJHYG00000002630
serinus_canaria ENSSCAG00000016999
lepidothrix_coronata ENSLCOG00000007618
manacus_vitellinus ENSMVIG00005019090
calidris_pugnax ENSCPUG00000008146
calidris_pygmaea ENSCPGG00000008722
melopsittacus_undulatus ENSMUNG00000004270
crocodylus_porosus ENSCPRG00005001093
gopherus_agassizii ENSGAGG00000011506
chelonoidis_abingdonii ENSCABG00000014200
chrysemys_picta_bellii ENSCPBG00000004827
pelodiscus_sinensis ENSPSIG00000005610
