salvator_merianae ENSSMRG00000014968
pogona_vitticeps ENSPVIG00000013547
sphenodon_punctatus ENSSPUG00000011431
chrysemys_picta ENSCPBG00000011370
chelonoidis_abingdonii ENSCABG00000021538
pelodiscus_sinensis ENSPSIG00000015307
gallus_gallus ENSGALG00000051135
anas_platyrhynchos ENSAPLG00000011772
calidris_pugnax ENSCPUG00000005170
junco_hyemalis ENSJHYG00000008303
apteryx_owenii ENSAOWG00000016244
monodelphis_domestica ENSMODG00000006716
sarcophilus_harrisii ENSSHAG00000010278
phascolarctos_cinereus ENSPCIG00000014383
vombatus_ursinus ENSVURG00010015791
ailuropoda_melanoleuca ENSAMEG00000004790
ursus_americanus ENSUAMG00000022854
neovison_vison ENSNVIG00000016543
mustela_putorius ENSMPUG00000009465
canis_lupus ENSCAFG00000030412
vulpes_vulpes ENSVVUG00000027458
panthera_tigris ENSPTIG00000008195
panthera_pardus ENSPPRG00000005426
felis_catus ENSFCAG00000036350
erinaceus_europaeus ENSEEUG00000010278
sorex_araneus ENSSARG00000006303
mus_spretus MGP_SPRETEiJ_G0025189
mus_musculus ENSMUSG00000027381
mus_spicilegus ENSMSIG00000018397
mus_caroli MGP_CAROLIEiJ_G0024269
mus_pahari MGP_PahariEiJ_G0025714
rattus_norvegicus ENSRNOG00000016551
meriones_unguiculatus ENSMUGG00000020552
microtus_ochrogaster ENSMOCG00000016222
peromyscus_maniculatus ENSPEMG00000029663
cricetulus_griseus ENSCGRG00000016907
cricetulus_griseus ENSCGRG00001017910
cricetulus_griseus ENSCGRG00015014834
mesocricetus_auratus ENSMAUG00000009673
nannospalax_galili ENSNGAG00000012900
jaculus_jaculus ENSJJAG00000021109
castor_canadensis ENSCCNG00000020856
heterocephalus_glaber ENSHGLG00100008552
heterocephalus_glaber ENSHGLG00000008457
fukomys_damarensis ENSFDAG00000005748
cavia_porcellus ENSCPOG00000039692
cavia_aperea ENSCAPG00000014080
chinchilla_lanigera ENSCLAG00000004675
ictidomys_tridecemlineatus ENSSTOG00000027005
urocitellus_parryii ENSUPAG00010023912
spermophilus_dauricus ENSSDAG00000010950
marmota_marmota ENSMMMG00000001788
oryctolagus_cuniculus ENSOCUG00000007385
ochotona_princeps ENSOPRG00000003126
tupaia_belangeri ENSTBEG00000003482
dipodomys_ordii ENSDORG00000016519
pan_paniscus ENSPPAG00000040431
pan_troglodytes ENSPTRG00000051635
gorilla_gorilla ENSGGOG00000037583
homo_sapiens ENSG00000153094
pongo_abelii ENSPPYG00000012155
nomascus_leucogenys ENSNLEG00000002317
macaca_nemestrina ENSMNEG00000043857
macaca_fascicularis ENSMFAG00000039143
macaca_mulatta ENSMMUG00000018423
mandrillus_leucophaeus ENSMLEG00000036122
cercocebus_atys ENSCATG00000043052
papio_anubis ENSPANG00000006519
theropithecus_gelada ENSTGEG00000000929
chlorocebus_sabaeus ENSCSAG00000016879
rhinopithecus_bieti ENSRBIG00000029590
rhinopithecus_roxellana ENSRROG00000038087
piliocolobus_tephrosceles ENSPTEG00000030346
colobus_angolensis ENSCANG00000028218
saimiri_boliviensis ENSSBOG00000027665
callithrix_jacchus ENSCJAG00000004445
cebus_capucinus ENSCCAG00000022650
aotus_nancymaae ENSANAG00000020842
carlito_syrichta ENSTSYG00000011551
propithecus_coquereli ENSPCOG00000024441
microcebus_murinus ENSMICG00000035978
prolemur_simus ENSPSMG00000016863
otolemur_garnettii ENSOGAG00000025955
procavia_capensis ENSPCAG00000014394
loxodonta_africana ENSLAFG00000004380
echinops_telfairi ENSETEG00000001570
bos_indicus ENSBIXG00005016726
bos_indicus ENSBIXG00000022243
bos_taurus ENSBTAG00000024105
bos_mutus ENSBMUG00000024656
bison_bison ENSBBBG00000010544
capra_hircus ENSCHIG00000020211
ovis_aries ENSOARG00000014342
tursiops_truncatus ENSTTRG00000006094
sus_scrofa ENSSSCG00000022322
canis_lupus ENSCAFG00020019602
equus_asinus ENSEASG00005005363
octodon_degus ENSODEG00000006911
equus_caballus ENSECAG00000032970
pteropus_vampyrus ENSPVAG00000003884
dasypus_novemcinctus ENSDNOG00000041165
ornithorhynchus_anatinus ENSOANG00000012631
xenopus_tropicalis ENSXETG00000007563
danio_rerio ENSDARG00000079144
