dasypus_novemcinctus ENSDNOG00000004812
choloepus_hoffmanni ENSCHOG00000010187
loxodonta_africana ENSLAFG00000006740
procavia_capensis ENSPCAG00000011720
echinops_telfairi ENSETEG00000011421
myotis_lucifugus ENSMLUG00000005793
pteropus_vampyrus ENSPVAG00000009546
equus_caballus ENSECAG00000009681
equus_asinus_asinus ENSEASG00005018967
vicugna_pacos ENSVPAG00000005145
tursiops_truncatus ENSTTRG00000010449
bos_mutus ENSBMUG00000021208
bos_taurus ENSBTAG00000006408
bison_bison_bison ENSBBBG00000015841
ovis_aries ENSOARG00000012135
sus_scrofa ENSSSCG00000026160
ailuropoda_melanoleuca ENSAMEG00000011106
ursus_maritimus ENSUMAG00000017740
neovison_vison ENSNVIG00000024995
mustela_putorius_furo ENSMPUG00000015592
canis_lupus_familiaris ENSCAFG00000014998
canis_lupus_dingo ENSCAFG00020022082
vulpes_vulpes ENSVVUG00000025170
panthera_tigris_altaica ENSPTIG00000007836
panthera_pardus ENSPPRG00000019935
felis_catus ENSFCAG00000026912
erinaceus_europaeus ENSEEUG00000001993
mus_musculus ENSMUSG00000071890
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015588
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014781
mus_spicilegus ENSMSIG00000022830
mus_pahari MGP_PahariEiJ_G0028018
rattus_norvegicus ENSRNOG00000003698
meriones_unguiculatus ENSMUGG00000011536
cricetulus_griseus_crigri-picr ENSCGRG00015010538
mesocricetus_auratus ENSMAUG00000012081
peromyscus_maniculatus_bairdii ENSPEMG00000019648
microtus_ochrogaster ENSMOCG00000002855
nannospalax_galili ENSNGAG00000001068
jaculus_jaculus ENSJJAG00000019807
spermophilus_dauricus ENSSDAG00000012118
marmota_marmota_marmota ENSMMMG00000018136
ictidomys_tridecemlineatus ENSSTOG00000003777
urocitellus_parryii ENSUPAG00010010467
heterocephalus_glaber_male ENSHGLG00100011628
heterocephalus_glaber_female ENSHGLG00000012022
fukomys_damarensis ENSFDAG00000011722
chinchilla_lanigera ENSCLAG00000017068
oryctolagus_cuniculus ENSOCUG00000004105
ochotona_princeps ENSOPRG00000012723
pan_troglodytes ENSPTRG00000001669
pan_paniscus ENSPPAG00000029015
homo_sapiens ENSG00000117501
gorilla_gorilla ENSGGOG00000009223
pongo_abelii ENSPPYG00000000520
nomascus_leucogenys ENSNLEG00000015130
rhinopithecus_roxellana ENSRROG00000043623
rhinopithecus_bieti ENSRBIG00000042243
colobus_angolensis_palliatus ENSCANG00000038893
macaca_fascicularis ENSMFAG00000004437
macaca_mulatta ENSMMUG00000013380
macaca_nemestrina ENSMNEG00000028823
theropithecus_gelada ENSTGEG00000009627
cercocebus_atys ENSCATG00000034311
papio_anubis ENSPANG00000032973
chlorocebus_sabaeus ENSCSAG00000011588
cebus_capucinus ENSCCAG00000037701
saimiri_boliviensis_boliviensis ENSSBOG00000020592
callithrix_jacchus ENSCJAG00000009912
aotus_nancymaae ENSANAG00000022237
carlito_syrichta ENSTSYG00000009309
prolemur_simus ENSPSMG00000025513
propithecus_coquereli ENSPCOG00000019689
microcebus_murinus ENSMICG00000017099
otolemur_garnettii ENSOGAG00000016461
tupaia_belangeri ENSTBEG00000006820
sarcophilus_harrisii ENSSHAG00000015839
notamacropus_eugenii ENSMEUG00000003679
monodelphis_domestica ENSMODG00000003593
ornithorhynchus_anatinus ENSOANG00000000892
ornithorhynchus_anatinus ENSOANG00000029024
