drosophila_melanogaster FBgn0051694
caenorhabditis_elegans WBGene00010232
ornithorhynchus_anatinus ENSOANG00000003546
ornithorhynchus_anatinus ENSOANG00000009631
vombatus_ursinus ENSVURG00010009503
phascolarctos_cinereus ENSPCIG00000012498
notamacropus_eugenii ENSMEUG00000014064
sarcophilus_harrisii ENSSHAG00000014390
monodelphis_domestica ENSMODG00000015916
loxodonta_africana ENSLAFG00000004167
procavia_capensis ENSPCAG00000013362
echinops_telfairi ENSETEG00000019162
pan_paniscus ENSPPAG00000042969
pan_troglodytes ENSPTRG00000019601
homo_sapiens ENSG00000006652
gorilla_gorilla ENSGGOG00000000718
pongo_abelii ENSPPYG00000029715
nomascus_leucogenys ENSNLEG00000011280
macaca_mulatta ENSMMUG00000008033
macaca_mulatta ENSMMUG00000052812
macaca_fascicularis ENSMFAG00000045385
macaca_nemestrina ENSMNEG00000044857
cercocebus_atys ENSCATG00000040248
mandrillus_leucophaeus ENSMLEG00000032760
theropithecus_gelada ENSTGEG00000015223
papio_anubis ENSPANG00000021877
chlorocebus_sabaeus ENSCSAG00000011121
piliocolobus_tephrosceles ENSPTEG00000021693
colobus_angolensis ENSCANG00000036955
rhinopithecus_roxellana ENSRROG00000042939
rhinopithecus_bieti ENSRBIG00000044835
saimiri_boliviensis ENSSBOG00000024141
cebus_capucinus ENSCCAG00000027282
cebus_capucinus ENSCCAG00000032511
callithrix_jacchus ENSCJAG00000046290
aotus_nancymaae ENSANAG00000023026
carlito_syrichta ENSTSYG00000012083
prolemur_simus ENSPSMG00000009682
propithecus_coquereli ENSPCOG00000028703
microcebus_murinus ENSMICG00000047065
otolemur_garnettii ENSOGAG00000004194
castor_canadensis ENSCCNG00000023723
dipodomys_ordii ENSDORG00000027806
mus_spretus MGP_SPRETEiJ_G0018560
mus_spicilegus ENSMSIG00000001485
mus_musculus ENSMUSG00000001627
mus_caroli MGP_CAROLIEiJ_G0017718
mus_pahari MGP_PahariEiJ_G0029475
rattus_norvegicus ENSRNOG00000050997
meriones_unguiculatus ENSMUGG00000017966
peromyscus_maniculatus ENSPEMG00000000131
microtus_ochrogaster ENSMOCG00000021204
cricetulus_griseus ENSCGRG00001023172
cricetulus_griseus ENSCGRG00015012738
cricetulus_griseus ENSCGRG00000012578
mesocricetus_auratus ENSMAUG00000013118
nannospalax_galili ENSNGAG00000012469
jaculus_jaculus ENSJJAG00000000988
spermophilus_dauricus ENSSDAG00000015542
marmota_marmota ENSMMMG00000013925
ictidomys_tridecemlineatus ENSSTOG00000010658
urocitellus_parryii ENSUPAG00010011471
heterocephalus_glaber ENSHGLG00000012865
heterocephalus_glaber ENSHGLG00100011229
fukomys_damarensis ENSFDAG00000017090
chinchilla_lanigera ENSCLAG00000004463
chinchilla_lanigera ENSCLAG00000012047
octodon_degus ENSODEG00000005935
cavia_porcellus ENSCPOG00000004793
cavia_aperea ENSCAPG00000017546
oryctolagus_cuniculus ENSOCUG00000015263
tupaia_belangeri ENSTBEG00000016190
sorex_araneus ENSSARG00000006557
erinaceus_europaeus ENSEEUG00000000715
ursus_americanus ENSUAMG00000004294
ursus_maritimus ENSUMAG00000007056
ailuropoda_melanoleuca ENSAMEG00000005639
mustela_putorius ENSMPUG00000007734
neovison_vison ENSNVIG00000009804
canis_lupus ENSCAFG00020007150
canis_lupus ENSCAFG00000003322
vulpes_vulpes ENSVVUG00000010845
panthera_tigris ENSPTIG00000016040
panthera_pardus ENSPPRG00000011002
felis_catus ENSFCAG00000015130
vicugna_pacos ENSVPAG00000002113
sus_scrofa ENSSSCG00000016646
bos_indicus ENSBIXG00005000897
bos_indicus ENSBIXG00000007241
bos_mutus ENSBMUG00000024400
bos_taurus ENSBTAG00000010549
bison_bison ENSBBBG00000009201
ovis_aries ENSOARG00000002410
capra_hircus ENSCHIG00000017336
tursiops_truncatus ENSTTRG00000010976
equus_caballus ENSECAG00000009921
equus_asinus ENSEASG00005008784
pteropus_vampyrus ENSPVAG00000013232
myotis_lucifugus ENSMLUG00000012415
ochotona_princeps ENSOPRG00000008908
choloepus_hoffmanni ENSCHOG00000003875
dasypus_novemcinctus ENSDNOG00000019984
taeniopygia_guttata ENSTGUG00000005429
lonchura_striata ENSLSDG00000001286
serinus_canaria ENSSCAG00000012921
junco_hyemalis ENSJHYG00000015685
zonotrichia_albicollis ENSZALG00000007251
cyanistes_caeruleus ENSCCEG00000005473
parus_major ENSPMJG00000010691
ficedula_albicollis ENSFALG00000009496
lepidothrix_coronata ENSLCOG00000012827
manacus_vitellinus ENSMVIG00005007086
calidris_pygmaea ENSCPGG00000003851
calidris_pugnax ENSCPUG00000008454
melopsittacus_undulatus ENSMUNG00000015607
anas_platyrhynchos ENSAPLG00000012860
anser_brachyrhynchus ENSABRG00000005788
gallus_gallus ENSGALG00000009448
coturnix_japonica ENSCJPG00005013374
meleagris_gallopavo ENSMGAG00000009119
numida_meleagris ENSNMEG00000010803
apteryx_haastii ENSAHAG00000010195
apteryx_rowi ENSARWG00000008631
apteryx_owenii ENSAOWG00000007995
dromaius_novaehollandiae ENSDNVG00000001689
nothoprocta_perdicaria ENSNPEG00000009874
crocodylus_porosus ENSCPRG00005009878
gopherus_agassizii ENSGAGG00000004627
chelonoidis_abingdonii ENSCABG00000000625
chrysemys_picta ENSCPBG00000026318
