pteropus_vampyrus ENSPVAG00000015360
myotis_lucifugus ENSMLUG00000001579
ursus_americanus ENSUAMG00000004677
ursus_maritimus ENSUMAG00000006576
vulpes_vulpes ENSVVUG00000001338
canis_lupus ENSCAFG00020014715
mustela_putorius ENSMPUG00000009117
canis_lupus ENSCAFG00000031333
canis_lupus ENSCAFG00000030628
bos_taurus ENSBTAG00000047816
bos_taurus ENSBTAG00000047449
bison_bison ENSBBBG00000006905
bos_taurus ENSBTAG00000053497
capra_hircus ENSCHIG00000024407
ovis_aries ENSOARG00000002036
ovis_aries ENSOARG00000020561
capra_hircus ENSCHIG00000016379
bos_mutus ENSBMUG00000025477
bos_taurus ENSBTAG00000031828
bison_bison ENSBBBG00000019476
sus_scrofa ENSSSCG00000008228
equus_asinus ENSEASG00005001603
equus_caballus ENSECAG00000015819
erinaceus_europaeus ENSEEUG00000005305
homo_sapiens ENSG00000115523
gorilla_gorilla ENSGGOG00000005461
pan_troglodytes ENSPTRG00000012143
pan_paniscus ENSPPAG00000029229
pongo_abelii ENSPPYG00000012220
nomascus_leucogenys ENSNLEG00000027010
macaca_fascicularis ENSMFAG00000004079
macaca_nemestrina ENSMNEG00000043254
macaca_mulatta ENSMMUG00000047204
theropithecus_gelada ENSTGEG00000021138
cercocebus_atys ENSCATG00000029047
mandrillus_leucophaeus ENSMLEG00000031388
papio_anubis ENSPANG00000022008
rhinopithecus_roxellana ENSRROG00000036075
rhinopithecus_bieti ENSRBIG00000042514
colobus_angolensis ENSCANG00000021126
piliocolobus_tephrosceles ENSPTEG00000031301
aotus_nancymaae ENSANAG00000036833
aotus_nancymaae ENSANAG00000025697
cebus_capucinus ENSCCAG00000030545
carlito_syrichta ENSTSYG00000005090
tupaia_belangeri ENSTBEG00000004319
ornithorhynchus_anatinus ENSOANG00000021992
