myotis_lucifugus ENSMLUG00000011868
oryctolagus_cuniculus ENSOCUG00000013631
pan_troglodytes ENSPTRG00000011775
pan_paniscus ENSPPAG00000012209
homo_sapiens ENSG00000176714
pongo_abelii ENSPPYG00000012539
pan_troglodytes ENSPTRG00000050241
pan_paniscus ENSPPAG00000033141
gorilla_gorilla ENSGGOG00000015281
nomascus_leucogenys ENSNLEG00000003941
rhinopithecus_bieti ENSRBIG00000035047
rhinopithecus_roxellana ENSRROG00000030160
colobus_angolensis ENSCANG00000031296
piliocolobus_tephrosceles ENSPTEG00000006058
macaca_fascicularis ENSMFAG00000039489
macaca_nemestrina ENSMNEG00000026811
macaca_mulatta ENSMMUG00000019744
theropithecus_gelada ENSTGEG00000024148
papio_anubis ENSPANG00000021836
cercocebus_atys ENSCATG00000036916
mandrillus_leucophaeus ENSMLEG00000033987
chlorocebus_sabaeus ENSCSAG00000010144
saimiri_boliviensis ENSSBOG00000022510
carlito_syrichta ENSTSYG00000006600
propithecus_coquereli ENSPCOG00000020690
microcebus_murinus ENSMICG00000001920
prolemur_simus ENSPSMG00000001153
ursus_americanus ENSUAMG00000007220
ursus_maritimus ENSUMAG00000020251
ailuropoda_melanoleuca ENSAMEG00000020106
mustela_putorius ENSMPUG00000018000
canis_lupus ENSCAFG00020022132
canis_lupus ENSCAFG00020020324
canis_lupus ENSCAFG00000029514
canis_lupus ENSCAFG00000024084
panthera_tigris ENSPTIG00000013931
felis_catus ENSFCAG00000043238
equus_asinus ENSEASG00005009086
equus_caballus ENSECAG00000030120
loxodonta_africana ENSLAFG00000021358
procavia_capensis ENSPCAG00000015213
dasypus_novemcinctus ENSDNOG00000046126
vombatus_ursinus ENSVURG00010020530
monodelphis_domestica ENSMODG00000023217
sarcophilus_harrisii ENSSHAG00000014626
ornithorhynchus_anatinus ENSOANG00000005686
