castor_canadensis ENSCCNG00000026975
dipodomys_ordii ENSDORG00000013550
meriones_unguiculatus ENSMUGG00000024798
meriones_unguiculatus ENSMUGG00000024794
mus_spicilegus ENSMSIG00000022018
mus_spicilegus ENSMSIG00000012164
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020425
mus_musculus ENSMUSG00000022013
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019529
mus_pahari MGP_PahariEiJ_G0030547
rattus_norvegicus ENSRNOG00000009063
cricetulus_griseus_crigri-picr ENSCGRG00015002660
cricetulus_griseus_chok1gshd ENSCGRG00001000292
cricetulus_griseus_crigri ENSCGRG00000001449
mesocricetus_auratus ENSMAUG00000009642
peromyscus_maniculatus_bairdii ENSPEMG00000017585
microtus_ochrogaster ENSMOCG00000014674
nannospalax_galili ENSNGAG00000012778
jaculus_jaculus ENSJJAG00000003576
octodon_degus ENSODEG00000006181
octodon_degus ENSODEG00000000202
chinchilla_lanigera ENSCLAG00000000305
heterocephalus_glaber_female ENSHGLG00000005490
heterocephalus_glaber_male ENSHGLG00100008232
fukomys_damarensis ENSFDAG00000015900
cavia_porcellus ENSCPOG00000003485
oryctolagus_cuniculus ENSOCUG00000001696
prolemur_simus ENSPSMG00000002751
microcebus_murinus ENSMICG00000036429
ursus_americanus ENSUAMG00000012920
ursus_maritimus ENSUMAG00000016026
ailuropoda_melanoleuca ENSAMEG00000016297
mustela_putorius_furo ENSMPUG00000001704
neovison_vison ENSNVIG00000001037
canis_lupus_dingo ENSCAFG00020018719
canis_lupus_familiaris ENSCAFG00000004664
vulpes_vulpes ENSVVUG00000028527
panthera_tigris_altaica ENSPTIG00000013715
panthera_pardus ENSPPRG00000017077
felis_catus ENSFCAG00000022632
equus_asinus_asinus ENSEASG00005017009
pan_troglodytes ENSPTRG00000047723
pan_paniscus ENSPPAG00000023934
gorilla_gorilla ENSGGOG00000016338
homo_sapiens ENSG00000120675
pongo_abelii ENSPPYG00000005323
nomascus_leucogenys ENSNLEG00000035144
piliocolobus_tephrosceles ENSPTEG00000026929
colobus_angolensis_palliatus ENSCANG00000034298
rhinopithecus_roxellana ENSRROG00000029776
rhinopithecus_bieti ENSRBIG00000003484
macaca_mulatta ENSMMUG00000013689
macaca_nemestrina ENSMNEG00000039087
macaca_fascicularis ENSMFAG00000011195
cercocebus_atys ENSCATG00000042886
mandrillus_leucophaeus ENSMLEG00000035648
theropithecus_gelada ENSTGEG00000001657
papio_anubis ENSPANG00000016508
chlorocebus_sabaeus ENSCSAG00000017791
callithrix_jacchus ENSCJAG00000040467
saimiri_boliviensis_boliviensis ENSSBOG00000033169
cebus_capucinus ENSCCAG00000032014
