anas_platyrhynchos_platyrhynchos ENSAPLG00000016010
anser_brachyrhynchus ENSABRG00000013756
gallus_gallus ENSGALG00000028438
coturnix_japonica ENSCJPG00005015110
meleagris_gallopavo ENSMGAG00000007598
numida_meleagris ENSNMEG00000021312
calidris_pygmaea ENSCPGG00000001753
calidris_pugnax ENSCPUG00000008215
apteryx_haastii ENSAHAG00000000419
apteryx_rowi ENSARWG00000005348
apteryx_owenii ENSAOWG00000000661
dromaius_novaehollandiae ENSDNVG00000015374
nothoprocta_perdicaria ENSNPEG00000008420
crocodylus_porosus ENSCPRG00005008601
gopherus_agassizii ENSGAGG00000010461
chelonoidis_abingdonii ENSCABG00000012388
chrysemys_picta_bellii ENSCPBG00000011747
pelodiscus_sinensis ENSPSIG00000003762
pogona_vitticeps ENSPVIG00000021977
anolis_carolinensis ENSACAG00000016964
notechis_scutatus ENSNSUG00000013195
salvator_merianae ENSSMRG00000020029
sphenodon_punctatus ENSSPUG00000003057
ornithorhynchus_anatinus ENSOANG00000012539
theropithecus_gelada ENSTGEG00000029036
mandrillus_leucophaeus ENSMLEG00000029735
papio_anubis ENSPANG00000015580
macaca_fascicularis ENSMFAG00000030719
macaca_mulatta ENSMMUG00000006640
macaca_nemestrina ENSMNEG00000031266
cercocebus_atys ENSCATG00000030802
chlorocebus_sabaeus ENSCSAG00000010924
rhinopithecus_roxellana ENSRROG00000035273
rhinopithecus_bieti ENSRBIG00000038806
colobus_angolensis_palliatus ENSCANG00000030000
piliocolobus_tephrosceles ENSPTEG00000027876
pan_troglodytes ENSPTRG00000012792
pan_paniscus ENSPPAG00000036957
homo_sapiens ENSG00000013441
gorilla_gorilla ENSGGOG00000016192
pongo_abelii ENSPPYG00000013061
nomascus_leucogenys ENSNLEG00000032526
cebus_capucinus ENSCCAG00000021387
saimiri_boliviensis_boliviensis ENSSBOG00000031614
callithrix_jacchus ENSCJAG00000004319
aotus_nancymaae ENSANAG00000027111
carlito_syrichta ENSTSYG00000008504
propithecus_coquereli ENSPCOG00000018180
prolemur_simus ENSPSMG00000018548
microcebus_murinus ENSMICG00000003361
otolemur_garnettii ENSOGAG00000012328
castor_canadensis ENSCCNG00000004229
dipodomys_ordii ENSDORG00000007388
mus_spicilegus ENSMSIG00000023554
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014969
mus_musculus ENSMUSG00000026034
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014163
mus_pahari MGP_PahariEiJ_G0027401
rattus_norvegicus ENSRNOG00000025768
meriones_unguiculatus ENSMUGG00000011714
peromyscus_maniculatus_bairdii ENSPEMG00000022508
microtus_ochrogaster ENSMOCG00000005608
cricetulus_griseus_chok1gshd ENSCGRG00001018410
cricetulus_griseus_crigri ENSCGRG00000017647
cricetulus_griseus_crigri-picr ENSCGRG00015028809
mesocricetus_auratus ENSMAUG00000007794
nannospalax_galili ENSNGAG00000010384
jaculus_jaculus ENSJJAG00000024354
heterocephalus_glaber_female ENSHGLG00000011322
heterocephalus_glaber_male ENSHGLG00100003169
heterocephalus_glaber_male ENSHGLG00100016259
fukomys_damarensis ENSFDAG00000015583
chinchilla_lanigera ENSCLAG00000011455
octodon_degus ENSODEG00000009021
cavia_porcellus ENSCPOG00000027067
cavia_aperea ENSCAPG00000014028
spermophilus_dauricus ENSSDAG00000023225
marmota_marmota_marmota ENSMMMG00000012051
ictidomys_tridecemlineatus ENSSTOG00000009578
urocitellus_parryii ENSUPAG00010015196
oryctolagus_cuniculus ENSOCUG00000010653
ochotona_princeps ENSOPRG00000005669
tupaia_belangeri ENSTBEG00000000561
ovis_aries ENSOARG00000016541
capra_hircus ENSCHIG00000018314
bos_mutus ENSBMUG00000026576
bos_taurus ENSBTAG00000005408
bison_bison_bison ENSBBBG00000002583
tursiops_truncatus ENSTTRG00000011787
vicugna_pacos ENSVPAG00000006678
sus_scrofa ENSSSCG00000016095
ursus_americanus ENSUAMG00000011226
ursus_maritimus ENSUMAG00000021445
ailuropoda_melanoleuca ENSAMEG00000005887
mustela_putorius_furo ENSMPUG00000000201
canis_lupus_familiaris ENSCAFG00000011929
canis_lupus_dingo ENSCAFG00020004400
vulpes_vulpes ENSVVUG00000019051
panthera_tigris_altaica ENSPTIG00000014025
panthera_pardus ENSPPRG00000018038
felis_catus ENSFCAG00000030283
equus_caballus ENSECAG00000015355
equus_asinus_asinus ENSEASG00005000996
pteropus_vampyrus ENSPVAG00000008112
sorex_araneus ENSSARG00000009757
myotis_lucifugus ENSMLUG00000000344
