caenorhabditis_elegans_strain_n2 WBGene00012105
drosophila_melanogaster FBgn0035421
paramormyrops_kingsleyae ENSPKIG00000011322
scleropages_formosus ENSSFOG00015022890
danio_rerio ENSDARG00000040523
ictalurus_punctatus ENSIPUG00000017284
takifugu_rubripes ENSTRUG00000025701
tetraodon_nigroviridis ENSTNIG00000018297
mola_mola ENSMMOG00000012679
gasterosteus_aculeatus ENSGACG00000005132
labrus_bergylta ENSLBEG00000024878
mastacembelus_armatus ENSMAMG00000004710
monopterus_albus ENSMALG00000000267
anabas_testudineus ENSATEG00000025113
seriola_lalandi_dorsalis ENSSLDG00000009497
seriola_dumerili ENSSDUG00000000098
scophthalmus_maximus ENSSMAG00000008963
cynoglossus_semilaevis ENSCSEG00000016030
periophthalmus_magnuspinnatus ENSPMGG00000000230
xiphophorus_maculatus ENSXMAG00000018088
xiphophorus_couchianus ENSXCOG00000015987
gambusia_affinis ENSGAFG00000016345
poecilia_formosa ENSPFOG00000014164
poecilia_mexicana ENSPMEG00000002286
poecilia_latipinna ENSPLAG00000014950
poecilia_reticulata ENSPREG00000012181
fundulus_heteroclitus ENSFHEG00000017395
cyprinodon_variegatus ENSCVAG00000020815
kryptolebias_marmoratus ENSKMAG00000015753
oryzias_latipes_asm223469v1 ENSORLG00015010424
oryzias_latipes ENSORLG00000006334
oryzias_latipes ENSORLG00020015231
oryzias_melastigma ENSOMEG00000016121
maylandia_zebra ENSMZEG00005002958
astatotilapia_calliptera ENSACLG00000022892
pundamilia_nyererei ENSPNYG00000005567
neolamprologus_brichardi ENSNBRG00000008403
oreochromis_niloticus ENSONIG00000014702
amphilophus_citrinellus ENSACIG00000010069
amphiprion_percula ENSAPEG00000023764
amphiprion_ocellaris ENSAOCG00000014544
stegastes_partitus ENSSPAG00000001844
hippocampus_comes ENSHCOG00000001358
gadus_morhua ENSGMOG00000015239
esox_lucius ENSELUG00000021534
pygocentrus_nattereri ENSPNAG00000007986
astyanax_mexicanus ENSAMXG00000013614
ictalurus_punctatus ENSIPUG00000024794
danio_rerio ENSDARG00000052701
lepisosteus_oculatus ENSLOCG00000009741
latimeria_chalumnae ENSLACG00000016351
junco_hyemalis ENSJHYG00000016793
zonotrichia_albicollis ENSZALG00000009973
serinus_canaria ENSSCAG00000015767
ficedula_albicollis ENSFALG00000003639
taeniopygia_guttata ENSTGUG00000001713
lonchura_striata_domestica ENSLSDG00000007822
cyanistes_caeruleus ENSCCEG00000012426
lepidothrix_coronata ENSLCOG00000015658
manacus_vitellinus ENSMVIG00005018777
calidris_pugnax ENSCPUG00000017713
calidris_pygmaea ENSCPGG00000018235
melopsittacus_undulatus ENSMUNG00000006901
gallus_gallus ENSGALG00000033245
meleagris_gallopavo ENSMGAG00000006821
coturnix_japonica ENSCJPG00005002265
numida_meleagris ENSNMEG00000007379
anser_brachyrhynchus ENSABRG00000013435
anas_platyrhynchos_platyrhynchos ENSAPLG00000028515
apteryx_rowi ENSARWG00000000076
apteryx_owenii ENSAOWG00000005318
crocodylus_porosus ENSCPRG00005003001
chelonoidis_abingdonii ENSCABG00000015307
gopherus_agassizii ENSGAGG00000023942
chrysemys_picta_bellii ENSCPBG00000017837
pelodiscus_sinensis ENSPSIG00000006110
pogona_vitticeps ENSPVIG00000009945
anolis_carolinensis ENSACAG00000009270
salvator_merianae ENSSMRG00000020989
