calidris_pugnax ENSCPUG00000015342
calidris_pygmaea ENSCPGG00000018931
melopsittacus_undulatus ENSMUNG00000000907
parus_major ENSPMJG00000007986
cyanistes_caeruleus ENSCCEG00000006453
ficedula_albicollis ENSFALG00000012926
lonchura_striata_domestica ENSLSDG00000006772
taeniopygia_guttata ENSTGUG00000010661
serinus_canaria ENSSCAG00000004155
junco_hyemalis ENSJHYG00000006548
zonotrichia_albicollis ENSZALG00000006525
lepidothrix_coronata ENSLCOG00000000555
manacus_vitellinus ENSMVIG00005017939
anser_brachyrhynchus ENSABRG00000002807
anas_platyrhynchos_platyrhynchos ENSAPLG00000000590
meleagris_gallopavo ENSMGAG00000017129
meleagris_gallopavo ENSMGAG00000012637
gallus_gallus ENSGALG00000012483
numida_meleagris ENSNMEG00000011847
coturnix_japonica ENSCJPG00005013658
apteryx_rowi ENSARWG00000018040
apteryx_haastii ENSAHAG00000001888
apteryx_owenii ENSAOWG00000010261
dromaius_novaehollandiae ENSDNVG00000008138
nothoprocta_perdicaria ENSNPEG00000012477
crocodylus_porosus ENSCPRG00005018945
gopherus_agassizii ENSGAGG00000010199
chelonoidis_abingdonii ENSCABG00000001285
chrysemys_picta_bellii ENSCPBG00000023082
pelodiscus_sinensis ENSPSIG00000005101
pogona_vitticeps ENSPVIG00000024584
anolis_carolinensis ENSACAG00000016119
notechis_scutatus ENSNSUG00000005410
salvator_merianae ENSSMRG00000015737
sphenodon_punctatus ENSSPUG00000011794
notamacropus_eugenii ENSMEUG00000009045
phascolarctos_cinereus ENSPCIG00000022739
sarcophilus_harrisii ENSSHAG00000014270
monodelphis_domestica ENSMODG00000000693
chinchilla_lanigera ENSCLAG00000016826
octodon_degus ENSODEG00000011187
cavia_aperea ENSCAPG00000011867
cavia_porcellus ENSCPOG00000004538
heterocephalus_glaber_female ENSHGLG00000016219
heterocephalus_glaber_male ENSHGLG00100007950
fukomys_damarensis ENSFDAG00000010917
ictidomys_tridecemlineatus ENSSTOG00000023875
urocitellus_parryii ENSUPAG00010004673
spermophilus_dauricus ENSSDAG00000024449
marmota_marmota_marmota ENSMMMG00000015159
castor_canadensis ENSCCNG00000012245
castor_canadensis ENSCCNG00000019700
dipodomys_ordii ENSDORG00000014761
cricetulus_griseus_crigri ENSCGRG00000001093
cricetulus_griseus_chok1gshd ENSCGRG00001021219
cricetulus_griseus_crigri-picr ENSCGRG00015001351
mesocricetus_auratus ENSMAUG00000019167
peromyscus_maniculatus_bairdii ENSPEMG00000012286
