mastacembelus_armatus ENSMAMG00000010113
anabas_testudineus ENSATEG00000007459
stegastes_partitus ENSSPAG00000009311
acanthochromis_polyacanthus ENSAPOG00000001162
cyprinodon_variegatus ENSCVAG00000019266
haplochromis_burtoni ENSHBUG00000020245
pundamilia_nyererei ENSPNYG00000006108
amphilophus_citrinellus ENSACIG00000023352
seriola_lalandi_dorsalis ENSSLDG00000012981
seriola_dumerili ENSSDUG00000012758
scophthalmus_maximus ENSSMAG00000009053
mola_mola ENSMMOG00000002369
gadus_morhua ENSGMOG00000019041
