mola_mola ENSMMOG00000003246
mastacembelus_armatus ENSMAMG00000007604
gambusia_affinis ENSGAFG00000011133
poecilia_latipinna ENSPLAG00000015645
seriola_lalandi_dorsalis ENSSLDG00000010696
octodon_degus ENSODEG00000009535
fukomys_damarensis ENSFDAG00000009715
mesocricetus_auratus ENSMAUG00000009460
microtus_ochrogaster ENSMOCG00000014160
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018536
mus_pahari MGP_PahariEiJ_G0019601
jaculus_jaculus ENSJJAG00000010486
dipodomys_ordii ENSDORG00000028803
dasypus_novemcinctus ENSDNOG00000036056
sarcophilus_harrisii ENSSHAG00000016789
phascolarctos_cinereus ENSPCIG00000006572
ornithorhynchus_anatinus ENSOANG00000008588
