sorex_araneus ENSSARG00000006242
nannospalax_galili ENSNGAG00000016994
latimeria_chalumnae ENSLACG00000011707
callorhinchus_milii ENSCMIG00000004323
callorhinchus_milii ENSCMIG00000014589
callorhinchus_milii ENSCMIG00000014591
callorhinchus_milii ENSCMIG00000014576
callorhinchus_milii ENSCMIG00000014583
callorhinchus_milii ENSCMIG00000014551
callorhinchus_milii ENSCMIG00000014515
callorhinchus_milii ENSCMIG00000000244
callorhinchus_milii ENSCMIG00000014536
callorhinchus_milii ENSCMIG00000014570
latimeria_chalumnae ENSLACG00000009311
denticeps_clupeoides ENSDCDG00000017056
clupea_harengus ENSCHAG00000021756
astyanax_mexicanus ENSAMXG00005025409
astyanax_mexicanus ENSAMXG00000031413
pygocentrus_nattereri ENSPNAG00000009865
ictalurus_punctatus ENSIPUG00000010715
electrophorus_electricus ENSEEEG00000013533
lepisosteus_oculatus ENSLOCG00000013715
erpetoichthys_calabaricus ENSECRG00000002611
erpetoichthys_calabaricus ENSECRG00000002642
clupea_harengus ENSCHAG00000021933
clupea_harengus ENSCHAG00000021969
clupea_harengus ENSCHAG00000021867
clupea_harengus ENSCHAG00000021768
denticeps_clupeoides ENSDCDG00000017048
esox_lucius ENSELUG00000012423
cottoperca_gobio ENSCGOG00000012348
labrus_bergylta ENSLBEG00000000761
seriola_lalandi ENSSLDG00000010623
seriola_dumerili ENSSDUG00000015751
scophthalmus_maximus ENSSMAG00000002680
lates_calcarifer ENSLCAG00010016490
amphiprion_percula ENSAPEG00000012394
amphiprion_ocellaris ENSAOCG00000015862
acanthochromis_polyacanthus ENSAPOG00000004611
stegastes_partitus ENSSPAG00000005020
maylandia_zebra ENSMZEG00005025613
pundamilia_nyererei ENSPNYG00000006841
astatotilapia_calliptera ENSACLG00000002545
haplochromis_burtoni ENSHBUG00000021754
neolamprologus_brichardi ENSNBRG00000019917
oreochromis_niloticus ENSONIG00000010200
amphilophus_citrinellus ENSACIG00000017976
hippocampus_comes ENSHCOG00000001246
periophthalmus_magnuspinnatus ENSPMGG00000017226
cynoglossus_semilaevis ENSCSEG00000014265
mola_mola ENSMMOG00000010637
mola_mola ENSMMOG00000010625
takifugu_rubripes ENSTRUG00000008600
tetraodon_nigroviridis ENSTNIG00000015321
esox_lucius ENSELUG00000008421
paramormyrops_kingsleyae ENSPKIG00000023325
paramormyrops_kingsleyae ENSPKIG00000010025
paramormyrops_kingsleyae ENSPKIG00000023279
scleropages_formosus ENSSFOG00015020518
ornithorhynchus_anatinus ENSOANG00000001181
electrophorus_electricus ENSEEEG00000023490
pygocentrus_nattereri ENSPNAG00000014638
danio_rerio ENSDARG00000094112
clupea_harengus ENSCHAG00000026195
clupea_harengus ENSCHAG00000002943
denticeps_clupeoides ENSDCDG00000019762
hucho_hucho ENSHHUG00000007482
esox_lucius ENSELUG00000021564
anabas_testudineus ENSATEG00000011888
betta_splendens ENSBSLG00000019542
gasterosteus_aculeatus ENSGACG00000020874
scophthalmus_maximus ENSSMAG00000006010
labrus_bergylta ENSLBEG00000016006
labrus_bergylta ENSLBEG00000009377
larimichthys_crocea ENSLCRG00005019773
cottoperca_gobio ENSCGOG00000013950
tetraodon_nigroviridis ENSTNIG00000014262
takifugu_rubripes ENSTRUG00000001808
mola_mola ENSMMOG00000013623
amphiprion_ocellaris ENSAOCG00000014901
amphiprion_percula ENSAPEG00000020001
acanthochromis_polyacanthus ENSAPOG00000010565
stegastes_partitus ENSSPAG00000012633
parambassis_ranga ENSPRNG00000022238
xiphophorus_maculatus ENSXMAG00000012103
xiphophorus_couchianus ENSXCOG00000005799
gambusia_affinis ENSGAFG00000005776
poecilia_latipinna ENSPLAG00000002532
poecilia_mexicana ENSPMEG00000006349
poecilia_formosa ENSPFOG00000005758
poecilia_reticulata ENSPREG00000004027
fundulus_heteroclitus ENSFHEG00000013074
cyprinodon_variegatus ENSCVAG00000004209
cyprinodon_variegatus ENSCVAG00000004484
cyprinodon_variegatus ENSCVAG00000004540
xiphophorus_couchianus ENSXCOG00000005801
xiphophorus_maculatus ENSXMAG00000012140
gambusia_affinis ENSGAFG00000005769
poecilia_latipinna ENSPLAG00000013016
poecilia_mexicana ENSPMEG00000014983
poecilia_latipinna ENSPLAG00000002432
poecilia_mexicana ENSPMEG00000006333
poecilia_formosa ENSPFOG00000024663
poecilia_formosa ENSPFOG00000010571
fundulus_heteroclitus ENSFHEG00000012687
kryptolebias_marmoratus ENSKMAG00000020594
kryptolebias_marmoratus ENSKMAG00000012275
oryzias_latipes ENSORLG00020021361
oryzias_latipes ENSORLG00000001226
oryzias_latipes ENSORLG00015006026
oryzias_melastigma ENSOMEG00000004259
gouania_willdenowi ENSGWIG00000015578
haplochromis_burtoni ENSHBUG00000021922
pundamilia_nyererei ENSPNYG00000013387
astatotilapia_calliptera ENSACLG00000013189
maylandia_zebra ENSMZEG00005003976
neolamprologus_brichardi ENSNBRG00000007341
oreochromis_niloticus ENSONIG00000017207
amphilophus_citrinellus ENSACIG00000015049
mastacembelus_armatus ENSMAMG00000021586
monopterus_albus ENSMALG00000015827
seriola_dumerili ENSSDUG00000020334
seriola_lalandi ENSSLDG00000009116
lates_calcarifer ENSLCAG00010015894
cynoglossus_semilaevis ENSCSEG00000011683
cynoglossus_semilaevis ENSCSEG00000011822
periophthalmus_magnuspinnatus ENSPMGG00000013881
hippocampus_comes ENSHCOG00000008624
scleropages_formosus ENSSFOG00015001673
paramormyrops_kingsleyae ENSPKIG00000003712
lepisosteus_oculatus ENSLOCG00000010344
denticeps_clupeoides ENSDCDG00000019758
clupea_harengus ENSCHAG00000026198
astyanax_mexicanus ENSAMXG00005021396
astyanax_mexicanus ENSAMXG00000010589
pygocentrus_nattereri ENSPNAG00000017345
hucho_hucho ENSHHUG00000007507
hucho_hucho ENSHHUG00000027765
esox_lucius ENSELUG00000021544
monopterus_albus ENSMALG00000015805
anabas_testudineus ENSATEG00000011816
seriola_dumerili ENSSDUG00000020197
seriola_lalandi ENSSLDG00000008992
lates_calcarifer ENSLCAG00010015907
amphiprion_ocellaris ENSAOCG00000002106
amphiprion_percula ENSAPEG00000019858
acanthochromis_polyacanthus ENSAPOG00000010577
stegastes_partitus ENSSPAG00000012612
amphilophus_citrinellus ENSACIG00000015078
amphilophus_citrinellus ENSACIG00000015251
astatotilapia_calliptera ENSACLG00000013163
maylandia_zebra ENSMZEG00005004051
haplochromis_burtoni ENSHBUG00000022233
neolamprologus_brichardi ENSNBRG00000007161
oreochromis_niloticus ENSONIG00000017201
periophthalmus_magnuspinnatus ENSPMGG00000018399
periophthalmus_magnuspinnatus ENSPMGG00000010942
cottoperca_gobio ENSCGOG00000013973
cottoperca_gobio ENSCGOG00000013956
cottoperca_gobio ENSCGOG00000013963
labrus_bergylta ENSLBEG00000016156
takifugu_rubripes ENSTRUG00000000200
takifugu_rubripes ENSTRUG00000000235
tetraodon_nigroviridis ENSTNIG00000014260
takifugu_rubripes ENSTRUG00000024223
takifugu_rubripes ENSTRUG00000001563
takifugu_rubripes ENSTRUG00000002186
mola_mola ENSMMOG00000013655
mola_mola ENSMMOG00000013641
mola_mola ENSMMOG00000013658
mola_mola ENSMMOG00000013632
larimichthys_crocea ENSLCRG00005019762
gouania_willdenowi ENSGWIG00000015586
gouania_willdenowi ENSGWIG00000015567
mola_mola ENSMMOG00000013674
tetraodon_nigroviridis ENSTNIG00000014261
lates_calcarifer ENSLCAG00010015963
cottoperca_gobio ENSCGOG00000013978
cottoperca_gobio ENSCGOG00000013968
larimichthys_crocea ENSLCRG00005019767
hippocampus_comes ENSHCOG00000008636
hippocampus_comes ENSHCOG00000008834
hippocampus_comes ENSHCOG00000009469
hippocampus_comes ENSHCOG00000006930
gasterosteus_aculeatus ENSGACG00000020872
periophthalmus_magnuspinnatus ENSPMGG00000007390
periophthalmus_magnuspinnatus ENSPMGG00000004242
scophthalmus_maximus ENSSMAG00000005984
cynoglossus_semilaevis ENSCSEG00000013256
seriola_dumerili ENSSDUG00000020176
seriola_lalandi ENSSLDG00000008850
anabas_testudineus ENSATEG00000011861
betta_splendens ENSBSLG00000019614
amphiprion_percula ENSAPEG00000019577
amphiprion_ocellaris ENSAOCG00000015128
acanthochromis_polyacanthus ENSAPOG00000010690
stegastes_partitus ENSSPAG00000012599
parambassis_ranga ENSPRNG00000022243
maylandia_zebra ENSMZEG00005007999
astatotilapia_calliptera ENSACLG00000013050
haplochromis_burtoni ENSHBUG00000022248
neolamprologus_brichardi ENSNBRG00000007017
pundamilia_nyererei ENSPNYG00000013427
xiphophorus_maculatus ENSXMAG00000012217
gambusia_affinis ENSGAFG00000005743
poecilia_latipinna ENSPLAG00000007576
poecilia_mexicana ENSPMEG00000011590
poecilia_formosa ENSPFOG00000010336
poecilia_reticulata ENSPREG00000004047
cyprinodon_variegatus ENSCVAG00000004555
kryptolebias_marmoratus ENSKMAG00000012020
oryzias_latipes ENSORLG00000001237
oryzias_latipes ENSORLG00020021325
oryzias_latipes ENSORLG00015006005
oryzias_melastigma ENSOMEG00000004273
gouania_willdenowi ENSGWIG00000015558
periophthalmus_magnuspinnatus ENSPMGG00000020761
betta_splendens ENSBSLG00000019473
periophthalmus_magnuspinnatus ENSPMGG00000013873
takifugu_rubripes ENSTRUG00000003362
tetraodon_nigroviridis ENSTNIG00000014263
mola_mola ENSMMOG00000013617
cynoglossus_semilaevis ENSCSEG00000011898
larimichthys_crocea ENSLCRG00005019779
labrus_bergylta ENSLBEG00000015977
cottoperca_gobio ENSCGOG00000013684
seriola_lalandi ENSSLDG00000009158
seriola_dumerili ENSSDUG00000020357
scophthalmus_maximus ENSSMAG00000006158
lates_calcarifer ENSLCAG00010015887
mastacembelus_armatus ENSMAMG00000021588
monopterus_albus ENSMALG00000015844
anabas_testudineus ENSATEG00000011923
amphiprion_percula ENSAPEG00000020156
amphiprion_ocellaris ENSAOCG00000014894
acanthochromis_polyacanthus ENSAPOG00000010554
stegastes_partitus ENSSPAG00000012667
parambassis_ranga ENSPRNG00000022234
xiphophorus_maculatus ENSXMAG00000012087
gambusia_affinis ENSGAFG00000005788
poecilia_latipinna ENSPLAG00000002574
poecilia_formosa ENSPFOG00000005456
poecilia_mexicana ENSPMEG00000006440
poecilia_reticulata ENSPREG00000004014
cyprinodon_variegatus ENSCVAG00000004060
fundulus_heteroclitus ENSFHEG00000013099
kryptolebias_marmoratus ENSKMAG00000020536
oryzias_latipes ENSORLG00020021382
oryzias_latipes ENSORLG00015006039
oryzias_latipes ENSORLG00000001185
oryzias_melastigma ENSOMEG00000004234
astatotilapia_calliptera ENSACLG00000013202
maylandia_zebra ENSMZEG00005003961
haplochromis_burtoni ENSHBUG00000021908
pundamilia_nyererei ENSPNYG00000013256
neolamprologus_brichardi ENSNBRG00000007366
amphilophus_citrinellus ENSACIG00000014749
gouania_willdenowi ENSGWIG00000015590
hippocampus_comes ENSHCOG00000008616
gadus_morhua ENSGMOG00000019467
clupea_harengus ENSCHAG00000026170
clupea_harengus ENSCHAG00000026205
denticeps_clupeoides ENSDCDG00000019764
astyanax_mexicanus ENSAMXG00000010591
astyanax_mexicanus ENSAMXG00005021417
pygocentrus_nattereri ENSPNAG00000017332
electrophorus_electricus ENSEEEG00000023483
danio_rerio ENSDARG00000101021
hucho_hucho ENSHHUG00000007351
esox_lucius ENSELUG00000000942
scleropages_formosus ENSSFOG00015000079
xiphophorus_couchianus ENSXCOG00000005789
gasterosteus_aculeatus ENSGACG00000020873
xiphophorus_couchianus ENSXCOG00000018543
xiphophorus_maculatus ENSXMAG00000001427
gambusia_affinis ENSGAFG00000021153
poecilia_formosa ENSPFOG00000015140
poecilia_reticulata ENSPREG00000004247
poecilia_mexicana ENSPMEG00000011247
fundulus_heteroclitus ENSFHEG00000009566
cyprinodon_variegatus ENSCVAG00000011188
kryptolebias_marmoratus ENSKMAG00000005299
gouania_willdenowi ENSGWIG00000022615
maylandia_zebra ENSMZEG00005021431
astatotilapia_calliptera ENSACLG00000025276
oreochromis_niloticus ENSONIG00000006894
amphilophus_citrinellus ENSACIG00000020021
haplochromis_burtoni ENSHBUG00000000486
pundamilia_nyererei ENSPNYG00000001075
astatotilapia_calliptera ENSACLG00000025065
maylandia_zebra ENSMZEG00005021414
neolamprologus_brichardi ENSNBRG00000019286
amphilophus_citrinellus ENSACIG00000019916
parambassis_ranga ENSPRNG00000011980
parambassis_ranga ENSPRNG00000011978
anabas_testudineus ENSATEG00000004888
anabas_testudineus ENSATEG00000005025
betta_splendens ENSBSLG00000008425
mastacembelus_armatus ENSMAMG00000019149
parambassis_ranga ENSPRNG00000011977
gouania_willdenowi ENSGWIG00000022616
lates_calcarifer ENSLCAG00010011655
seriola_dumerili ENSSDUG00000010713
seriola_lalandi ENSSLDG00000023242
scophthalmus_maximus ENSSMAG00000004879
cottoperca_gobio ENSCGOG00000023423
gasterosteus_aculeatus ENSGACG00000002079
labrus_bergylta ENSLBEG00000020424
larimichthys_crocea ENSLCRG00005005510
mola_mola ENSMMOG00000019711
amphiprion_ocellaris ENSAOCG00000008440
amphiprion_percula ENSAPEG00000002477
acanthochromis_polyacanthus ENSAPOG00000004230
cynoglossus_semilaevis ENSCSEG00000005270
periophthalmus_magnuspinnatus ENSPMGG00000010938
lepisosteus_oculatus ENSLOCG00000010358
electrophorus_electricus ENSEEEG00000023495
gadus_morhua ENSGMOG00000019461
ciona_savignyi ENSCSAVG00000008865
ciona_savignyi ENSCSAVG00000008869
ciona_savignyi ENSCSAVG00000008679
