notamacropus_eugenii ENSMEUG00000006676
sarcophilus_harrisii ENSSHAG00000014491
monodelphis_domestica ENSMODG00000018059
mus_spicilegus ENSMSIG00000007137
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029921
mus_musculus ENSMUSG00000030339
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028878
mus_pahari MGP_PahariEiJ_G0022638
rattus_norvegicus ENSRNOG00000019264
meriones_unguiculatus ENSMUGG00000011769
peromyscus_maniculatus_bairdii ENSPEMG00000014957
microtus_ochrogaster ENSMOCG00000015975
cricetulus_griseus_chok1gshd ENSCGRG00001015407
cricetulus_griseus_crigri ENSCGRG00000016124
cricetulus_griseus_crigri-picr ENSCGRG00015003963
mesocricetus_auratus ENSMAUG00000014994
nannospalax_galili ENSNGAG00000022402
jaculus_jaculus ENSJJAG00000020376
castor_canadensis ENSCCNG00000025234
spermophilus_dauricus ENSSDAG00000015398
marmota_marmota_marmota ENSMMMG00000017889
urocitellus_parryii ENSUPAG00010013063
ictidomys_tridecemlineatus ENSSTOG00000013322
cavia_aperea ENSCAPG00000010124
cavia_porcellus ENSCPOG00000035613
chinchilla_lanigera ENSCLAG00000013106
octodon_degus ENSODEG00000004616
heterocephalus_glaber_female ENSHGLG00000001814
heterocephalus_glaber_male ENSHGLG00100007601
fukomys_damarensis ENSFDAG00000014712
oryctolagus_cuniculus ENSOCUG00000001292
ochotona_princeps ENSOPRG00000012422
prolemur_simus ENSPSMG00000017627
microcebus_murinus ENSMICG00000030640
propithecus_coquereli ENSPCOG00000003892
otolemur_garnettii ENSOGAG00000025739
pan_paniscus ENSPPAG00000037185
pan_troglodytes ENSPTRG00000004572
gorilla_gorilla ENSGGOG00000010848
homo_sapiens ENSG00000111321
nomascus_leucogenys ENSNLEG00000003663
piliocolobus_tephrosceles ENSPTEG00000038691
colobus_angolensis_palliatus ENSCANG00000042520
rhinopithecus_bieti ENSRBIG00000032304
rhinopithecus_roxellana ENSRROG00000041807
macaca_fascicularis ENSMFAG00000043569
macaca_mulatta ENSMMUG00000020213
macaca_nemestrina ENSMNEG00000030358
theropithecus_gelada ENSTGEG00000010446
papio_anubis ENSPANG00000013116
mandrillus_leucophaeus ENSMLEG00000029285
cercocebus_atys ENSCATG00000033469
chlorocebus_sabaeus ENSCSAG00000010660
cebus_capucinus ENSCCAG00000037636
saimiri_boliviensis_boliviensis ENSSBOG00000031167
callithrix_jacchus ENSCJAG00000000706
aotus_nancymaae ENSANAG00000029675
carlito_syrichta ENSTSYG00000032632
tupaia_belangeri ENSTBEG00000015370
bos_mutus ENSBMUG00000006531
bos_taurus ENSBTAG00000015312
bison_bison_bison ENSBBBG00000002397
capra_hircus ENSCHIG00000022975
ovis_aries ENSOARG00000008343
tursiops_truncatus ENSTTRG00000014466
sus_scrofa ENSSSCG00000000706
pteropus_vampyrus ENSPVAG00000012560
myotis_lucifugus ENSMLUG00000014294
canis_lupus_dingo ENSCAFG00020015631
canis_lupus_dingo ENSCAFG00020002845
canis_lupus_familiaris ENSCAFG00000015184
vulpes_vulpes ENSVVUG00000012052
mustela_putorius_furo ENSMPUG00000016913
neovison_vison ENSNVIG00000024684
ursus_americanus ENSUAMG00000022543
ursus_americanus ENSUAMG00000022544
ursus_maritimus ENSUMAG00000007402
ailuropoda_melanoleuca ENSAMEG00000014476
panthera_tigris_altaica ENSPTIG00000005394
panthera_pardus ENSPPRG00000016051
felis_catus ENSFCAG00000008592
equus_asinus_asinus ENSEASG00005016171
equus_caballus ENSECAG00000000458
loxodonta_africana ENSLAFG00000029559
procavia_capensis ENSPCAG00000000483
echinops_telfairi ENSETEG00000009993
dasypus_novemcinctus ENSDNOG00000047421
latimeria_chalumnae ENSLACG00000007899
