monopterus_albus ENSMALG00000002718
mastacembelus_armatus ENSMAMG00000017773
anabas_testudineus ENSATEG00000006737
mola_mola ENSMMOG00000015715
gasterosteus_aculeatus ENSGACG00000010476
neolamprologus_brichardi ENSNBRG00000018852
oreochromis_niloticus ENSONIG00000015264
pundamilia_nyererei ENSPNYG00000008073
maylandia_zebra ENSMZEG00005016439
haplochromis_burtoni ENSHBUG00000012155
astatotilapia_calliptera ENSACLG00000013269
amphilophus_citrinellus ENSACIG00000004214
amphiprion_ocellaris ENSAOCG00000018970
amphiprion_ocellaris ENSAOCG00000018527
amphiprion_percula ENSAPEG00000001415
acanthochromis_polyacanthus ENSAPOG00000019454
stegastes_partitus ENSSPAG00000021128
seriola_dumerili ENSSDUG00000015050
seriola_dumerili ENSSDUG00000014939
seriola_lalandi_dorsalis ENSSLDG00000001393
poecilia_formosa ENSPFOG00000008004
poecilia_mexicana ENSPMEG00000018407
poecilia_latipinna ENSPLAG00000006805
poecilia_reticulata ENSPREG00000019537
gambusia_affinis ENSGAFG00000009566
xiphophorus_maculatus ENSXMAG00000004017
xiphophorus_couchianus ENSXCOG00000004821
fundulus_heteroclitus ENSFHEG00000001375
cyprinodon_variegatus ENSCVAG00000022858
kryptolebias_marmoratus ENSKMAG00000014021
oryzias_latipes_asm223469v1 ENSORLG00015017834
oryzias_latipes ENSORLG00020001263
oryzias_latipes ENSORLG00000024739
oryzias_melastigma ENSOMEG00000020744
labrus_bergylta ENSLBEG00000027696
periophthalmus_magnuspinnatus ENSPMGG00000017187
scophthalmus_maximus ENSSMAG00000012082
tetraodon_nigroviridis ENSTNIG00000016357
takifugu_rubripes ENSTRUG00000010579
cynoglossus_semilaevis ENSCSEG00000019716
hippocampus_comes ENSHCOG00000007886
gadus_morhua ENSGMOG00000011046
esox_lucius ENSELUG00000004896
pygocentrus_nattereri ENSPNAG00000021195
astyanax_mexicanus ENSAMXG00000013765
ictalurus_punctatus ENSIPUG00000016082
danio_rerio ENSDARG00000031683
scleropages_formosus ENSSFOG00015008047
paramormyrops_kingsleyae ENSPKIG00000022013
scleropages_formosus ENSSFOG00015023971
paramormyrops_kingsleyae ENSPKIG00000002938
lepisosteus_oculatus ENSLOCG00000010507
microcebus_murinus ENSMICG00000016026
propithecus_coquereli ENSPCOG00000000082
prolemur_simus ENSPSMG00000014692
otolemur_garnettii ENSOGAG00000032356
homo_sapiens ENSG00000170345
gorilla_gorilla ENSGGOG00000000527
pan_paniscus ENSPPAG00000021153
pan_troglodytes ENSPTRG00000047703
pongo_abelii ENSPPYG00000006002
nomascus_leucogenys ENSNLEG00000031753
theropithecus_gelada ENSTGEG00000024914
cercocebus_atys ENSCATG00000044925
mandrillus_leucophaeus ENSMLEG00000040559
papio_anubis ENSPANG00000020551
macaca_fascicularis ENSMFAG00000014606
macaca_mulatta ENSMMUG00000040100
macaca_nemestrina ENSMNEG00000031655
chlorocebus_sabaeus ENSCSAG00000012136
colobus_angolensis_palliatus ENSCANG00000032959
piliocolobus_tephrosceles ENSPTEG00000025948
rhinopithecus_bieti ENSRBIG00000036327
rhinopithecus_roxellana ENSRROG00000038425
cebus_capucinus ENSCCAG00000025794
callithrix_jacchus ENSCJAG00000020633
saimiri_boliviensis_boliviensis ENSSBOG00000021663
aotus_nancymaae ENSANAG00000029534
mus_spicilegus ENSMSIG00000010924
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018813
mus_musculus ENSMUSG00000021250
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017967
mus_pahari MGP_PahariEiJ_G0029726
rattus_norvegicus ENSRNOG00000008015
meriones_unguiculatus ENSMUGG00000014298
peromyscus_maniculatus_bairdii ENSPEMG00000025669
microtus_ochrogaster ENSMOCG00000000968
cricetulus_griseus_chok1gshd ENSCGRG00001006758
cricetulus_griseus_crigri-picr ENSCGRG00015001406
cricetulus_griseus_crigri ENSCGRG00000002655
mesocricetus_auratus ENSMAUG00000019419
nannospalax_galili ENSNGAG00000009761
jaculus_jaculus ENSJJAG00000007870
castor_canadensis ENSCCNG00000005656
dipodomys_ordii ENSDORG00000024479
spermophilus_dauricus ENSSDAG00000020192
spermophilus_dauricus ENSSDAG00000020199
marmota_marmota_marmota ENSMMMG00000018959
ictidomys_tridecemlineatus ENSSTOG00000003005
urocitellus_parryii ENSUPAG00010013998
cavia_aperea ENSCAPG00000008358
cavia_porcellus ENSCPOG00000033284
octodon_degus ENSODEG00000015631
heterocephalus_glaber_female ENSHGLG00000009642
heterocephalus_glaber_male ENSHGLG00100009681
fukomys_damarensis ENSFDAG00000008064
pteropus_vampyrus ENSPVAG00000000671
myotis_lucifugus ENSMLUG00000003729
ailuropoda_melanoleuca ENSAMEG00000018335
ursus_maritimus ENSUMAG00000007758
neovison_vison ENSNVIG00000015338
mustela_putorius_furo ENSMPUG00000009153
canis_lupus_familiaris ENSCAFG00000017040
canis_lupus_dingo ENSCAFG00020002082
vulpes_vulpes ENSVVUG00000005656
panthera_tigris_altaica ENSPTIG00000015550
panthera_pardus ENSPPRG00000019513
felis_catus ENSFCAG00000025370
bos_taurus ENSBTAG00000004322
bos_mutus ENSBMUG00000007590
bison_bison_bison ENSBBBG00000014386
capra_hircus ENSCHIG00000025384
ovis_aries ENSOARG00000001783
tursiops_truncatus ENSTTRG00000007779
sus_scrofa ENSSSCG00000002383
equus_asinus_asinus ENSEASG00005012390
vicugna_pacos ENSVPAG00000003894
equus_caballus ENSECAG00000014260
ursus_americanus ENSUAMG00000013342
tupaia_belangeri ENSTBEG00000007122
carlito_syrichta ENSTSYG00000013658
chinchilla_lanigera ENSCLAG00000005234
erinaceus_europaeus ENSEEUG00000013514
oryctolagus_cuniculus ENSOCUG00000021506
ochotona_princeps ENSOPRG00000012005
sorex_araneus ENSSARG00000014019
dasypus_novemcinctus ENSDNOG00000031516
choloepus_hoffmanni ENSCHOG00000010536
loxodonta_africana ENSLAFG00000029435
echinops_telfairi ENSETEG00000017818
procavia_capensis ENSPCAG00000001765
phascolarctos_cinereus ENSPCIG00000008747
notamacropus_eugenii ENSMEUG00000015974
sarcophilus_harrisii ENSSHAG00000017780
