scleropages_formosus ENSSFOG00015020758
paramormyrops_kingsleyae ENSPKIG00000011577
paramormyrops_kingsleyae ENSPKIG00000004276
esox_lucius ENSELUG00000010170
gadus_morhua ENSGMOG00000015464
amphiprion_percula ENSAPEG00000007528
amphiprion_ocellaris ENSAOCG00000000915
acanthochromis_polyacanthus ENSAPOG00000014393
stegastes_partitus ENSSPAG00000018832
monopterus_albus ENSMALG00000005045
pygocentrus_nattereri ENSPNAG00000019069
astyanax_mexicanus ENSAMXG00000016774
ictalurus_punctatus ENSIPUG00000011521
danio_rerio ENSDARG00000007186
takifugu_rubripes ENSTRUG00000023144
tetraodon_nigroviridis ENSTNIG00000002968
mola_mola ENSMMOG00000003899
labrus_bergylta ENSLBEG00000027639
gasterosteus_aculeatus ENSGACG00000013932
xiphophorus_couchianus ENSXCOG00000008435
xiphophorus_maculatus ENSXMAG00000014527
gambusia_affinis ENSGAFG00000008262
poecilia_formosa ENSPFOG00000014252
poecilia_mexicana ENSPMEG00000013083
poecilia_latipinna ENSPLAG00000020714
poecilia_reticulata ENSPREG00000005086
fundulus_heteroclitus ENSFHEG00000001062
cyprinodon_variegatus ENSCVAG00000017182
kryptolebias_marmoratus ENSKMAG00000013157
oryzias_latipes ENSORLG00020019968
oryzias_latipes_asm223469v1 ENSORLG00015004886
oryzias_latipes ENSORLG00000023028
oryzias_melastigma ENSOMEG00000018336
pundamilia_nyererei ENSPNYG00000014157
haplochromis_burtoni ENSHBUG00000009124
maylandia_zebra ENSMZEG00005006727
astatotilapia_calliptera ENSACLG00000027750
neolamprologus_brichardi ENSNBRG00000009268
oreochromis_niloticus ENSONIG00000016193
amphilophus_citrinellus ENSACIG00000017184
amphiprion_ocellaris ENSAOCG00000021318
amphiprion_percula ENSAPEG00000006393
acanthochromis_polyacanthus ENSAPOG00000024087
stegastes_partitus ENSSPAG00000012736
monopterus_albus ENSMALG00000012652
mastacembelus_armatus ENSMAMG00000007169
anabas_testudineus ENSATEG00000010326
seriola_dumerili ENSSDUG00000009566
seriola_lalandi_dorsalis ENSSLDG00000002953
scophthalmus_maximus ENSSMAG00000005358
periophthalmus_magnuspinnatus ENSPMGG00000004511
cynoglossus_semilaevis ENSCSEG00000019128
hippocampus_comes ENSHCOG00000005419
gadus_morhua ENSGMOG00000015763
esox_lucius ENSELUG00000018558
pygocentrus_nattereri ENSPNAG00000015958
astyanax_mexicanus ENSAMXG00000043605
ictalurus_punctatus ENSIPUG00000014723
danio_rerio ENSDARG00000022430
lepisosteus_oculatus ENSLOCG00000003050
choloepus_hoffmanni ENSCHOG00000000882
dasypus_novemcinctus ENSDNOG00000033057
loxodonta_africana ENSLAFG00000017834
procavia_capensis ENSPCAG00000010518
echinops_telfairi ENSETEG00000000972
pteropus_vampyrus ENSPVAG00000001446
myotis_lucifugus ENSMLUG00000000144
sorex_araneus ENSSARG00000012427
ailuropoda_melanoleuca ENSAMEG00000011104
ursus_maritimus ENSUMAG00000011243
mustela_putorius_furo ENSMPUG00000015577
neovison_vison ENSNVIG00000023801
canis_lupus_dingo ENSCAFG00020023390
canis_lupus_familiaris ENSCAFG00000012023
vulpes_vulpes ENSVVUG00000012220
panthera_pardus ENSPPRG00000010064
panthera_tigris_altaica ENSPTIG00000019622
felis_catus ENSFCAG00000027954
erinaceus_europaeus ENSEEUG00000007361
ursus_americanus ENSUAMG00000027107
equus_asinus_asinus ENSEASG00005009499
equus_caballus ENSECAG00000009693
tursiops_truncatus ENSTTRG00000004864
sus_scrofa ENSSSCG00000021634
vicugna_pacos ENSVPAG00000006403
capra_hircus ENSCHIG00000024272
ovis_aries ENSOARG00000003283
bos_taurus ENSBTAG00000003866
bos_mutus ENSBMUG00000017340
bison_bison_bison ENSBBBG00000013499
microtus_ochrogaster ENSMOCG00000022691
microtus_ochrogaster ENSMOCG00000004138
peromyscus_maniculatus_bairdii ENSPEMG00000003512
cricetulus_griseus_crigri ENSCGRG00000013831
cricetulus_griseus_chok1gshd ENSCGRG00001019839
mesocricetus_auratus ENSMAUG00000009797
mus_spicilegus ENSMSIG00000013794
mus_musculus ENSMUSG00000028882
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027557
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026576
mus_pahari MGP_PahariEiJ_G0028909
rattus_norvegicus ENSRNOG00000059550
meriones_unguiculatus ENSMUGG00000020714
nannospalax_galili ENSNGAG00000001089
dipodomys_ordii ENSDORG00000025172
dipodomys_ordii ENSDORG00000001060
jaculus_jaculus ENSJJAG00000010784
jaculus_jaculus ENSJJAG00000020176
castor_canadensis ENSCCNG00000026610
heterocephalus_glaber_male ENSHGLG00100018575
heterocephalus_glaber_female ENSHGLG00000014326
fukomys_damarensis ENSFDAG00000010729
chinchilla_lanigera ENSCLAG00000011211
octodon_degus ENSODEG00000004352
cavia_porcellus ENSCPOG00000036078
spermophilus_dauricus ENSSDAG00000019884
ictidomys_tridecemlineatus ENSSTOG00000004381
urocitellus_parryii ENSUPAG00010021025
marmota_marmota_marmota ENSMMMG00000013396
oryctolagus_cuniculus ENSOCUG00000003554
homo_sapiens ENSG00000117751
gorilla_gorilla ENSGGOG00000012062
pan_troglodytes ENSPTRG00000000417
pongo_abelii ENSPPYG00000001654
nomascus_leucogenys ENSNLEG00000009676
colobus_angolensis_palliatus ENSCANG00000030565
piliocolobus_tephrosceles ENSPTEG00000031184
rhinopithecus_bieti ENSRBIG00000012191
theropithecus_gelada ENSTGEG00000009003
papio_anubis ENSPANG00000009183
macaca_fascicularis ENSMFAG00000001557
macaca_mulatta ENSMMUG00000012252
macaca_nemestrina ENSMNEG00000030784
mandrillus_leucophaeus ENSMLEG00000041495
chlorocebus_sabaeus ENSCSAG00000001002
cercocebus_atys ENSCATG00000032635
rhinopithecus_roxellana ENSRROG00000041525
pan_paniscus ENSPPAG00000036845
macaca_mulatta ENSMMUG00000043118
cebus_capucinus ENSCCAG00000025347
saimiri_boliviensis_boliviensis ENSSBOG00000032910
callithrix_jacchus ENSCJAG00000009406
aotus_nancymaae ENSANAG00000011047
carlito_syrichta ENSTSYG00000010379
otolemur_garnettii ENSOGAG00000015577
otolemur_garnettii ENSOGAG00000034831
prolemur_simus ENSPSMG00000021970
microcebus_murinus ENSMICG00000043807
propithecus_coquereli ENSPCOG00000013455
ochotona_princeps ENSOPRG00000002214
tupaia_belangeri ENSTBEG00000000687
phascolarctos_cinereus ENSPCIG00000036471
notamacropus_eugenii ENSMEUG00000011993
sarcophilus_harrisii ENSSHAG00000014956
monodelphis_domestica ENSMODG00000010718
ornithorhynchus_anatinus ENSOANG00000008315
calidris_pygmaea ENSCPGG00000001580
calidris_pugnax ENSCPUG00000014196
melopsittacus_undulatus ENSMUNG00000011858
anser_brachyrhynchus ENSABRG00000008978
anas_platyrhynchos_platyrhynchos ENSAPLG00000001009
gallus_gallus ENSGALG00000000729
meleagris_gallopavo ENSMGAG00000001116
coturnix_japonica ENSCJPG00005015564
numida_meleagris ENSNMEG00000003702
apteryx_owenii ENSAOWG00000010319
apteryx_haastii ENSAHAG00000008122
apteryx_rowi ENSARWG00000002434
dromaius_novaehollandiae ENSDNVG00000005871
parus_major ENSPMJG00000007111
cyanistes_caeruleus ENSCCEG00000013028
lonchura_striata_domestica ENSLSDG00000014628
taeniopygia_guttata ENSTGUG00000000851
manacus_vitellinus ENSMVIG00005019312
lepidothrix_coronata ENSLCOG00000007351
junco_hyemalis ENSJHYG00000004824
zonotrichia_albicollis ENSZALG00000012549
serinus_canaria ENSSCAG00000014759
ficedula_albicollis ENSFALG00000001129
nothoprocta_perdicaria ENSNPEG00000004059
crocodylus_porosus ENSCPRG00005004527
gopherus_agassizii ENSGAGG00000005706
chelonoidis_abingdonii ENSCABG00000015965
chrysemys_picta_bellii ENSCPBG00000010395
pelodiscus_sinensis ENSPSIG00000015271
pogona_vitticeps ENSPVIG00000022812
anolis_carolinensis ENSACAG00000017667
notechis_scutatus ENSNSUG00000013237
salvator_merianae ENSSMRG00000003508
sphenodon_punctatus ENSSPUG00000004467
xenopus_tropicalis ENSXETG00000011507
latimeria_chalumnae ENSLACG00000004734
eptatretus_burgeri ENSEBUG00000001318
petromyzon_marinus ENSPMAG00000000589
ciona_intestinalis ENSCING00000001529
ciona_intestinalis ENSCING00000015365
dromaius_novaehollandiae ENSDNVG00000002116
drosophila_melanogaster FBgn0026402
caenorhabditis_elegans_strain_n2 WBGene00015233
