scleropages_formosus ENSSFOG00015022518
paramormyrops_kingsleyae ENSPKIG00000021732
clupea_harengus ENSCHAG00000021820
denticeps_clupeoides ENSDCDG00000022195
pygocentrus_nattereri ENSPNAG00000006491
astyanax_mexicanus ENSAMXG00000036950
electrophorus_electricus ENSEEEG00000014169
danio_rerio ENSDARG00000102419
poecilia_formosa ENSPFOG00000017923
poecilia_mexicana ENSPMEG00000021604
poecilia_latipinna ENSPLAG00000015372
poecilia_reticulata ENSPREG00000012001
xiphophorus_maculatus ENSXMAG00000014311
xiphophorus_couchianus ENSXCOG00000016238
gambusia_affinis ENSGAFG00000000167
cyprinodon_variegatus ENSCVAG00000000707
fundulus_heteroclitus ENSFHEG00000004614
kryptolebias_marmoratus ENSKMAG00000020524
oryzias_latipes ENSORLG00015005434
oryzias_latipes ENSORLG00000005382
oryzias_latipes ENSORLG00020022675
oryzias_melastigma ENSOMEG00000014829
cynoglossus_semilaevis ENSCSEG00000009968
mola_mola ENSMMOG00000008468
takifugu_rubripes ENSTRUG00000020991
tetraodon_nigroviridis ENSTNIG00000019118
gasterosteus_aculeatus ENSGACG00000006371
larimichthys_crocea ENSLCRG00005019121
cottoperca_gobio ENSCGOG00000020909
labrus_bergylta ENSLBEG00000005747
hippocampus_comes ENSHCOG00000013519
periophthalmus_magnuspinnatus ENSPMGG00000021542
monopterus_albus ENSMALG00000019571
mastacembelus_armatus ENSMAMG00000024044
anabas_testudineus ENSATEG00000024302
betta_splendens ENSBSLG00000022908
lates_calcarifer ENSLCAG00010017800
scophthalmus_maximus ENSSMAG00000005187
seriola_dumerili ENSSDUG00000013637
seriola_lalandi ENSSLDG00000020260
amphiprion_percula ENSAPEG00000016346
amphiprion_ocellaris ENSAOCG00000021225
acanthochromis_polyacanthus ENSAPOG00000007281
stegastes_partitus ENSSPAG00000000460
parambassis_ranga ENSPRNG00000008767
astatotilapia_calliptera ENSACLG00000018639
haplochromis_burtoni ENSHBUG00000021188
maylandia_zebra ENSMZEG00005006290
neolamprologus_brichardi ENSNBRG00000011297
pundamilia_nyererei ENSPNYG00000010601
oreochromis_niloticus ENSONIG00000007179
amphilophus_citrinellus ENSACIG00000021090
gouania_willdenowi ENSGWIG00000005910
gouania_willdenowi ENSGWIG00000008019
gadus_morhua ENSGMOG00000003761
esox_lucius ENSELUG00000002935
hucho_hucho ENSHHUG00000033467
lepisosteus_oculatus ENSLOCG00000002349
erpetoichthys_calabaricus ENSECRG00000012585
marmota_marmota ENSMMMG00000014347
spermophilus_dauricus ENSSDAG00000021450
ictidomys_tridecemlineatus ENSSTOG00000024539
urocitellus_parryii ENSUPAG00010002023
nannospalax_galili ENSNGAG00000019044
chinchilla_lanigera ENSCLAG00000004145
chinchilla_lanigera ENSCLAG00000016869
chinchilla_lanigera ENSCLAG00000004215
heterocephalus_glaber ENSHGLG00100001800
heterocephalus_glaber ENSHGLG00000005058
fukomys_damarensis ENSFDAG00000007759
heterocephalus_glaber ENSHGLG00000007479
heterocephalus_glaber ENSHGLG00100010969
heterocephalus_glaber ENSHGLG00000007249
heterocephalus_glaber ENSHGLG00100001751
heterocephalus_glaber ENSHGLG00000001682
heterocephalus_glaber ENSHGLG00100011033
chinchilla_lanigera ENSCLAG00000012005
octodon_degus ENSODEG00000003523
cavia_porcellus ENSCPOG00000014333
cavia_aperea ENSCAPG00000011186
castor_canadensis ENSCCNG00000027935
dipodomys_ordii ENSDORG00000003374
tupaia_belangeri ENSTBEG00000003260
ochotona_princeps ENSOPRG00000009483
oryctolagus_cuniculus ENSOCUG00000014956
mus_musculus ENSMUSG00000039285
mus_spretus MGP_SPRETEiJ_G0033932
mus_spicilegus ENSMSIG00000005716
mus_caroli MGP_CAROLIEiJ_G0032785
mus_pahari MGP_PahariEiJ_G0015651
rattus_norvegicus ENSRNOG00000010096
meriones_unguiculatus ENSMUGG00000009822
meriones_unguiculatus ENSMUGG00000004335
cricetulus_griseus ENSCGRG00001016325
cricetulus_griseus ENSCGRG00000007245
cricetulus_griseus ENSCGRG00015008479
mesocricetus_auratus ENSMAUG00000021866
microtus_ochrogaster ENSMOCG00000018171
peromyscus_maniculatus ENSPEMG00000019469
cebus_capucinus ENSCCAG00000024010
callithrix_jacchus ENSCJAG00000004276
saimiri_boliviensis ENSSBOG00000034055
saimiri_boliviensis ENSSBOG00000033481
aotus_nancymaae ENSANAG00000032294
pan_paniscus ENSPPAG00000043718
pan_troglodytes ENSPTRG00000014707
homo_sapiens ENSG00000163512
gorilla_gorilla ENSGGOG00000022881
pongo_abelii ENSPPYG00000014053
nomascus_leucogenys ENSNLEG00000004069
cercocebus_atys ENSCATG00000031055
mandrillus_leucophaeus ENSMLEG00000030403
papio_anubis ENSPANG00000013154
theropithecus_gelada ENSTGEG00000020441
macaca_nemestrina ENSMNEG00000030575
macaca_fascicularis ENSMFAG00000032889
macaca_mulatta ENSMMUG00000000056
chlorocebus_sabaeus ENSCSAG00000009664
rhinopithecus_roxellana ENSRROG00000030560
rhinopithecus_bieti ENSRBIG00000036647
piliocolobus_tephrosceles ENSPTEG00000032238
colobus_angolensis ENSCANG00000039102
carlito_syrichta ENSTSYG00000035180
propithecus_coquereli ENSPCOG00000017001
microcebus_murinus ENSMICG00000049570
prolemur_simus ENSPSMG00000024522
otolemur_garnettii ENSOGAG00000005896
otolemur_garnettii ENSOGAG00000030205
ursus_americanus ENSUAMG00000018110
ursus_maritimus ENSUMAG00000023259
ailuropoda_melanoleuca ENSAMEG00000012705
canis_lupus ENSCAFG00000005491
canis_lupus ENSCAFG00020024964
vulpes_vulpes ENSVVUG00000026165
mustela_putorius ENSMPUG00000011970
neovison_vison ENSNVIG00000011188
panthera_tigris ENSPTIG00000016279
panthera_pardus ENSPPRG00000023916
felis_catus ENSFCAG00000035174
equus_asinus ENSEASG00005006140
equus_caballus ENSECAG00000020392
bos_mutus ENSBMUG00000001144
bos_taurus ENSBTAG00000004117
bos_indicus ENSBIXG00000009524
bos_indicus ENSBIXG00005017418
bison_bison ENSBBBG00000019377
ovis_aries ENSOARG00000014591
capra_hircus ENSCHIG00000017018
tursiops_truncatus ENSTTRG00000016434
vicugna_pacos ENSVPAG00000011165
sus_scrofa ENSSSCG00000028258
sorex_araneus ENSSARG00000001632
procavia_capensis ENSPCAG00000007550
myotis_lucifugus ENSMLUG00000000043
myotis_lucifugus ENSMLUG00000026755
pteropus_vampyrus ENSPVAG00000003702
erinaceus_europaeus ENSEEUG00000012332
jaculus_jaculus ENSJJAG00000022018
jaculus_jaculus ENSJJAG00000014856
loxodonta_africana ENSLAFG00000008538
echinops_telfairi ENSETEG00000010369
oryctolagus_cuniculus ENSOCUG00000026901
dasypus_novemcinctus ENSDNOG00000011053
choloepus_hoffmanni ENSCHOG00000010432
vombatus_ursinus ENSVURG00010022524
phascolarctos_cinereus ENSPCIG00000005814
notamacropus_eugenii ENSMEUG00000003810
sarcophilus_harrisii ENSSHAG00000017983
monodelphis_domestica ENSMODG00000015075
ornithorhynchus_anatinus ENSOANG00000010528
gopherus_agassizii ENSGAGG00000006279
chelonoidis_abingdonii ENSCABG00000006964
chrysemys_picta ENSCPBG00000022663
pelodiscus_sinensis ENSPSIG00000005336
crocodylus_porosus ENSCPRG00005004330
pogona_vitticeps ENSPVIG00000008865
anolis_carolinensis ENSACAG00000014247
notechis_scutatus ENSNSUG00000003127
salvator_merianae ENSSMRG00000010796
sphenodon_punctatus ENSSPUG00000017118
manacus_vitellinus ENSMVIG00005014451
lepidothrix_coronata ENSLCOG00000013774
parus_major ENSPMJG00000007199
cyanistes_caeruleus ENSCCEG00000008808
taeniopygia_guttata ENSTGUG00000003562
lonchura_striata ENSLSDG00000004898
serinus_canaria ENSSCAG00000000075
junco_hyemalis ENSJHYG00000008436
zonotrichia_albicollis ENSZALG00000000210
ficedula_albicollis ENSFALG00000009178
calidris_pugnax ENSCPUG00000010651
calidris_pygmaea ENSCPGG00000000763
melopsittacus_undulatus ENSMUNG00000000398
anser_brachyrhynchus ENSABRG00000004278
anas_platyrhynchos ENSAPLG00000023912
coturnix_japonica ENSCJPG00005012818
gallus_gallus ENSGALG00000011428
meleagris_gallopavo ENSMGAG00000011128
numida_meleagris ENSNMEG00000009980
dromaius_novaehollandiae ENSDNVG00000011625
dromaius_novaehollandiae ENSDNVG00000007494
apteryx_haastii ENSAHAG00000001072
apteryx_rowi ENSARWG00000013883
apteryx_owenii ENSAOWG00000018554
nothoprocta_perdicaria ENSNPEG00000008439
xenopus_tropicalis ENSXETG00000000100
latimeria_chalumnae ENSLACG00000017196
callorhinchus_milii ENSCMIG00000015688
larimichthys_crocea ENSLCRG00005022725
takifugu_rubripes ENSTRUG00000024640
cottoperca_gobio ENSCGOG00000024144
amphiprion_ocellaris ENSAOCG00000014504
amphiprion_percula ENSAPEG00000018424
acanthochromis_polyacanthus ENSAPOG00000024447
parambassis_ranga ENSPRNG00000020352
anabas_testudineus ENSATEG00000018547
betta_splendens ENSBSLG00000023501
mastacembelus_armatus ENSMAMG00000003209
seriola_dumerili ENSSDUG00000018874
seriola_lalandi ENSSLDG00000016531
lates_calcarifer ENSLCAG00010025426
cynoglossus_semilaevis ENSCSEG00000010639
pelodiscus_sinensis ENSPSIG00000013582
chelonoidis_abingdonii ENSCABG00000002655
crocodylus_porosus ENSCPRG00005007027
pogona_vitticeps ENSPVIG00000017506
pogona_vitticeps ENSPVIG00000017507
anolis_carolinensis ENSACAG00000007079
notechis_scutatus ENSNSUG00000007595
salvator_merianae ENSSMRG00000000217
sphenodon_punctatus ENSSPUG00000017792
numida_meleagris ENSNMEG00000005503
gallus_gallus ENSGALG00000029558
anser_brachyrhynchus ENSABRG00000005955
junco_hyemalis ENSJHYG00000007747
parus_major ENSPMJG00000005810
lepidothrix_coronata ENSLCOG00000014459
calidris_pugnax ENSCPUG00000014352
apteryx_haastii ENSAHAG00000009496
apteryx_owenii ENSAOWG00000000256
nothoprocta_perdicaria ENSNPEG00000010096
lonchura_striata ENSLSDG00000001898
ficedula_albicollis ENSFALG00000005529
calidris_pygmaea ENSCPGG00000001327
calidris_pugnax ENSCPUG00000014353
gallus_gallus ENSGALG00000051244
anas_platyrhynchos ENSAPLG00000020875
apteryx_rowi ENSARWG00000018343
dromaius_novaehollandiae ENSDNVG00000002903
gopherus_agassizii ENSGAGG00000023746
chrysemys_picta ENSCPBG00000027421
mus_spicilegus ENSMSIG00000018040
mus_spretus MGP_SPRETEiJ_G0017895
mus_musculus ENSMUSG00000038517
mus_caroli MGP_CAROLIEiJ_G0017049
mus_pahari MGP_PahariEiJ_G0018179
rattus_norvegicus ENSRNOG00000009370
meriones_unguiculatus ENSMUGG00000022508
cricetulus_griseus ENSCGRG00015019322
cricetulus_griseus ENSCGRG00001018526
mesocricetus_auratus ENSMAUG00000018604
peromyscus_maniculatus ENSPEMG00000027762
microtus_ochrogaster ENSMOCG00000017020
nannospalax_galili ENSNGAG00000021163
pan_troglodytes ENSPTRG00000009334
homo_sapiens ENSG00000198933
gorilla_gorilla ENSGGOG00000002206
pongo_abelii ENSPPYG00000008878
rhinopithecus_roxellana ENSRROG00000039322
rhinopithecus_bieti ENSRBIG00000042820
cercocebus_atys ENSCATG00000040564
chlorocebus_sabaeus ENSCSAG00000002598
macaca_nemestrina ENSMNEG00000039009
macaca_fascicularis ENSMFAG00000001252
theropithecus_gelada ENSTGEG00000001675
papio_anubis ENSPANG00000022108
cebus_capucinus ENSCCAG00000026129
callithrix_jacchus ENSCJAG00000045710
aotus_nancymaae ENSANAG00000020710
equus_asinus ENSEASG00005000756
myotis_lucifugus ENSMLUG00000014537
ictidomys_tridecemlineatus ENSSTOG00000023713
urocitellus_parryii ENSUPAG00010006591
cavia_porcellus ENSCPOG00000036345
oryctolagus_cuniculus ENSOCUG00000014771
propithecus_coquereli ENSPCOG00000026427
microcebus_murinus ENSMICG00000012069
otolemur_garnettii ENSOGAG00000032523
felis_catus ENSFCAG00000010605
panthera_pardus ENSPPRG00000000101
canis_lupus ENSCAFG00020023210
