pan_paniscus ENSPPAG00000043196
pan_troglodytes ENSPTRG00000030927
homo_sapiens ENSG00000186393
gorilla_gorilla ENSGGOG00000011236
pongo_abelii ENSPPYG00000008452
nomascus_leucogenys ENSNLEG00000002206
chlorocebus_sabaeus ENSCSAG00000002826
mandrillus_leucophaeus ENSMLEG00000016638
macaca_fascicularis ENSMFAG00000001350
macaca_mulatta ENSMMUG00000001495
macaca_nemestrina ENSMNEG00000044933
theropithecus_gelada ENSTGEG00000007040
papio_anubis ENSPANG00000021624
cercocebus_atys ENSCATG00000032089
colobus_angolensis_palliatus ENSCANG00000010767
piliocolobus_tephrosceles ENSPTEG00000012522
rhinopithecus_roxellana ENSRROG00000036051
rhinopithecus_bieti ENSRBIG00000036214
cebus_capucinus ENSCCAG00000022891
saimiri_boliviensis_boliviensis ENSSBOG00000031304
callithrix_jacchus ENSCJAG00000013645
aotus_nancymaae ENSANAG00000022112
carlito_syrichta ENSTSYG00000011414
propithecus_coquereli ENSPCOG00000025920
microcebus_murinus ENSMICG00000009852
prolemur_simus ENSPSMG00000010390
prolemur_simus ENSPSMG00000011802
otolemur_garnettii ENSOGAG00000003070
mus_spicilegus ENSMSIG00000025947
mus_musculus ENSMUSG00000075570
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017957
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017113
mus_pahari MGP_PahariEiJ_G0018242
rattus_norvegicus ENSRNOG00000033617
meriones_unguiculatus ENSMUGG00000018873
cricetulus_griseus_chok1gshd ENSCGRG00001023067
cricetulus_griseus_crigri-picr ENSCGRG00015004662
cricetulus_griseus_crigri ENSCGRG00000000114
mesocricetus_auratus ENSMAUG00000009507
microtus_ochrogaster ENSMOCG00000014953
peromyscus_maniculatus_bairdii ENSPEMG00000012535
nannospalax_galili ENSNGAG00000010579
jaculus_jaculus ENSJJAG00000009739
cavia_aperea ENSCAPG00000009341
cavia_porcellus ENSCPOG00000038591
octodon_degus ENSODEG00000017748
chinchilla_lanigera ENSCLAG00000016281
heterocephalus_glaber_female ENSHGLG00000018049
heterocephalus_glaber_male ENSHGLG00100003830
fukomys_damarensis ENSFDAG00000018946
castor_canadensis ENSCCNG00000022863
dipodomys_ordii ENSDORG00000006750
urocitellus_parryii ENSUPAG00010008447
ictidomys_tridecemlineatus ENSSTOG00000034065
spermophilus_dauricus ENSSDAG00000007184
marmota_marmota_marmota ENSMMMG00000007307
oryctolagus_cuniculus ENSOCUG00000008999
ochotona_princeps ENSOPRG00000009761
tupaia_belangeri ENSTBEG00000002945
capra_hircus ENSCHIG00000011943
ovis_aries ENSOARG00000015140
bos_taurus ENSBTAG00000030546
bos_mutus ENSBMUG00000007503
bison_bison_bison ENSBBBG00000006612
sus_scrofa ENSSSCG00000017463
vicugna_pacos ENSVPAG00000000983
equus_asinus_asinus ENSEASG00005003695
equus_caballus ENSECAG00000012819
ursus_americanus ENSUAMG00000015998
ursus_maritimus ENSUMAG00000018091
ailuropoda_melanoleuca ENSAMEG00000008292
neovison_vison ENSNVIG00000001823
mustela_putorius_furo ENSMPUG00000014642
canis_lupus_familiaris ENSCAFG00000016014
canis_lupus_dingo ENSCAFG00020018606
vulpes_vulpes ENSVVUG00000024328
panthera_tigris_altaica ENSPTIG00000000564
panthera_pardus ENSPPRG00000005044
felis_catus ENSFCAG00000026580
pteropus_vampyrus ENSPVAG00000011363
erinaceus_europaeus ENSEEUG00000003560
sorex_araneus ENSSARG00000003150
choloepus_hoffmanni ENSCHOG00000004939
procavia_capensis ENSPCAG00000011337
echinops_telfairi ENSETEG00000008393
phascolarctos_cinereus ENSPCIG00000025758
notamacropus_eugenii ENSMEUG00000009956
sarcophilus_harrisii ENSSHAG00000008696
monodelphis_domestica ENSMODG00000013449
ornithorhynchus_anatinus ENSOANG00000002896
