pteropus_vampyrus ENSPVAG00000010067
myotis_lucifugus ENSMLUG00000016466
propithecus_coquereli ENSPCOG00000021274
microcebus_murinus ENSMICG00000001207
prolemur_simus ENSPSMG00000007049
otolemur_garnettii ENSOGAG00000033699
cricetulus_griseus_chok1gshd ENSCGRG00001008599
cricetulus_griseus_crigri ENSCGRG00000010230
cricetulus_griseus_crigri-picr ENSCGRG00015024771
mesocricetus_auratus ENSMAUG00000008976
peromyscus_maniculatus_bairdii ENSPEMG00000015370
microtus_ochrogaster ENSMOCG00000008953
mus_spicilegus ENSMSIG00000025981
mus_musculus ENSMUSG00000045251
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031617
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030503
mus_pahari MGP_PahariEiJ_G0013710
rattus_norvegicus ENSRNOG00000018379
nannospalax_galili ENSNGAG00000019755
jaculus_jaculus ENSJJAG00000023675
dipodomys_ordii ENSDORG00000030104
dipodomys_ordii ENSDORG00000027246
callithrix_jacchus ENSCJAG00000002695
cebus_capucinus ENSCCAG00000030381
saimiri_boliviensis_boliviensis ENSSBOG00000020373
pan_paniscus ENSPPAG00000035884
pan_troglodytes ENSPTRG00000041892
gorilla_gorilla ENSGGOG00000022609
homo_sapiens ENSG00000229809
nomascus_leucogenys ENSNLEG00000000140
macaca_mulatta ENSMMUG00000001122
macaca_nemestrina ENSMNEG00000041230
macaca_fascicularis ENSMFAG00000033034
mandrillus_leucophaeus ENSMLEG00000029802
mandrillus_leucophaeus ENSMLEG00000036903
cercocebus_atys ENSCATG00000037865
papio_anubis ENSPANG00000021149
chlorocebus_sabaeus ENSCSAG00000005872
colobus_angolensis_palliatus ENSCANG00000037432
urocitellus_parryii ENSUPAG00010020018
ictidomys_tridecemlineatus ENSSTOG00000013283
marmota_marmota_marmota ENSMMMG00000023827
bos_taurus ENSBTAG00000019357
bison_bison_bison ENSBBBG00000016309
sus_scrofa ENSSSCG00000037875
sorex_araneus ENSSARG00000008749
equus_asinus_asinus ENSEASG00005012979
equus_caballus ENSECAG00000006619
ailuropoda_melanoleuca ENSAMEG00000007811
ursus_americanus ENSUAMG00000022168
neovison_vison ENSNVIG00000024982
mustela_putorius_furo ENSMPUG00000012305
canis_lupus_familiaris ENSCAFG00000029440
canis_lupus_dingo ENSCAFG00020017864
vulpes_vulpes ENSVVUG00000026813
panthera_tigris_altaica ENSPTIG00000007933
felis_catus ENSFCAG00000009801
equus_asinus_asinus ENSEASG00005012983
equus_caballus ENSECAG00000028891
panthera_pardus ENSPPRG00000003535
bison_bison_bison ENSBBBG00000006476
bos_taurus ENSBTAG00000051451
capra_hircus ENSCHIG00000000463
chinchilla_lanigera ENSCLAG00000010207
octodon_degus ENSODEG00000015188
meriones_unguiculatus ENSMUGG00000012885
spermophilus_dauricus ENSSDAG00000011050
oryctolagus_cuniculus ENSOCUG00000015416
aotus_nancymaae ENSANAG00000025853
loxodonta_africana ENSLAFG00000013608
procavia_capensis ENSPCAG00000013868
echinops_telfairi ENSETEG00000018350
choloepus_hoffmanni ENSCHOG00000001378
heterocephalus_glaber_female ENSHGLG00000012152
heterocephalus_glaber_male ENSHGLG00100007634
fukomys_damarensis ENSFDAG00000021070
cavia_porcellus ENSCPOG00000036112
carlito_syrichta ENSTSYG00000031780
neovison_vison ENSNVIG00000024980
phascolarctos_cinereus ENSPCIG00000016844
