propithecus_coquereli ENSPCOG00000025753
microcebus_murinus ENSMICG00000047823
prolemur_simus ENSPSMG00000013305
otolemur_garnettii ENSOGAG00000002280
pan_troglodytes ENSPTRG00000030826
homo_sapiens ENSG00000204518
gorilla_gorilla ENSGGOG00000003689
pongo_abelii ENSPPYG00000001867
rhinopithecus_roxellana ENSRROG00000030972
colobus_angolensis_palliatus ENSCANG00000042254
theropithecus_gelada ENSTGEG00000021901
papio_anubis ENSPANG00000009070
mandrillus_leucophaeus ENSMLEG00000023894
macaca_mulatta ENSMMUG00000011137
macaca_nemestrina ENSMNEG00000044859
callithrix_jacchus ENSCJAG00000013719
cebus_capucinus ENSCCAG00000031095
aotus_nancymaae ENSANAG00000032471
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027765
mus_spicilegus ENSMSIG00000027984
mus_musculus ENSMUSG00000028593
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026773
mus_pahari MGP_PahariEiJ_G0029121
rattus_norvegicus ENSRNOG00000026782
meriones_unguiculatus ENSMUGG00000007883
peromyscus_maniculatus_bairdii ENSPEMG00000019444
microtus_ochrogaster ENSMOCG00000018268
cricetulus_griseus_crigri-picr ENSCGRG00015001113
cricetulus_griseus_crigri ENSCGRG00000010047
cricetulus_griseus_chok1gshd ENSCGRG00001024757
mesocricetus_auratus ENSMAUG00000022135
jaculus_jaculus ENSJJAG00000011655
cricetulus_griseus_chok1gshd ENSCGRG00001024601
cricetulus_griseus_crigri ENSCGRG00000012379
mesocricetus_auratus ENSMAUG00000011542
microtus_ochrogaster ENSMOCG00000020825
nannospalax_galili ENSNGAG00000017342
jaculus_jaculus ENSJJAG00000009632
meriones_unguiculatus ENSMUGG00000007890
castor_canadensis ENSCCNG00000011630
castor_canadensis ENSCCNG00000011643
peromyscus_maniculatus_bairdii ENSPEMG00000019585
peromyscus_maniculatus_bairdii ENSPEMG00000029073
cricetulus_griseus_crigri-picr ENSCGRG00015001247
cricetulus_griseus_crigri-picr ENSCGRG00015001213
cricetulus_griseus_crigri-picr ENSCGRG00015001240
mesocricetus_auratus ENSMAUG00000022203
microtus_ochrogaster ENSMOCG00000017314
mus_musculus ENSMUSG00000078504
mus_spicilegus ENSMSIG00000028009
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027770
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026778
mus_pahari MGP_PahariEiJ_G0029126
mus_musculus ENSMUSG00000041735
mus_spicilegus ENSMSIG00000028002
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027769
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026777
mus_pahari MGP_PahariEiJ_G0029125
rattus_norvegicus ENSRNOG00000042808
rattus_norvegicus ENSRNOG00000037027
cricetulus_griseus_crigri-picr ENSCGRG00015001193
cricetulus_griseus_crigri ENSCGRG00000013317
peromyscus_maniculatus_bairdii ENSPEMG00000019566
microtus_ochrogaster ENSMOCG00000019793
cricetulus_griseus_crigri-picr ENSCGRG00015001176
cricetulus_griseus_chok1gshd ENSCGRG00001018913
mesocricetus_auratus ENSMAUG00000008456
mus_musculus ENSMUSG00000078505
mus_spicilegus ENSMSIG00000027997
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027768
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026776
mus_pahari MGP_PahariEiJ_G0029124
nannospalax_galili ENSNGAG00000023452
cricetulus_griseus_chok1gshd ENSCGRG00001021022
cricetulus_griseus_crigri-picr ENSCGRG00015001165
cricetulus_griseus_crigri ENSCGRG00000009264
peromyscus_maniculatus_bairdii ENSPEMG00000019539
microtus_ochrogaster ENSMOCG00000004268
mus_spicilegus ENSMSIG00000027993
mus_musculus ENSMUSG00000070609
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027767
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026775
mus_pahari MGP_PahariEiJ_G0029123
rattus_norvegicus ENSRNOG00000037030
nannospalax_galili ENSNGAG00000021094
jaculus_jaculus ENSJJAG00000010939
jaculus_jaculus ENSJJAG00000011214
ictidomys_tridecemlineatus ENSSTOG00000019534
urocitellus_parryii ENSUPAG00010004669
spermophilus_dauricus ENSSDAG00000003114
marmota_marmota_marmota ENSMMMG00000016366
urocitellus_parryii ENSUPAG00010004670
spermophilus_dauricus ENSSDAG00000003137
cavia_porcellus ENSCPOG00000010237
cavia_aperea ENSCAPG00000004881
heterocephalus_glaber_female ENSHGLG00000009925
fukomys_damarensis ENSFDAG00000014691
chinchilla_lanigera ENSCLAG00000006201
octodon_degus ENSODEG00000000869
chinchilla_lanigera ENSCLAG00000005781
cavia_porcellus ENSCPOG00000015038
chinchilla_lanigera ENSCLAG00000005674
octodon_degus ENSODEG00000002791
cavia_porcellus ENSCPOG00000011374
fukomys_damarensis ENSFDAG00000017630
fukomys_damarensis ENSFDAG00000014971
heterocephalus_glaber_male ENSHGLG00100012222
heterocephalus_glaber_female ENSHGLG00000008970
oryctolagus_cuniculus ENSOCUG00000003422
oryctolagus_cuniculus ENSOCUG00000026490
ochotona_princeps ENSOPRG00000007430
tupaia_belangeri ENSTBEG00000012060
bos_mutus ENSBMUG00000013375
bos_taurus ENSBTAG00000055061
bison_bison_bison ENSBBBG00000022669
tursiops_truncatus ENSTTRG00000013737
ursus_americanus ENSUAMG00000019428
ursus_maritimus ENSUMAG00000021786
ailuropoda_melanoleuca ENSAMEG00000006740
neovison_vison ENSNVIG00000010972
mustela_putorius_furo ENSMPUG00000016369
canis_lupus_dingo ENSCAFG00020004697
vulpes_vulpes ENSVVUG00000028871
panthera_pardus ENSPPRG00000002552
panthera_tigris_altaica ENSPTIG00000015939
erinaceus_europaeus ENSEEUG00000011847
procavia_capensis ENSPCAG00000014819
echinops_telfairi ENSETEG00000014349
