takifugu_rubripes ENSTRUG00000015269
tetraodon_nigroviridis ENSTNIG00000013000
mola_mola ENSMMOG00000012707
labrus_bergylta ENSLBEG00000028493
gasterosteus_aculeatus ENSGACG00000019265
poecilia_formosa ENSPFOG00000012678
poecilia_latipinna ENSPLAG00000002700
poecilia_mexicana ENSPMEG00000016615
poecilia_reticulata ENSPREG00000010979
xiphophorus_maculatus ENSXMAG00000010671
xiphophorus_couchianus ENSXCOG00000000772
gambusia_affinis ENSGAFG00000003972
cyprinodon_variegatus ENSCVAG00000007333
fundulus_heteroclitus ENSFHEG00000017081
kryptolebias_marmoratus ENSKMAG00000019474
oryzias_latipes ENSORLG00020008315
oryzias_latipes_asm223469v1 ENSORLG00015005196
oryzias_latipes ENSORLG00000007150
oryzias_melastigma ENSOMEG00000013742
hippocampus_comes ENSHCOG00000010223
mastacembelus_armatus ENSMAMG00000000474
monopterus_albus ENSMALG00000001238
anabas_testudineus ENSATEG00000001015
seriola_dumerili ENSSDUG00000005864
seriola_lalandi_dorsalis ENSSLDG00000003048
scophthalmus_maximus ENSSMAG00000006371
cynoglossus_semilaevis ENSCSEG00000004470
amphiprion_ocellaris ENSAOCG00000023820
amphiprion_ocellaris ENSAOCG00000022132
amphiprion_percula ENSAPEG00000006454
acanthochromis_polyacanthus ENSAPOG00000005709
stegastes_partitus ENSSPAG00000013641
maylandia_zebra ENSMZEG00005021259
astatotilapia_calliptera ENSACLG00000009551
pundamilia_nyererei ENSPNYG00000021428
haplochromis_burtoni ENSHBUG00000019906
neolamprologus_brichardi ENSNBRG00000000306
oreochromis_niloticus ENSONIG00000009308
amphilophus_citrinellus ENSACIG00000019743
periophthalmus_magnuspinnatus ENSPMGG00000008241
gadus_morhua ENSGMOG00000013556
esox_lucius ENSELUG00000019390
pygocentrus_nattereri ENSPNAG00000020466
astyanax_mexicanus ENSAMXG00000011158
ictalurus_punctatus ENSIPUG00000003204
danio_rerio ENSDARG00000017874
paramormyrops_kingsleyae ENSPKIG00000006633
scleropages_formosus ENSSFOG00015023105
lepisosteus_oculatus ENSLOCG00000013984
anolis_carolinensis ENSACAG00000017545
pogona_vitticeps ENSPVIG00000005695
notechis_scutatus ENSNSUG00000018338
salvator_merianae ENSSMRG00000006179
sphenodon_punctatus ENSSPUG00000018587
gopherus_agassizii ENSGAGG00000018482
chelonoidis_abingdonii ENSCABG00000011566
chrysemys_picta_bellii ENSCPBG00000010465
pelodiscus_sinensis ENSPSIG00000007304
latimeria_chalumnae ENSLACG00000004843
