pan_paniscus ENSPPAG00000005658
pan_troglodytes ENSPTRG00000049951
gorilla_gorilla ENSGGOG00000002618
homo_sapiens ENSG00000186860
pongo_abelii ENSPPYG00000008428
rhinopithecus_roxellana ENSRROG00000015767
rhinopithecus_bieti ENSRBIG00000014556
piliocolobus_tephrosceles ENSPTEG00000029818
colobus_angolensis_palliatus ENSCANG00000021020
theropithecus_gelada ENSTGEG00000007835
callithrix_jacchus ENSCJAG00000038264
saimiri_boliviensis_boliviensis ENSSBOG00000018583
carlito_syrichta ENSTSYG00000026638
propithecus_coquereli ENSPCOG00000028537
microcebus_murinus ENSMICG00000007013
phascolarctos_cinereus ENSPCIG00000036602
