monopterus_albus ENSMALG00000014110
mastacembelus_armatus ENSMAMG00000011468
seriola_dumerili ENSSDUG00000008163
scophthalmus_maximus ENSSMAG00000002910
gasterosteus_aculeatus ENSGACG00000002409
labrus_bergylta ENSLBEG00000005977
tetraodon_nigroviridis ENSTNIG00000008867
takifugu_rubripes ENSTRUG00000002092
mola_mola ENSMMOG00000005180
poecilia_reticulata ENSPREG00000020747
poecilia_mexicana ENSPMEG00000019039
poecilia_latipinna ENSPLAG00000017098
xiphophorus_maculatus ENSXMAG00000028362
xiphophorus_couchianus ENSXCOG00000014787
gambusia_affinis ENSGAFG00000010367
fundulus_heteroclitus ENSFHEG00000013596
cyprinodon_variegatus ENSCVAG00000022151
kryptolebias_marmoratus ENSKMAG00000000704
oryzias_latipes ENSORLG00000014658
oryzias_latipes ENSORLG00020005850
oryzias_latipes_asm223469v1 ENSORLG00015007747
oryzias_melastigma ENSOMEG00000020553
acanthochromis_polyacanthus ENSAPOG00000016294
amphiprion_ocellaris ENSAOCG00000007590
stegastes_partitus ENSSPAG00000007801
maylandia_zebra ENSMZEG00005014706
haplochromis_burtoni ENSHBUG00000022083
pundamilia_nyererei ENSPNYG00000012812
neolamprologus_brichardi ENSNBRG00000017096
oreochromis_niloticus ENSONIG00000004630
amphilophus_citrinellus ENSACIG00000002541
oryzias_latipes ENSORLG00020012430
oryzias_latipes_asm223469v1 ENSORLG00015014660
labrus_bergylta ENSLBEG00000005933
mola_mola ENSMMOG00000000914
seriola_dumerili ENSSDUG00000011421
poecilia_formosa ENSPFOG00000014959
hippocampus_comes ENSHCOG00000016971
cynoglossus_semilaevis ENSCSEG00000016915
gadus_morhua ENSGMOG00000019277
periophthalmus_magnuspinnatus ENSPMGG00000003239
esox_lucius ENSELUG00000017578
astyanax_mexicanus ENSAMXG00000033238
ictalurus_punctatus ENSIPUG00000018185
pygocentrus_nattereri ENSPNAG00000022616
astyanax_mexicanus ENSAMXG00000031202
ictalurus_punctatus ENSIPUG00000007145
danio_rerio ENSDARG00000031678
paramormyrops_kingsleyae ENSPKIG00000017900
paramormyrops_kingsleyae ENSPKIG00000019948
anas_platyrhynchos_platyrhynchos ENSAPLG00000007858
anser_brachyrhynchus ENSABRG00000019267
numida_meleagris ENSNMEG00000018433
numida_meleagris ENSNMEG00000018432
meleagris_gallopavo ENSMGAG00000005228
coturnix_japonica ENSCJPG00005013818
gallus_gallus ENSGALG00000031112
apteryx_haastii ENSAHAG00000015233
apteryx_owenii ENSAOWG00000005054
apteryx_rowi ENSARWG00000015972
dromaius_novaehollandiae ENSDNVG00000000005
nothoprocta_perdicaria ENSNPEG00000015059
taeniopygia_guttata ENSTGUG00000015340
taeniopygia_guttata ENSTGUG00000010924
lonchura_striata_domestica ENSLSDG00000008014
serinus_canaria ENSSCAG00000003942
zonotrichia_albicollis ENSZALG00000014589
junco_hyemalis ENSJHYG00000004980
parus_major ENSPMJG00000008204
cyanistes_caeruleus ENSCCEG00000013695
calidris_pygmaea ENSCPGG00000014171
melopsittacus_undulatus ENSMUNG00000015357
manacus_vitellinus ENSMVIG00005014961
manacus_vitellinus ENSMVIG00005014945
lepidothrix_coronata ENSLCOG00000012093
crocodylus_porosus ENSCPRG00005012007
gopherus_agassizii ENSGAGG00000005830
chelonoidis_abingdonii ENSCABG00000008043
