loxodonta_africana ENSLAFG00000000671
procavia_capensis ENSPCAG00000003672
dasypus_novemcinctus ENSDNOG00000035575
peromyscus_maniculatus_bairdii ENSPEMG00000013763
microtus_ochrogaster ENSMOCG00000009762
cricetulus_griseus_crigri-picr ENSCGRG00015017892
cricetulus_griseus_crigri ENSCGRG00000005248
cricetulus_griseus_chok1gshd ENSCGRG00001014742
mesocricetus_auratus ENSMAUG00000017083
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030319
mus_spicilegus ENSMSIG00000011816
mus_musculus ENSMUSG00000001918
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029240
mus_pahari MGP_PahariEiJ_G0021096
rattus_norvegicus ENSRNOG00000015948
meriones_unguiculatus ENSMUGG00000005223
nannospalax_galili ENSNGAG00000011745
jaculus_jaculus ENSJJAG00000011796
castor_canadensis ENSCCNG00000021510
spermophilus_dauricus ENSSDAG00000013241
marmota_marmota_marmota ENSMMMG00000013678
urocitellus_parryii ENSUPAG00010009701
ictidomys_tridecemlineatus ENSSTOG00000028576
heterocephalus_glaber_female ENSHGLG00000013744
heterocephalus_glaber_male ENSHGLG00100013461
fukomys_damarensis ENSFDAG00000010846
octodon_degus ENSODEG00000007341
chinchilla_lanigera ENSCLAG00000002077
cavia_aperea ENSCAPG00000008593
cavia_porcellus ENSCPOG00000004326
ochotona_princeps ENSOPRG00000001116
oryctolagus_cuniculus ENSOCUG00000009144
dipodomys_ordii ENSDORG00000008810
tupaia_belangeri ENSTBEG00000013471
pan_troglodytes ENSPTRG00000011194
pan_paniscus ENSPPAG00000040539
homo_sapiens ENSG00000105281
gorilla_gorilla ENSGGOG00000008792
pongo_abelii ENSPPYG00000010161
nomascus_leucogenys ENSNLEG00000029695
macaca_nemestrina ENSMNEG00000040803
macaca_fascicularis ENSMFAG00000044927
macaca_mulatta ENSMMUG00000022163
mandrillus_leucophaeus ENSMLEG00000039768
cercocebus_atys ENSCATG00000041986
theropithecus_gelada ENSTGEG00000023133
papio_anubis ENSPANG00000024227
chlorocebus_sabaeus ENSCSAG00000003016
colobus_angolensis_palliatus ENSCANG00000039660
piliocolobus_tephrosceles ENSPTEG00000038596
rhinopithecus_roxellana ENSRROG00000038480
rhinopithecus_bieti ENSRBIG00000032793
cebus_capucinus ENSCCAG00000033717
saimiri_boliviensis_boliviensis ENSSBOG00000030282
callithrix_jacchus ENSCJAG00000011717
aotus_nancymaae ENSANAG00000021437
carlito_syrichta ENSTSYG00000034559
propithecus_coquereli ENSPCOG00000024625
prolemur_simus ENSPSMG00000006768
microcebus_murinus ENSMICG00000000030
otolemur_garnettii ENSOGAG00000033704
ursus_americanus ENSUAMG00000016798
ursus_maritimus ENSUMAG00000023748
ailuropoda_melanoleuca ENSAMEG00000008407
mustela_putorius_furo ENSMPUG00000005149
neovison_vison ENSNVIG00000010588
canis_lupus_familiaris ENSCAFG00000004201
canis_lupus_dingo ENSCAFG00020001559
vulpes_vulpes ENSVVUG00000000475
panthera_pardus ENSPPRG00000017631
panthera_tigris_altaica ENSPTIG00000011531
felis_catus ENSFCAG00000005736
pteropus_vampyrus ENSPVAG00000007766
myotis_lucifugus ENSMLUG00000004883
equus_caballus ENSECAG00000011637
equus_asinus_asinus ENSEASG00005004062
capra_hircus ENSCHIG00000020955
ovis_aries ENSOARG00000010784
bos_mutus ENSBMUG00000005207
bos_taurus ENSBTAG00000013577
bison_bison_bison ENSBBBG00000003362
tursiops_truncatus ENSTTRG00000012921
sus_scrofa ENSSSCG00000003105
echinops_telfairi ENSETEG00000019710
erinaceus_europaeus ENSEEUG00000009962
sorex_araneus ENSSARG00000014113
phascolarctos_cinereus ENSPCIG00000025777
notamacropus_eugenii ENSMEUG00000016606
monodelphis_domestica ENSMODG00000009108
ornithorhynchus_anatinus ENSOANG00000003305
notechis_scutatus ENSNSUG00000000579
ornithorhynchus_anatinus ENSOANG00000021013
xenopus_tropicalis ENSXETG00000018275
pogona_vitticeps ENSPVIG00000018653
anolis_carolinensis ENSACAG00000011724
salvator_merianae ENSSMRG00000015335
chelonoidis_abingdonii ENSCABG00000014761
chelonoidis_abingdonii ENSCABG00000014775
gopherus_agassizii ENSGAGG00000011109
chrysemys_picta_bellii ENSCPBG00000007048
pelodiscus_sinensis ENSPSIG00000006408
sphenodon_punctatus ENSSPUG00000003287
latimeria_chalumnae ENSLACG00000000444
mola_mola ENSMMOG00000012251
mola_mola ENSMMOG00000012252
tetraodon_nigroviridis ENSTNIG00000007760
tetraodon_nigroviridis ENSTNIG00000007759
tetraodon_nigroviridis ENSTNIG00000000523
takifugu_rubripes ENSTRUG00000002838
takifugu_rubripes ENSTRUG00000012427
cynoglossus_semilaevis ENSCSEG00000008312
hippocampus_comes ENSHCOG00000006722
labrus_bergylta ENSLBEG00000026170
gasterosteus_aculeatus ENSGACG00000009446
seriola_lalandi_dorsalis ENSSLDG00000022155
seriola_dumerili ENSSDUG00000005338
scophthalmus_maximus ENSSMAG00000014367
amphiprion_ocellaris ENSAOCG00000014040
amphiprion_percula ENSAPEG00000011336
acanthochromis_polyacanthus ENSAPOG00000011695
stegastes_partitus ENSSPAG00000016125
pundamilia_nyererei ENSPNYG00000018765
haplochromis_burtoni ENSHBUG00000019048
maylandia_zebra ENSMZEG00005016302
astatotilapia_calliptera ENSACLG00000017764
neolamprologus_brichardi ENSNBRG00000005904
oreochromis_niloticus ENSONIG00000006006
amphilophus_citrinellus ENSACIG00000000293
fundulus_heteroclitus ENSFHEG00000016358
cyprinodon_variegatus ENSCVAG00000016984
xiphophorus_maculatus ENSXMAG00000004179
xiphophorus_couchianus ENSXCOG00000012686
gambusia_affinis ENSGAFG00000012027
poecilia_formosa ENSPFOG00000008751
poecilia_mexicana ENSPMEG00000014022
poecilia_latipinna ENSPLAG00000001133
poecilia_reticulata ENSPREG00000022822
kryptolebias_marmoratus ENSKMAG00000008472
oryzias_latipes ENSORLG00000007018
oryzias_latipes ENSORLG00020002668
oryzias_latipes_asm223469v1 ENSORLG00015004581
oryzias_melastigma ENSOMEG00000014071
mastacembelus_armatus ENSMAMG00000010781
monopterus_albus ENSMALG00000005223
anabas_testudineus ENSATEG00000012644
periophthalmus_magnuspinnatus ENSPMGG00000008132
gadus_morhua ENSGMOG00000017099
esox_lucius ENSELUG00000013665
pygocentrus_nattereri ENSPNAG00000022499
astyanax_mexicanus ENSAMXG00000017445
ictalurus_punctatus ENSIPUG00000018024
danio_rerio ENSDARG00000099186
scleropages_formosus ENSSFOG00015007290
scleropages_formosus ENSSFOG00015005253
paramormyrops_kingsleyae ENSPKIG00000009870
lepisosteus_oculatus ENSLOCG00000014907
petromyzon_marinus ENSPMAG00000010231
eptatretus_burgeri ENSEBUG00000016835
