pan_troglodytes ENSPTRG00000021329
pan_paniscus ENSPPAG00000005365
homo_sapiens ENSG00000171501
gorilla_gorilla ENSGGOG00000017004
pongo_abelii ENSPPYG00000019576
saimiri_boliviensis_boliviensis ENSSBOG00000027594
otolemur_garnettii ENSOGAG00000005408
castor_canadensis ENSCCNG00000013128
dipodomys_ordii ENSDORG00000011962
cricetulus_griseus_crigri-picr ENSCGRG00015000618
cricetulus_griseus_chok1gshd ENSCGRG00001013574
mesocricetus_auratus ENSMAUG00000005622
microtus_ochrogaster ENSMOCG00000001876
peromyscus_maniculatus_bairdii ENSPEMG00000003779
mus_musculus ENSMUSG00000055088
mus_spicilegus ENSMSIG00000001355
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024423
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023503
mus_pahari MGP_PahariEiJ_G0024958
rattus_norvegicus ENSRNOG00000007954
nannospalax_galili ENSNGAG00000017161
nannospalax_galili ENSNGAG00000014893
cavia_porcellus ENSCPOG00000040622
cavia_aperea ENSCAPG00000007630
cavia_porcellus ENSCPOG00000032036
cavia_aperea ENSCAPG00000003403
chinchilla_lanigera ENSCLAG00000017933
octodon_degus ENSODEG00000000164
heterocephalus_glaber_male ENSHGLG00100021067
heterocephalus_glaber_female ENSHGLG00000021039
heterocephalus_glaber_male ENSHGLG00100010274
fukomys_damarensis ENSFDAG00000018775
fukomys_damarensis ENSFDAG00000016920
marmota_marmota_marmota ENSMMMG00000018560
urocitellus_parryii ENSUPAG00010012597
ictidomys_tridecemlineatus ENSSTOG00000019510
sus_scrofa ENSSSCG00000005869
sus_scrofa ENSSSCG00000039917
vicugna_pacos ENSVPAG00000007644
bos_taurus ENSBTAG00000040047
bison_bison_bison ENSBBBG00000015378
capra_hircus ENSCHIG00000026892
equus_caballus ENSECAG00000030126
equus_asinus_asinus ENSEASG00005021025
equus_caballus ENSECAG00000037394
ursus_maritimus ENSUMAG00000003352
ursus_maritimus ENSUMAG00000003363
ursus_americanus ENSUAMG00000000478
ailuropoda_melanoleuca ENSAMEG00000018944
ailuropoda_melanoleuca ENSAMEG00000019399
mustela_putorius_furo ENSMPUG00000018703
neovison_vison ENSNVIG00000010751
felis_catus ENSFCAG00000012441
panthera_tigris_altaica ENSPTIG00000012349
loxodonta_africana ENSLAFG00000032126
loxodonta_africana ENSLAFG00000032493
loxodonta_africana ENSLAFG00000028395
procavia_capensis ENSPCAG00000010378
dasypus_novemcinctus ENSDNOG00000006041
sarcophilus_harrisii ENSSHAG00000000695
monodelphis_domestica ENSMODG00000019705
phascolarctos_cinereus ENSPCIG00000025547
