pan_paniscus ENSPPAG00000028512
pan_troglodytes ENSPTRG00000050856
homo_sapiens ENSG00000267710
gorilla_gorilla ENSGGOG00000043046
nomascus_leucogenys ENSNLEG00000030879
rhinopithecus_roxellana ENSRROG00000028636
rhinopithecus_bieti ENSRBIG00000035532
piliocolobus_tephrosceles ENSPTEG00000000705
papio_anubis ENSPANG00000010430
cercocebus_atys ENSCATG00000037344
mandrillus_leucophaeus ENSMLEG00000042817
theropithecus_gelada ENSTGEG00000014002
macaca_fascicularis ENSMFAG00000043238
cebus_capucinus ENSCCAG00000028881
saimiri_boliviensis_boliviensis ENSSBOG00000019989
macaca_nemestrina ENSMNEG00000039729
aotus_nancymaae ENSANAG00000030384
carlito_syrichta ENSTSYG00000027026
propithecus_coquereli ENSPCOG00000017913
microcebus_murinus ENSMICG00000044584
prolemur_simus ENSPSMG00000006941
otolemur_garnettii ENSOGAG00000024151
peromyscus_maniculatus_bairdii ENSPEMG00000017533
mesocricetus_auratus ENSMAUG00000000056
mus_musculus ENSMUSG00000053367
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030218
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029157
mus_spicilegus ENSMSIG00000000329
mus_pahari MGP_PahariEiJ_G0021026
meriones_unguiculatus ENSMUGG00000004381
nannospalax_galili ENSNGAG00000018368
neovison_vison ENSNVIG00000012779
mustela_putorius_furo ENSMPUG00000006681
ailuropoda_melanoleuca ENSAMEG00000009552
panthera_tigris_altaica ENSPTIG00000014496
panthera_pardus ENSPPRG00000010421
felis_catus ENSFCAG00000043100
equus_asinus_asinus ENSEASG00005020477
bison_bison_bison ENSBBBG00000024494
bos_mutus ENSBMUG00000024618
ovis_aries ENSOARG00000003298
