caenorhabditis_elegans_strain_n2 WBGene00016902
drosophila_melanogaster FBgn0035179
apteryx_haastii ENSAHAG00000003151
apteryx_rowi ENSARWG00000004213
apteryx_owenii ENSAOWG00000010419
nothoprocta_perdicaria ENSNPEG00000010462
dromaius_novaehollandiae ENSDNVG00000011053
lepidothrix_coronata ENSLCOG00000015806
manacus_vitellinus ENSMVIG00005001564
cyanistes_caeruleus ENSCCEG00000012774
parus_major ENSPMJG00000014322
taeniopygia_guttata ENSTGUG00000009165
lonchura_striata_domestica ENSLSDG00000013574
ficedula_albicollis ENSFALG00000004646
serinus_canaria ENSSCAG00000007558
junco_hyemalis ENSJHYG00000015136
zonotrichia_albicollis ENSZALG00000001272
calidris_pygmaea ENSCPGG00000003573
calidris_pugnax ENSCPUG00000006470
melopsittacus_undulatus ENSMUNG00000003452
gallus_gallus ENSGALG00000013703
coturnix_japonica ENSCJPG00005007321
meleagris_gallopavo ENSMGAG00000008201
numida_meleagris ENSNMEG00000005497
anser_brachyrhynchus ENSABRG00000018929
anas_platyrhynchos_platyrhynchos ENSAPLG00000009958
crocodylus_porosus ENSCPRG00005004872
gopherus_agassizii ENSGAGG00000022531
chelonoidis_abingdonii ENSCABG00000022207
chrysemys_picta_bellii ENSCPBG00000002616
pelodiscus_sinensis ENSPSIG00000003023
pogona_vitticeps ENSPVIG00000016792
anolis_carolinensis ENSACAG00000003723
notechis_scutatus ENSNSUG00000013519
salvator_merianae ENSSMRG00000004073
sphenodon_punctatus ENSSPUG00000000469
phascolarctos_cinereus ENSPCIG00000009872
sarcophilus_harrisii ENSSHAG00000008858
monodelphis_domestica ENSMODG00000012378
pan_troglodytes ENSPTRG00000010113
pan_paniscus ENSPPAG00000041469
homo_sapiens ENSG00000187773
gorilla_gorilla ENSGGOG00000016066
pongo_abelii ENSPPYG00000009242
nomascus_leucogenys ENSNLEG00000009259
macaca_fascicularis ENSMFAG00000024091
macaca_mulatta ENSMMUG00000015702
macaca_nemestrina ENSMNEG00000032975
chlorocebus_sabaeus ENSCSAG00000018228
theropithecus_gelada ENSTGEG00000005877
papio_anubis ENSPANG00000026365
cercocebus_atys ENSCATG00000031119
mandrillus_leucophaeus ENSMLEG00000038350
colobus_angolensis_palliatus ENSCANG00000036073
piliocolobus_tephrosceles ENSPTEG00000029902
rhinopithecus_bieti ENSRBIG00000043465
rhinopithecus_roxellana ENSRROG00000040593
cebus_capucinus ENSCCAG00000022135
saimiri_boliviensis_boliviensis ENSSBOG00000024590
callithrix_jacchus ENSCJAG00000003178
aotus_nancymaae ENSANAG00000028265
carlito_syrichta ENSTSYG00000029938
propithecus_coquereli ENSPCOG00000019758
prolemur_simus ENSPSMG00000019555
microcebus_murinus ENSMICG00000027176
otolemur_garnettii ENSOGAG00000025227
mus_musculus ENSMUSG00000047992
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023367
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022452
mus_spicilegus ENSMSIG00000024020
mus_pahari MGP_PahariEiJ_G0019180
rattus_norvegicus ENSRNOG00000015448
meriones_unguiculatus ENSMUGG00000023838
peromyscus_maniculatus_bairdii ENSPEMG00000019790
microtus_ochrogaster ENSMOCG00000022218
cricetulus_griseus_crigri-picr ENSCGRG00015015157
cricetulus_griseus_crigri ENSCGRG00000006679
cricetulus_griseus_chok1gshd ENSCGRG00001011086
mesocricetus_auratus ENSMAUG00000019914
nannospalax_galili ENSNGAG00000014549
castor_canadensis ENSCCNG00000008084
cavia_aperea ENSCAPG00000010289
cavia_porcellus ENSCPOG00000002230
octodon_degus ENSODEG00000002789
chinchilla_lanigera ENSCLAG00000014214
heterocephalus_glaber_female ENSHGLG00000002874
heterocephalus_glaber_male ENSHGLG00100008838
fukomys_damarensis ENSFDAG00000016276
ictidomys_tridecemlineatus ENSSTOG00000024256
urocitellus_parryii ENSUPAG00010015556
marmota_marmota_marmota ENSMMMG00000018726
oryctolagus_cuniculus ENSOCUG00000003995
ochotona_princeps ENSOPRG00000002781
myotis_lucifugus ENSMLUG00000029517
pteropus_vampyrus ENSPVAG00000004957
capra_hircus ENSCHIG00000000144
ovis_aries ENSOARG00000004672
bos_taurus ENSBTAG00000000106
bison_bison_bison ENSBBBG00000001238
tursiops_truncatus ENSTTRG00000015288
sus_scrofa ENSSSCG00000039486
sorex_araneus ENSSARG00000010722
equus_caballus ENSECAG00000018225
equus_asinus_asinus ENSEASG00005023059
neovison_vison ENSNVIG00000011625
mustela_putorius_furo ENSMPUG00000016633
ursus_americanus ENSUAMG00000009496
canis_lupus_dingo ENSCAFG00020015629
vulpes_vulpes ENSVVUG00000018646
canis_lupus_familiaris ENSCAFG00000000025
panthera_pardus ENSPPRG00000012575
panthera_tigris_altaica ENSPTIG00000011704
felis_catus ENSFCAG00000008272
loxodonta_africana ENSLAFG00000004544
procavia_capensis ENSPCAG00000012101
echinops_telfairi ENSETEG00000004348
dasypus_novemcinctus ENSDNOG00000048032
ornithorhynchus_anatinus ENSOANG00000007603
xenopus_tropicalis ENSXETG00000023563
latimeria_chalumnae ENSLACG00000017069
scleropages_formosus ENSSFOG00015020513
paramormyrops_kingsleyae ENSPKIG00000010374
scleropages_formosus ENSSFOG00015017827
paramormyrops_kingsleyae ENSPKIG00000004781
gasterosteus_aculeatus ENSGACG00000002044
mola_mola ENSMMOG00000019244
maylandia_zebra ENSMZEG00005020289
astatotilapia_calliptera ENSACLG00000018479
pundamilia_nyererei ENSPNYG00000009602
haplochromis_burtoni ENSHBUG00000003582
oreochromis_niloticus ENSONIG00000013392
neolamprologus_brichardi ENSNBRG00000016966
amphilophus_citrinellus ENSACIG00000006492
scophthalmus_maximus ENSSMAG00000010461
cynoglossus_semilaevis ENSCSEG00000018210
monopterus_albus ENSMALG00000020220
mastacembelus_armatus ENSMAMG00000008067
anabas_testudineus ENSATEG00000016446
seriola_dumerili ENSSDUG00000016435
seriola_lalandi_dorsalis ENSSLDG00000012093
labrus_bergylta ENSLBEG00000021278
poecilia_mexicana ENSPMEG00000004626
poecilia_latipinna ENSPLAG00000010398
poecilia_formosa ENSPFOG00000011631
poecilia_reticulata ENSPREG00000010235
gambusia_affinis ENSGAFG00000002140
xiphophorus_maculatus ENSXMAG00000025556
fundulus_heteroclitus ENSFHEG00000012911
oryzias_latipes_asm223469v1 ENSORLG00015007234
oryzias_latipes ENSORLG00020010483
oryzias_latipes ENSORLG00000023344
oryzias_melastigma ENSOMEG00000001361
amphiprion_ocellaris ENSAOCG00000021259
amphiprion_percula ENSAPEG00000003134
acanthochromis_polyacanthus ENSAPOG00000014913
stegastes_partitus ENSSPAG00000001200
tetraodon_nigroviridis ENSTNIG00000005803
tetraodon_nigroviridis ENSTNIG00000013516
takifugu_rubripes ENSTRUG00000005546
hippocampus_comes ENSHCOG00000013181
periophthalmus_magnuspinnatus ENSPMGG00000011679
gadus_morhua ENSGMOG00000009676
esox_lucius ENSELUG00000004763
pygocentrus_nattereri ENSPNAG00000005541
astyanax_mexicanus ENSAMXG00000033742
ictalurus_punctatus ENSIPUG00000000344
danio_rerio ENSDARG00000105040
lepisosteus_oculatus ENSLOCG00000012097
phascolarctos_cinereus ENSPCIG00000019537
notamacropus_eugenii ENSMEUG00000005170
monodelphis_domestica ENSMODG00000017604
sarcophilus_harrisii ENSSHAG00000018467
ornithorhynchus_anatinus ENSOANG00000005830
nothoprocta_perdicaria ENSNPEG00000013445
pogona_vitticeps ENSPVIG00000019064
anolis_carolinensis ENSACAG00000007163
notechis_scutatus ENSNSUG00000007830
salvator_merianae ENSSMRG00000021345
sphenodon_punctatus ENSSPUG00000017672
gallus_gallus ENSGALG00000002437
meleagris_gallopavo ENSMGAG00000007395
coturnix_japonica ENSCJPG00005008137
numida_meleagris ENSNMEG00000009401
calidris_pugnax ENSCPUG00000014672
calidris_pygmaea ENSCPGG00000007264
melopsittacus_undulatus ENSMUNG00000002967
lepidothrix_coronata ENSLCOG00000014167
manacus_vitellinus ENSMVIG00005011863
