procavia_capensis ENSPCAG00000012133
ovis_aries ENSOARG00000007802
urocitellus_parryii ENSUPAG00010011051
ictidomys_tridecemlineatus ENSSTOG00000004574
spermophilus_dauricus ENSSDAG00000018403
marmota_marmota_marmota ENSMMMG00000022465
heterocephalus_glaber_female ENSHGLG00000018451
heterocephalus_glaber_male ENSHGLG00100008416
oryctolagus_cuniculus ENSOCUG00000000350
prolemur_simus ENSPSMG00000016808
otolemur_garnettii ENSOGAG00000030157
gorilla_gorilla ENSGGOG00000040483
homo_sapiens ENSG00000196184
nomascus_leucogenys ENSNLEG00000019158
rhinopithecus_roxellana ENSRROG00000020882
rhinopithecus_bieti ENSRBIG00000027561
colobus_angolensis_palliatus ENSCANG00000032644
macaca_fascicularis ENSMFAG00000003295
macaca_mulatta ENSMMUG00000039344
macaca_nemestrina ENSMNEG00000032157
cercocebus_atys ENSCATG00000038190
papio_anubis ENSPANG00000034672
mandrillus_leucophaeus ENSMLEG00000029571
callithrix_jacchus ENSCJAG00000022039
bos_taurus ENSBTAG00000054704
bos_mutus ENSBMUG00000023031
bison_bison_bison ENSBBBG00000005685
sus_scrofa ENSSSCG00000024008
mustela_putorius_furo ENSMPUG00000019470
neovison_vison ENSNVIG00000000153
ursus_americanus ENSUAMG00000026668
panthera_pardus ENSPPRG00000017571
panthera_tigris_altaica ENSPTIG00000006198
equus_caballus ENSECAG00000040571
equus_asinus_asinus ENSEASG00005003259
loxodonta_africana ENSLAFG00000014770
sarcophilus_harrisii ENSSHAG00000002709
