gopherus_agassizii ENSGAGG00000021710
chelonoidis_abingdonii ENSCABG00000019090
chrysemys_picta ENSCPBG00000002003
pelodiscus_sinensis ENSPSIG00000011471
pogona_vitticeps ENSPVIG00000025273
anolis_carolinensis ENSACAG00000008493
notechis_scutatus ENSNSUG00000012279
sphenodon_punctatus ENSSPUG00000011634
crocodylus_porosus ENSCPRG00005007497
salvator_merianae ENSSMRG00000021444
calidris_pygmaea ENSCPGG00000011744
calidris_pugnax ENSCPUG00000007501
melopsittacus_undulatus ENSMUNG00000004924
gallus_gallus ENSGALG00000030862
coturnix_japonica ENSCJPG00005005330
meleagris_gallopavo ENSMGAG00000012493
numida_meleagris ENSNMEG00000007455
apteryx_rowi ENSARWG00000002820
apteryx_owenii ENSAOWG00000000835
apteryx_haastii ENSAHAG00000009364
dromaius_novaehollandiae ENSDNVG00000008718
lonchura_striata ENSLSDG00000003935
taeniopygia_guttata ENSTGUG00000012326
serinus_canaria ENSSCAG00000006754
zonotrichia_albicollis ENSZALG00000014086
junco_hyemalis ENSJHYG00000007219
ficedula_albicollis ENSFALG00000002314
parus_major ENSPMJG00000011131
cyanistes_caeruleus ENSCCEG00000008011
lepidothrix_coronata ENSLCOG00000009218
manacus_vitellinus ENSMVIG00005012786
anser_brachyrhynchus ENSABRG00000013696
anas_platyrhynchos ENSAPLG00000014888
nothoprocta_perdicaria ENSNPEG00000004565
phascolarctos_cinereus ENSPCIG00000028188
vombatus_ursinus ENSVURG00010017131
sarcophilus_harrisii ENSSHAG00000004816
monodelphis_domestica ENSMODG00000004103
cricetulus_griseus ENSCGRG00001017964
cricetulus_griseus ENSCGRG00015026424
cricetulus_griseus ENSCGRG00000013988
cricetulus_griseus ENSCGRG00000001476
mesocricetus_auratus ENSMAUG00000014534
peromyscus_maniculatus ENSPEMG00000010576
microtus_ochrogaster ENSMOCG00000003186
mus_spicilegus ENSMSIG00000022494
mus_spicilegus ENSMSIG00000002617
mus_spretus MGP_SPRETEiJ_G0020682
mus_musculus ENSMUSG00000038622
mus_caroli MGP_CAROLIEiJ_G0019785
mus_pahari MGP_PahariEiJ_G0019795
rattus_norvegicus ENSRNOG00000004844
meriones_unguiculatus ENSMUGG00000016793
nannospalax_galili ENSNGAG00000023804
jaculus_jaculus ENSJJAG00000022063
cavia_porcellus ENSCPOG00000037565
cavia_aperea ENSCAPG00000008001
octodon_degus ENSODEG00000003291
chinchilla_lanigera ENSCLAG00000006087
heterocephalus_glaber ENSHGLG00100012178
heterocephalus_glaber ENSHGLG00000005169
fukomys_damarensis ENSFDAG00000006525
carlito_syrichta ENSTSYG00000009760
carlito_syrichta ENSTSYG00000009030
echinops_telfairi ENSETEG00000009453
chlorocebus_sabaeus ENSCSAG00000010875
mandrillus_leucophaeus ENSMLEG00000041770
papio_anubis ENSPANG00000024750
macaca_fascicularis ENSMFAG00000032092
macaca_mulatta ENSMMUG00000002068
macaca_nemestrina ENSMNEG00000029811
cercocebus_atys ENSCATG00000038796
theropithecus_gelada ENSTGEG00000007500
colobus_angolensis ENSCANG00000026338
piliocolobus_tephrosceles ENSPTEG00000034402
rhinopithecus_bieti ENSRBIG00000033692
rhinopithecus_roxellana ENSRROG00000029537
homo_sapiens ENSG00000164758
pan_troglodytes ENSPTRG00000020525
pan_paniscus ENSPPAG00000034317
gorilla_gorilla ENSGGOG00000009161
pongo_abelii ENSPPYG00000018835
nomascus_leucogenys ENSNLEG00000004863
cebus_capucinus ENSCCAG00000033344
saimiri_boliviensis ENSSBOG00000032654
callithrix_jacchus ENSCJAG00000005824
aotus_nancymaae ENSANAG00000028696
tupaia_belangeri ENSTBEG00000014919
oryctolagus_cuniculus ENSOCUG00000011890
ochotona_princeps ENSOPRG00000017217
sorex_araneus ENSSARG00000000870
