apteryx_rowi ENSARWG00000016376
apteryx_haastii ENSAHAG00000001039
dromaius_novaehollandiae ENSDNVG00000015745
nothoprocta_perdicaria ENSNPEG00000003022
parus_major ENSPMJG00000008981
cyanistes_caeruleus ENSCCEG00000018918
ficedula_albicollis ENSFALG00000011346
taeniopygia_guttata ENSTGUG00000004674
lonchura_striata_domestica ENSLSDG00000010647
junco_hyemalis ENSJHYG00000012332
zonotrichia_albicollis ENSZALG00000006375
lepidothrix_coronata ENSLCOG00000006515
manacus_vitellinus ENSMVIG00005000163
calidris_pugnax ENSCPUG00000015695
calidris_pygmaea ENSCPGG00000018090
melopsittacus_undulatus ENSMUNG00000003313
gallus_gallus ENSGALG00000020084
meleagris_gallopavo ENSMGAG00000005407
coturnix_japonica ENSCJPG00005001316
anas_platyrhynchos_platyrhynchos ENSAPLG00000009169
crocodylus_porosus ENSCPRG00005008477
gopherus_agassizii ENSGAGG00000024923
chelonoidis_abingdonii ENSCABG00000019033
chrysemys_picta_bellii ENSCPBG00000011846
pelodiscus_sinensis ENSPSIG00000005500
anolis_carolinensis ENSACAG00000007376
macaca_fascicularis ENSMFAG00000004701
macaca_nemestrina ENSMNEG00000036312
macaca_mulatta ENSMMUG00000003473
mandrillus_leucophaeus ENSMLEG00000040939
papio_anubis ENSPANG00000015857
cercocebus_atys ENSCATG00000037825
chlorocebus_sabaeus ENSCSAG00000011137
rhinopithecus_bieti ENSRBIG00000041197
rhinopithecus_roxellana ENSRROG00000040021
colobus_angolensis_palliatus ENSCANG00000024056
piliocolobus_tephrosceles ENSPTEG00000009528
theropithecus_gelada ENSTGEG00000025231
pan_paniscus ENSPPAG00000039072
pan_troglodytes ENSPTRG00000011802
gorilla_gorilla ENSGGOG00000015615
homo_sapiens ENSG00000162949
pongo_abelii ENSPPYG00000012517
nomascus_leucogenys ENSNLEG00000015477
cebus_capucinus ENSCCAG00000033140
saimiri_boliviensis_boliviensis ENSSBOG00000029462
aotus_nancymaae ENSANAG00000028856
carlito_syrichta ENSTSYG00000035312
prolemur_simus ENSPSMG00000004377
propithecus_coquereli ENSPCOG00000022340
microcebus_murinus ENSMICG00000012320
otolemur_garnettii ENSOGAG00000001574
tupaia_belangeri ENSTBEG00000015867
mus_musculus ENSMUSG00000043705
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022780
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021868
mus_pahari MGP_PahariEiJ_G0020855
rattus_norvegicus ENSRNOG00000032375
meriones_unguiculatus ENSMUGG00000003373
peromyscus_maniculatus_bairdii ENSPEMG00000021988
microtus_ochrogaster ENSMOCG00000016545
cricetulus_griseus_chok1gshd ENSCGRG00001012027
cricetulus_griseus_crigri ENSCGRG00000001796
cricetulus_griseus_crigri-picr ENSCGRG00015024479
mesocricetus_auratus ENSMAUG00000006575
nannospalax_galili ENSNGAG00000001841
jaculus_jaculus ENSJJAG00000015680
chinchilla_lanigera ENSCLAG00000013138
octodon_degus ENSODEG00000007148
cavia_porcellus ENSCPOG00000004800
cavia_aperea ENSCAPG00000011134
heterocephalus_glaber_female ENSHGLG00000014085
heterocephalus_glaber_male ENSHGLG00100013961
fukomys_damarensis ENSFDAG00000018559
marmota_marmota_marmota ENSMMMG00000007858
marmota_marmota_marmota ENSMMMG00000019074
ictidomys_tridecemlineatus ENSSTOG00000011438
urocitellus_parryii ENSUPAG00010002040
spermophilus_dauricus ENSSDAG00000010060
dipodomys_ordii ENSDORG00000012149
castor_canadensis ENSCCNG00000030365
oryctolagus_cuniculus ENSOCUG00000014114
oryctolagus_cuniculus ENSOCUG00000016758
ochotona_princeps ENSOPRG00000012167
pteropus_vampyrus ENSPVAG00000011988
myotis_lucifugus ENSMLUG00000007967
equus_caballus ENSECAG00000024027
equus_asinus_asinus ENSEASG00005008649
ursus_maritimus ENSUMAG00000019992
ursus_americanus ENSUAMG00000005289
ailuropoda_melanoleuca ENSAMEG00000011653
mustela_putorius_furo ENSMPUG00000004532
neovison_vison ENSNVIG00000021870
canis_lupus_dingo ENSCAFG00020023707
vulpes_vulpes ENSVVUG00000007457
canis_lupus_familiaris ENSCAFG00000005318
panthera_pardus ENSPPRG00000002160
felis_catus ENSFCAG00000005056
panthera_tigris_altaica ENSPTIG00000015905
sus_scrofa ENSSSCG00000020986
vicugna_pacos ENSVPAG00000004051
bos_mutus ENSBMUG00000020987
bison_bison_bison ENSBBBG00000017316
ovis_aries ENSOARG00000019657
bos_taurus ENSBTAG00000008946
capra_hircus ENSCHIG00000023098
tursiops_truncatus ENSTTRG00000000164
erinaceus_europaeus ENSEEUG00000007372
dasypus_novemcinctus ENSDNOG00000048720
dasypus_novemcinctus ENSDNOG00000013221
dasypus_novemcinctus ENSDNOG00000040360
echinops_telfairi ENSETEG00000007965
loxodonta_africana ENSLAFG00000016330
sarcophilus_harrisii ENSSHAG00000007666
sarcophilus_harrisii ENSSHAG00000003193
monodelphis_domestica ENSMODG00000015519
notamacropus_eugenii ENSMEUG00000005557
ornithorhynchus_anatinus ENSOANG00000008244
xenopus_tropicalis ENSXETG00000022056
xenopus_tropicalis ENSXETG00000022058
