xenopus_tropicalis ENSXETG00000028082
latimeria_chalumnae ENSLACG00000013871
notechis_scutatus ENSNSUG00000000709
notechis_scutatus ENSNSUG00000006991
salvator_merianae ENSSMRG00000000451
apteryx_haastii ENSAHAG00000015574
apteryx_owenii ENSAOWG00000009965
dromaius_novaehollandiae ENSDNVG00000019157
nothoprocta_perdicaria ENSNPEG00000005421
anser_brachyrhynchus ENSABRG00000020630
anas_platyrhynchos_platyrhynchos ENSAPLG00000020038
gallus_gallus ENSGALG00000048501
coturnix_japonica ENSCJPG00005017832
numida_meleagris ENSNMEG00000001535
calidris_pugnax ENSCPUG00000019073
calidris_pygmaea ENSCPGG00000016893
ficedula_albicollis ENSFALG00000005595
parus_major ENSPMJG00000014492
taeniopygia_guttata ENSTGUG00000002755
lonchura_striata_domestica ENSLSDG00000010580
junco_hyemalis ENSJHYG00000016037
lepidothrix_coronata ENSLCOG00000013679
crocodylus_porosus ENSCPRG00005011987
sphenodon_punctatus ENSSPUG00000010998
anabas_testudineus ENSATEG00000003985
hippocampus_comes ENSHCOG00000003683
tetraodon_nigroviridis ENSTNIG00000005210
takifugu_rubripes ENSTRUG00000020027
takifugu_rubripes ENSTRUG00000010388
takifugu_rubripes ENSTRUG00000010424
takifugu_rubripes ENSTRUG00000022132
tetraodon_nigroviridis ENSTNIG00000005209
mola_mola ENSMMOG00000011941
labrus_bergylta ENSLBEG00000018969
monopterus_albus ENSMALG00000019824
mastacembelus_armatus ENSMAMG00000001981
gasterosteus_aculeatus ENSGACG00000018061
poecilia_latipinna ENSPLAG00000013896
poecilia_formosa ENSPFOG00000017685
poecilia_mexicana ENSPMEG00000019223
poecilia_reticulata ENSPREG00000020371
xiphophorus_maculatus ENSXMAG00000007336
xiphophorus_couchianus ENSXCOG00000005447
gambusia_affinis ENSGAFG00000001121
cyprinodon_variegatus ENSCVAG00000010098
fundulus_heteroclitus ENSFHEG00000016734
kryptolebias_marmoratus ENSKMAG00000008776
oryzias_latipes ENSORLG00020005407
oryzias_latipes_asm223469v1 ENSORLG00015019353
oryzias_latipes ENSORLG00000022488
oryzias_melastigma ENSOMEG00000016526
acanthochromis_polyacanthus ENSAPOG00000017998
acanthochromis_polyacanthus ENSAPOG00000012440
acanthochromis_polyacanthus ENSAPOG00000000998
amphiprion_ocellaris ENSAOCG00000003028
amphiprion_percula ENSAPEG00000018022
stegastes_partitus ENSSPAG00000022130
oreochromis_niloticus ENSONIG00000012875
neolamprologus_brichardi ENSNBRG00000022676
astatotilapia_calliptera ENSACLG00000027461
maylandia_zebra ENSMZEG00005014920
pundamilia_nyererei ENSPNYG00000017519
haplochromis_burtoni ENSHBUG00000011622
amphilophus_citrinellus ENSACIG00000020375
seriola_dumerili ENSSDUG00000003367
seriola_lalandi_dorsalis ENSSLDG00000014780
scophthalmus_maximus ENSSMAG00000014282
cynoglossus_semilaevis ENSCSEG00000015378
periophthalmus_magnuspinnatus ENSPMGG00000013422
gadus_morhua ENSGMOG00000007999
paramormyrops_kingsleyae ENSPKIG00000017420
pygocentrus_nattereri ENSPNAG00000027592
astyanax_mexicanus ENSAMXG00000011832
ictalurus_punctatus ENSIPUG00000016396
danio_rerio ENSDARG00000101300
esox_lucius ENSELUG00000012713
scleropages_formosus ENSSFOG00015009077
lepisosteus_oculatus ENSLOCG00000000723
ciona_intestinalis ENSCING00000019740
