dasypus_novemcinctus ENSDNOG00000047622
sus_scrofa ENSSSCG00000008052
otolemur_garnettii ENSOGAG00000025701
theropithecus_gelada ENSTGEG00000026435
castor_canadensis ENSCCNG00000007297
dipodomys_ordii ENSDORG00000026231
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022090
mus_musculus ENSMUSG00000035435
mus_spicilegus ENSMSIG00000005296
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021180
mus_pahari MGP_PahariEiJ_G0023496
rattus_norvegicus ENSRNOG00000039656
meriones_unguiculatus ENSMUGG00000025780
cricetulus_griseus_chok1gshd ENSCGRG00001017249
cricetulus_griseus_crigri ENSCGRG00000004711
cricetulus_griseus_crigri-picr ENSCGRG00015012380
mesocricetus_auratus ENSMAUG00000013336
peromyscus_maniculatus_bairdii ENSPEMG00000007117
microtus_ochrogaster ENSMOCG00000017081
nannospalax_galili ENSNGAG00000024355
urocitellus_parryii ENSUPAG00010017860
marmota_marmota_marmota ENSMMMG00000009203
ictidomys_tridecemlineatus ENSSTOG00000026682
spermophilus_dauricus ENSSDAG00000010136
oryctolagus_cuniculus ENSOCUG00000026939
equus_caballus ENSECAG00000023540
equus_asinus_asinus ENSEASG00005005669
ursus_maritimus ENSUMAG00000022769
ursus_americanus ENSUAMG00000013114
ailuropoda_melanoleuca ENSAMEG00000017914
mustela_putorius_furo ENSMPUG00000015360
neovison_vison ENSNVIG00000022926
canis_lupus_familiaris ENSCAFG00000019376
canis_lupus_dingo ENSCAFG00020026091
vulpes_vulpes ENSVVUG00000009177
panthera_pardus ENSPPRG00000007341
panthera_pardus ENSPPRG00000007527
ovis_aries ENSOARG00000018278
capra_hircus ENSCHIG00000009805
bos_mutus ENSBMUG00000015097
bos_mutus ENSBMUG00000015135
bison_bison_bison ENSBBBG00000023656
bos_taurus ENSBTAG00000053369
bos_taurus ENSBTAG00000049585
bison_bison_bison ENSBBBG00000023641
bison_bison_bison ENSBBBG00000023638
felis_catus ENSFCAG00000043366
felis_catus ENSFCAG00000046329
loxodonta_africana ENSLAFG00000028181
