anas_platyrhynchos_platyrhynchos ENSAPLG00000002887
anser_brachyrhynchus ENSABRG00000022817
meleagris_gallopavo ENSMGAG00000013326
gallus_gallus ENSGALG00000011236
numida_meleagris ENSNMEG00000010885
coturnix_japonica ENSCJPG00005002736
lepidothrix_coronata ENSLCOG00000009599
manacus_vitellinus ENSMVIG00005006302
lonchura_striata_domestica ENSLSDG00000008372
taeniopygia_guttata ENSTGUG00000012772
parus_major ENSPMJG00000017011
cyanistes_caeruleus ENSCCEG00000017516
serinus_canaria ENSSCAG00000007268
zonotrichia_albicollis ENSZALG00000003908
junco_hyemalis ENSJHYG00000004831
ficedula_albicollis ENSFALG00000002705
calidris_pugnax ENSCPUG00000002586
calidris_pygmaea ENSCPGG00000008622
melopsittacus_undulatus ENSMUNG00000001176
apteryx_owenii ENSAOWG00000013574
apteryx_haastii ENSAHAG00000007315
apteryx_rowi ENSARWG00000017205
dromaius_novaehollandiae ENSDNVG00000001024
nothoprocta_perdicaria ENSNPEG00000007403
crocodylus_porosus ENSCPRG00005010561
gopherus_agassizii ENSGAGG00000013946
chelonoidis_abingdonii ENSCABG00000014249
chrysemys_picta_bellii ENSCPBG00000006633
pelodiscus_sinensis ENSPSIG00000007553
anolis_carolinensis ENSACAG00000013520
pogona_vitticeps ENSPVIG00000017598
notechis_scutatus ENSNSUG00000011339
salvator_merianae ENSSMRG00000009746
sphenodon_punctatus ENSSPUG00000007803
phascolarctos_cinereus ENSPCIG00000030375
notamacropus_eugenii ENSMEUG00000010397
monodelphis_domestica ENSMODG00000013154
sarcophilus_harrisii ENSSHAG00000012291
bos_taurus ENSBTAG00000017716
bos_mutus ENSBMUG00000004779
bison_bison_bison ENSBBBG00000023384
capra_hircus ENSCHIG00000018382
tursiops_truncatus ENSTTRG00000015976
sus_scrofa ENSSSCG00000036589
equus_asinus_asinus ENSEASG00005021622
equus_caballus ENSECAG00000012103
vulpes_vulpes ENSVVUG00000028430
ursus_maritimus ENSUMAG00000000437
neovison_vison ENSNVIG00000009155
mustela_putorius_furo ENSMPUG00000002910
ursus_americanus ENSUAMG00000028317
ailuropoda_melanoleuca ENSAMEG00000011067
canis_lupus_familiaris ENSCAFG00000017919
canis_lupus_dingo ENSCAFG00020011164
panthera_pardus ENSPPRG00000021199
felis_catus ENSFCAG00000028141
pteropus_vampyrus ENSPVAG00000001677
sorex_araneus ENSSARG00000002969
oryctolagus_cuniculus ENSOCUG00000022764
ochotona_princeps ENSOPRG00000003371
tupaia_belangeri ENSTBEG00000011015
prolemur_simus ENSPSMG00000023519
microcebus_murinus ENSMICG00000046886
propithecus_coquereli ENSPCOG00000022296
otolemur_garnettii ENSOGAG00000028951
rhinopithecus_roxellana ENSRROG00000030486
rhinopithecus_bieti ENSRBIG00000038905
piliocolobus_tephrosceles ENSPTEG00000004800
colobus_angolensis_palliatus ENSCANG00000027915
cercocebus_atys ENSCATG00000010614
mandrillus_leucophaeus ENSMLEG00000033047
macaca_fascicularis ENSMFAG00000044895
macaca_nemestrina ENSMNEG00000033590
macaca_mulatta ENSMMUG00000013874
theropithecus_gelada ENSTGEG00000006640
papio_anubis ENSPANG00000009273
chlorocebus_sabaeus ENSCSAG00000010326
gorilla_gorilla ENSGGOG00000010183
nomascus_leucogenys ENSNLEG00000015675
pan_troglodytes ENSPTRG00000006725
pan_paniscus ENSPPAG00000041808
homo_sapiens ENSG00000183092
pongo_abelii ENSPPYG00000006144
cebus_capucinus ENSCCAG00000030463
saimiri_boliviensis_boliviensis ENSSBOG00000028969
callithrix_jacchus ENSCJAG00000016957
aotus_nancymaae ENSANAG00000035448
chinchilla_lanigera ENSCLAG00000015311
octodon_degus ENSODEG00000010354
heterocephalus_glaber_female ENSHGLG00000014555
heterocephalus_glaber_male ENSHGLG00100010173
fukomys_damarensis ENSFDAG00000018236
marmota_marmota_marmota ENSMMMG00000002810
ictidomys_tridecemlineatus ENSSTOG00000026756
urocitellus_parryii ENSUPAG00010010246
castor_canadensis ENSCCNG00000012597
dipodomys_ordii ENSDORG00000004385
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018960
mus_spicilegus ENSMSIG00000013922
mus_musculus ENSMUSG00000040867
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018110
mus_pahari MGP_PahariEiJ_G0029867
rattus_norvegicus ENSRNOG00000004650
meriones_unguiculatus ENSMUGG00000012707
cricetulus_griseus_chok1gshd ENSCGRG00001011574
cricetulus_griseus_crigri ENSCGRG00000002499
cricetulus_griseus_crigri-picr ENSCGRG00015013776
mesocricetus_auratus ENSMAUG00000016260
microtus_ochrogaster ENSMOCG00000019702
peromyscus_maniculatus_bairdii ENSPEMG00000014247
nannospalax_galili ENSNGAG00000020311
jaculus_jaculus ENSJJAG00000022298
dasypus_novemcinctus ENSDNOG00000010085
loxodonta_africana ENSLAFG00000003473
ornithorhynchus_anatinus ENSOANG00000009609
xenopus_tropicalis ENSXETG00000033849
latimeria_chalumnae ENSLACG00000006026
