vombatus_ursinus ENSVURG00010019743
phascolarctos_cinereus ENSPCIG00000004027
notamacropus_eugenii ENSMEUG00000010935
sarcophilus_harrisii ENSSHAG00000007344
monodelphis_domestica ENSMODG00000003918
mus_spicilegus ENSMSIG00000014828
mus_spretus MGP_SPRETEiJ_G0017120
mus_musculus ENSMUSG00000020357
mus_caroli MGP_CAROLIEiJ_G0016275
mus_pahari MGP_PahariEiJ_G0017411
rattus_norvegicus ENSRNOG00000002511
meriones_unguiculatus ENSMUGG00000026410
peromyscus_maniculatus ENSPEMG00000013317
microtus_ochrogaster ENSMOCG00000016968
cricetulus_griseus ENSCGRG00001019633
cricetulus_griseus ENSCGRG00015026436
cricetulus_griseus ENSCGRG00000006084
mesocricetus_auratus ENSMAUG00000014271
nannospalax_galili ENSNGAG00000013547
jaculus_jaculus ENSJJAG00000017737
urocitellus_parryii ENSUPAG00010013592
ictidomys_tridecemlineatus ENSSTOG00000009900
spermophilus_dauricus ENSSDAG00000001575
marmota_marmota ENSMMMG00000009846
castor_canadensis ENSCCNG00000012593
dipodomys_ordii ENSDORG00000012877
chinchilla_lanigera ENSCLAG00000012174
octodon_degus ENSODEG00000006420
cavia_porcellus ENSCPOG00000008026
cavia_aperea ENSCAPG00000008041
heterocephalus_glaber ENSHGLG00000017837
heterocephalus_glaber ENSHGLG00100006995
fukomys_damarensis ENSFDAG00000018750
oryctolagus_cuniculus ENSOCUG00000011092
ochotona_princeps ENSOPRG00000008278
propithecus_coquereli ENSPCOG00000016253
microcebus_murinus ENSMICG00000005770
prolemur_simus ENSPSMG00000013321
otolemur_garnettii ENSOGAG00000001707
pan_troglodytes ENSPTRG00000017639
pan_paniscus ENSPPAG00000042176
gorilla_gorilla ENSGGOG00000006749
homo_sapiens ENSG00000037280
pongo_abelii ENSPPYG00000016139
nomascus_leucogenys ENSNLEG00000002370
theropithecus_gelada ENSTGEG00000019462
papio_anubis ENSPANG00000016325
cercocebus_atys ENSCATG00000035362
mandrillus_leucophaeus ENSMLEG00000028787
macaca_mulatta ENSMMUG00000018693
macaca_fascicularis ENSMFAG00000033698
macaca_nemestrina ENSMNEG00000030424
chlorocebus_sabaeus ENSCSAG00000008130
piliocolobus_tephrosceles ENSPTEG00000000943
colobus_angolensis ENSCANG00000031641
rhinopithecus_roxellana ENSRROG00000036263
rhinopithecus_bieti ENSRBIG00000041805
cebus_capucinus ENSCCAG00000013809
saimiri_boliviensis ENSSBOG00000031031
callithrix_jacchus ENSCJAG00000009696
aotus_nancymaae ENSANAG00000030669
ursus_americanus ENSUAMG00000004369
ursus_maritimus ENSUMAG00000024583
ailuropoda_melanoleuca ENSAMEG00000000974
neovison_vison ENSNVIG00000010481
mustela_putorius ENSMPUG00000000579
canis_lupus ENSCAFG00000000482
canis_lupus ENSCAFG00020002415
vulpes_vulpes ENSVVUG00000026937
panthera_pardus ENSPPRG00000010423
panthera_tigris ENSPTIG00000016679
felis_catus ENSFCAG00000001882
pteropus_vampyrus ENSPVAG00000014905
bos_indicus ENSBIXG00000025127
bos_taurus ENSBTAG00000001462
bos_indicus ENSBIXG00005030226
bos_mutus ENSBMUG00000011679
bison_bison ENSBBBG00000001895
capra_hircus ENSCHIG00000013670
ovis_aries ENSOARG00000000603
tursiops_truncatus ENSTTRG00000006011
sus_scrofa ENSSSCG00000014007
myotis_lucifugus ENSMLUG00000009835
equus_caballus ENSECAG00000017108
equus_asinus ENSEASG00005012804
erinaceus_europaeus ENSEEUG00000008406
dasypus_novemcinctus ENSDNOG00000048259
procavia_capensis ENSPCAG00000014772
loxodonta_africana ENSLAFG00000008776
echinops_telfairi ENSETEG00000018200
ornithorhynchus_anatinus ENSOANG00000001739
calidris_pygmaea ENSCPGG00000016757
calidris_pugnax ENSCPUG00000002553
melopsittacus_undulatus ENSMUNG00000002366
parus_major ENSPMJG00000008144
cyanistes_caeruleus ENSCCEG00000010108
ficedula_albicollis ENSFALG00000007835
lonchura_striata ENSLSDG00000009787
taeniopygia_guttata ENSTGUG00000000983
serinus_canaria ENSSCAG00000011785
junco_hyemalis ENSJHYG00000015152
zonotrichia_albicollis ENSZALG00000010311
lepidothrix_coronata ENSLCOG00000007307
manacus_vitellinus ENSMVIG00005012128
anser_brachyrhynchus ENSABRG00000017535
anas_platyrhynchos ENSAPLG00000005955
gallus_gallus ENSGALG00000005802
coturnix_japonica ENSCJPG00005005537
meleagris_gallopavo ENSMGAG00000006995
numida_meleagris ENSNMEG00000018907
apteryx_rowi ENSARWG00000002878
nothoprocta_perdicaria ENSNPEG00000007017
crocodylus_porosus ENSCPRG00005012318
chelonoidis_abingdonii ENSCABG00000013263
gopherus_agassizii ENSGAGG00000024090
chrysemys_picta ENSCPBG00000009620
pelodiscus_sinensis ENSPSIG00000010766
anolis_carolinensis ENSACAG00000015792
pogona_vitticeps ENSPVIG00000008135
notechis_scutatus ENSNSUG00000017387
salvator_merianae ENSSMRG00000017187
sphenodon_punctatus ENSSPUG00000012355
ornithorhynchus_anatinus ENSOANG00000012477
xenopus_tropicalis ENSXETG00000016479
anas_platyrhynchos ENSAPLG00000007868
latimeria_chalumnae ENSLACG00000012631
clupea_harengus ENSCHAG00000001387
denticeps_clupeoides ENSDCDG00000033728
astyanax_mexicanus ENSAMXG00005004319
astyanax_mexicanus ENSAMXG00000001322
pygocentrus_nattereri ENSPNAG00000018827
ictalurus_punctatus ENSIPUG00000016925
electrophorus_electricus ENSEEEG00000008806
danio_rerio ENSDARG00000104453
takifugu_rubripes ENSTRUG00000005654
tetraodon_nigroviridis ENSTNIG00000008986
betta_splendens ENSBSLG00000009878
monopterus_albus ENSMALG00000006932
mastacembelus_armatus ENSMAMG00000011161
anabas_testudineus ENSATEG00000003469
