myotis_lucifugus ENSMLUG00000014952
erinaceus_europaeus ENSEEUG00000008414
equus_asinus_asinus ENSEASG00005019649
equus_caballus ENSECAG00000024647
pteropus_vampyrus ENSPVAG00000008381
ovis_aries ENSOARG00000016254
capra_hircus ENSCHIG00000023453
bos_mutus ENSBMUG00000011435
bos_taurus ENSBTAG00000013612
bison_bison_bison ENSBBBG00000023810
tursiops_truncatus ENSTTRG00000008074
sus_scrofa ENSSSCG00000014152
ursus_americanus ENSUAMG00000007358
ursus_maritimus ENSUMAG00000005321
ailuropoda_melanoleuca ENSAMEG00000013252
canis_lupus_familiaris ENSCAFG00000030454
canis_lupus_dingo ENSCAFG00020005995
vulpes_vulpes ENSVVUG00000022485
mustela_putorius_furo ENSMPUG00000007938
neovison_vison ENSNVIG00000018860
panthera_tigris_altaica ENSPTIG00000019976
panthera_pardus ENSPPRG00000006169
felis_catus ENSFCAG00000029005
ictidomys_tridecemlineatus ENSSTOG00000023398
spermophilus_dauricus ENSSDAG00000014183
urocitellus_parryii ENSUPAG00010016519
marmota_marmota_marmota ENSMMMG00000004673
castor_canadensis ENSCCNG00000023222
microtus_ochrogaster ENSMOCG00000011064
peromyscus_maniculatus_bairdii ENSPEMG00000030070
cricetulus_griseus_crigri-picr ENSCGRG00015016253
cricetulus_griseus_chok1gshd ENSCGRG00001018393
cricetulus_griseus_crigri ENSCGRG00000012869
mesocricetus_auratus ENSMAUG00000019084
mus_spicilegus ENSMSIG00000019189
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019629
mus_musculus ENSMUSG00000051098
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018746
mus_pahari MGP_PahariEiJ_G0015825
rattus_norvegicus ENSRNOG00000016252
nannospalax_galili ENSNGAG00000012390
chinchilla_lanigera ENSCLAG00000006185
octodon_degus ENSODEG00000002495
cavia_porcellus ENSCPOG00000036054
heterocephalus_glaber_male ENSHGLG00100001003
heterocephalus_glaber_female ENSHGLG00000006904
fukomys_damarensis ENSFDAG00000011642
dipodomys_ordii ENSDORG00000002413
