amphiprion_percula ENSAPEG00000022115
amphiprion_ocellaris ENSAOCG00000024277
acanthochromis_polyacanthus ENSAPOG00000013958
stegastes_partitus ENSSPAG00000006765
oryzias_latipes ENSORLG00000024466
oryzias_latipes_asm223469v1 ENSORLG00015019995
oryzias_latipes ENSORLG00020013615
oryzias_melastigma ENSOMEG00000000597
maylandia_zebra ENSMZEG00005015013
haplochromis_burtoni ENSHBUG00000016213
pundamilia_nyererei ENSPNYG00000016714
astatotilapia_calliptera ENSACLG00000005606
neolamprologus_brichardi ENSNBRG00000015041
oreochromis_niloticus ENSONIG00000003080
seriola_dumerili ENSSDUG00000006858
scophthalmus_maximus ENSSMAG00000019697
poecilia_mexicana ENSPMEG00000011413
poecilia_latipinna ENSPLAG00000018778
poecilia_reticulata ENSPREG00000020761
xiphophorus_maculatus ENSXMAG00000021038
xiphophorus_couchianus ENSXCOG00000019736
gambusia_affinis ENSGAFG00000007230
cyprinodon_variegatus ENSCVAG00000011040
fundulus_heteroclitus ENSFHEG00000016448
hippocampus_comes ENSHCOG00000014946
labrus_bergylta ENSLBEG00000024423
mola_mola ENSMMOG00000002406
cynoglossus_semilaevis ENSCSEG00000004616
mastacembelus_armatus ENSMAMG00000011956
monopterus_albus ENSMALG00000012066
anabas_testudineus ENSATEG00000004551
periophthalmus_magnuspinnatus ENSPMGG00000012518
esox_lucius ENSELUG00000023858
astyanax_mexicanus ENSAMXG00000038383
pygocentrus_nattereri ENSPNAG00000000699
ictalurus_punctatus ENSIPUG00000001158
scleropages_formosus ENSSFOG00015001615
paramormyrops_kingsleyae ENSPKIG00000018645
ficedula_albicollis ENSFALG00000014879
