scophthalmus_maximus ENSSMAG00000018155
gasterosteus_aculeatus ENSGACG00000004448
mola_mola ENSMMOG00000013422
takifugu_rubripes ENSTRUG00000006594
labrus_bergylta ENSLBEG00000026925
cynoglossus_semilaevis ENSCSEG00000017964
larimichthys_crocea ENSLCRG00005006559
cottoperca_gobio ENSCGOG00000017457
amphiprion_percula ENSAPEG00000020086
amphiprion_ocellaris ENSAOCG00000010473
acanthochromis_polyacanthus ENSAPOG00000020790
stegastes_partitus ENSSPAG00000018587
parambassis_ranga ENSPRNG00000021568
maylandia_zebra ENSMZEG00005001119
astatotilapia_calliptera ENSACLG00000002634
pundamilia_nyererei ENSPNYG00000003592
haplochromis_burtoni ENSHBUG00000013247
neolamprologus_brichardi ENSNBRG00000011159
oreochromis_niloticus ENSONIG00000000642
amphilophus_citrinellus ENSACIG00000012470
gouania_willdenowi ENSGWIG00000001426
fundulus_heteroclitus ENSFHEG00000012198
cyprinodon_variegatus ENSCVAG00000016619
poecilia_formosa ENSPFOG00000016763
poecilia_mexicana ENSPMEG00000023320
poecilia_latipinna ENSPLAG00000020439
poecilia_reticulata ENSPREG00000014128
xiphophorus_maculatus ENSXMAG00000021912
xiphophorus_couchianus ENSXCOG00000014063
gambusia_affinis ENSGAFG00000015430
kryptolebias_marmoratus ENSKMAG00000017664
oryzias_latipes ENSORLG00000017121
oryzias_latipes ENSORLG00015005415
oryzias_melastigma ENSOMEG00000015466
seriola_lalandi ENSSLDG00000019617
seriola_dumerili ENSSDUG00000017918
lates_calcarifer ENSLCAG00010016876
mastacembelus_armatus ENSMAMG00000002387
monopterus_albus ENSMALG00000002604
anabas_testudineus ENSATEG00000001586
tetraodon_nigroviridis ENSTNIG00000012204
hippocampus_comes ENSHCOG00000014150
periophthalmus_magnuspinnatus ENSPMGG00000008664
gadus_morhua ENSGMOG00000018667
hucho_hucho ENSHHUG00000010127
hucho_hucho ENSHHUG00000036385
denticeps_clupeoides ENSDCDG00000033980
clupea_harengus ENSCHAG00000020060
astyanax_mexicanus ENSAMXG00005005696
astyanax_mexicanus ENSAMXG00000011601
pygocentrus_nattereri ENSPNAG00000020421
electrophorus_electricus ENSEEEG00000013311
ictalurus_punctatus ENSIPUG00000006041
danio_rerio ENSDARG00000044803
paramormyrops_kingsleyae ENSPKIG00000011346
scleropages_formosus ENSSFOG00015006122
clupea_harengus ENSCHAG00000013794
denticeps_clupeoides ENSDCDG00000002997
astyanax_mexicanus ENSAMXG00005013235
astyanax_mexicanus ENSAMXG00000024795
pygocentrus_nattereri ENSPNAG00000018773
electrophorus_electricus ENSEEEG00000008526
ictalurus_punctatus ENSIPUG00000020319
danio_rerio ENSDARG00000044982
hucho_hucho ENSHHUG00000025784
hucho_hucho ENSHHUG00000043399
esox_lucius ENSELUG00000003120
paramormyrops_kingsleyae ENSPKIG00000010699
scleropages_formosus ENSSFOG00015017778
lepisosteus_oculatus ENSLOCG00000003190
erpetoichthys_calabaricus ENSECRG00000008033
lonchura_striata ENSLSDG00000010395
taeniopygia_guttata ENSTGUG00000002492
serinus_canaria ENSSCAG00000002932
zonotrichia_albicollis ENSZALG00000013289
junco_hyemalis ENSJHYG00000014813
ficedula_albicollis ENSFALG00000009969
parus_major ENSPMJG00000010381
cyanistes_caeruleus ENSCCEG00000006117
manacus_vitellinus ENSMVIG00005003007
lepidothrix_coronata ENSLCOG00000008392
melopsittacus_undulatus ENSMUNG00000006177
calidris_pygmaea ENSCPGG00000003925
calidris_pugnax ENSCPUG00000018283
anas_platyrhynchos ENSAPLG00000014342
anser_brachyrhynchus ENSABRG00000020718
meleagris_gallopavo ENSMGAG00000005927
coturnix_japonica ENSCJPG00005001417
gallus_gallus ENSGALG00000030376
numida_meleagris ENSNMEG00000016135
apteryx_haastii ENSAHAG00000017628
apteryx_owenii ENSAOWG00000009225
apteryx_rowi ENSARWG00000013315
dromaius_novaehollandiae ENSDNVG00000018058
nothoprocta_perdicaria ENSNPEG00000011754
crocodylus_porosus ENSCPRG00005000173
gopherus_agassizii ENSGAGG00000024702
chelonoidis_abingdonii ENSCABG00000017225
chrysemys_picta ENSCPBG00000021514
pelodiscus_sinensis ENSPSIG00000005893
sphenodon_punctatus ENSSPUG00000012696
phascolarctos_cinereus ENSPCIG00000023864
vombatus_ursinus ENSVURG00010023997
notamacropus_eugenii ENSMEUG00000012958
sarcophilus_harrisii ENSSHAG00000004396
monodelphis_domestica ENSMODG00000012387
loxodonta_africana ENSLAFG00000014902
procavia_capensis ENSPCAG00000004816
echinops_telfairi ENSETEG00000020068
choloepus_hoffmanni ENSCHOG00000002506
dasypus_novemcinctus ENSDNOG00000000612
prolemur_simus ENSPSMG00000013313
microcebus_murinus ENSMICG00000012203
propithecus_coquereli ENSPCOG00000027844
otolemur_garnettii ENSOGAG00000002278
callithrix_jacchus ENSCJAG00000013708
saimiri_boliviensis ENSSBOG00000020893
cebus_capucinus ENSCCAG00000019005
aotus_nancymaae ENSANAG00000027681
pan_troglodytes ENSPTRG00000000167
pan_paniscus ENSPPAG00000043366
homo_sapiens ENSG00000162496
gorilla_gorilla ENSGGOG00000014993
pongo_abelii ENSPPYG00000001868
nomascus_leucogenys ENSNLEG00000009838
theropithecus_gelada ENSTGEG00000021869
cercocebus_atys ENSCATG00000037848
macaca_fascicularis ENSMFAG00000044134
macaca_mulatta ENSMMUG00000005681
macaca_nemestrina ENSMNEG00000035781
chlorocebus_sabaeus ENSCSAG00000000811
papio_anubis ENSPANG00000013326
mandrillus_leucophaeus ENSMLEG00000033359
rhinopithecus_roxellana ENSRROG00000037001
rhinopithecus_bieti ENSRBIG00000037768
colobus_angolensis ENSCANG00000041075
piliocolobus_tephrosceles ENSPTEG00000031385
peromyscus_maniculatus ENSPEMG00000019609
microtus_ochrogaster ENSMOCG00000015852
cricetulus_griseus ENSCGRG00000010566
cricetulus_griseus ENSCGRG00001012549
cricetulus_griseus ENSCGRG00015001270
mesocricetus_auratus ENSMAUG00000014881
mus_spretus MGP_SPRETEiJ_G0027771
mus_spicilegus ENSMSIG00000028012
mus_musculus ENSMUSG00000066026
mus_caroli MGP_CAROLIEiJ_G0026779
mus_pahari MGP_PahariEiJ_G0029127
rattus_norvegicus ENSRNOG00000015736
nannospalax_galili ENSNGAG00000014336
jaculus_jaculus ENSJJAG00000010964
castor_canadensis ENSCCNG00000011578
ictidomys_tridecemlineatus ENSSTOG00000016015
marmota_marmota ENSMMMG00000016372
urocitellus_parryii ENSUPAG00010004636
spermophilus_dauricus ENSSDAG00000002997
chinchilla_lanigera ENSCLAG00000005004
octodon_degus ENSODEG00000013556
cavia_porcellus ENSCPOG00000001600
cavia_aperea ENSCAPG00000009668
heterocephalus_glaber ENSHGLG00000010111
heterocephalus_glaber ENSHGLG00100016053
fukomys_damarensis ENSFDAG00000020193
myotis_lucifugus ENSMLUG00000025156
equus_asinus ENSEASG00005016047
equus_caballus ENSECAG00000013582
pteropus_vampyrus ENSPVAG00000008936
capra_hircus ENSCHIG00000008787
ovis_aries ENSOARG00000014744
bos_indicus ENSBIXG00000019871
bos_indicus ENSBIXG00005021601
bos_taurus ENSBTAG00000024493
bos_mutus ENSBMUG00000013362
bison_bison ENSBBBG00000022657
tursiops_truncatus ENSTTRG00000004740
sus_scrofa ENSSSCG00000003439
vicugna_pacos ENSVPAG00000003368
erinaceus_europaeus ENSEEUG00000002649
carlito_syrichta ENSTSYG00000004250
ursus_maritimus ENSUMAG00000021788
ursus_americanus ENSUAMG00000019427
ailuropoda_melanoleuca ENSAMEG00000006744
mustela_putorius ENSMPUG00000016371
neovison_vison ENSNVIG00000010957
panthera_pardus ENSPPRG00000003032
panthera_tigris ENSPTIG00000016902
felis_catus ENSFCAG00000000576
canis_lupus ENSCAFG00020004688
canis_lupus ENSCAFG00000016376
vulpes_vulpes ENSVVUG00000028869
ochotona_princeps ENSOPRG00000007330
dipodomys_ordii ENSDORG00000006514
meriones_unguiculatus ENSMUGG00000022185
oryctolagus_cuniculus ENSOCUG00000016301
oryctolagus_cuniculus ENSOCUG00000029199
myotis_lucifugus ENSMLUG00000008304
notechis_scutatus ENSNSUG00000001632
ornithorhynchus_anatinus ENSOANG00000006099
pogona_vitticeps ENSPVIG00000017212
anolis_carolinensis ENSACAG00000015008
salvator_merianae ENSSMRG00000008863
xenopus_tropicalis ENSXETG00000016017
latimeria_chalumnae ENSLACG00000010288
eptatretus_burgeri ENSEBUG00000005457
