calidris_pygmaea ENSCPGG00000009631
calidris_pugnax ENSCPUG00000008645
melopsittacus_undulatus ENSMUNG00000000194
gallus_gallus ENSGALG00000048115
serinus_canaria ENSSCAG00000016953
lonchura_striata_domestica ENSLSDG00000008156
zonotrichia_albicollis ENSZALG00000003024
junco_hyemalis ENSJHYG00000017093
cyanistes_caeruleus ENSCCEG00000001046
parus_major ENSPMJG00000003195
apteryx_owenii ENSAOWG00000016836
apteryx_haastii ENSAHAG00000008483
apteryx_rowi ENSARWG00000011931
dromaius_novaehollandiae ENSDNVG00000002538
nothoprocta_perdicaria ENSNPEG00000013379
anser_brachyrhynchus ENSABRG00000002873
crocodylus_porosus ENSCPRG00005013316
gopherus_agassizii ENSGAGG00000016313
chelonoidis_abingdonii ENSCABG00000015339
chrysemys_picta_bellii ENSCPBG00000014527
pogona_vitticeps ENSPVIG00000024364
anolis_carolinensis ENSACAG00000004487
notechis_scutatus ENSNSUG00000000914
salvator_merianae ENSSMRG00000019164
sphenodon_punctatus ENSSPUG00000007122
ochotona_princeps ENSOPRG00000014424
sorex_araneus ENSSARG00000005570
dasypus_novemcinctus ENSDNOG00000033186
notamacropus_eugenii ENSMEUG00000005487
phascolarctos_cinereus ENSPCIG00000018847
monodelphis_domestica ENSMODG00000004753
sarcophilus_harrisii ENSSHAG00000010609
propithecus_coquereli ENSPCOG00000014172
otolemur_garnettii ENSOGAG00000010428
gorilla_gorilla ENSGGOG00000006013
homo_sapiens ENSG00000105088
pan_troglodytes ENSPTRG00000010453
pan_paniscus ENSPPAG00000041568
pongo_abelii ENSPPYG00000009538
nomascus_leucogenys ENSNLEG00000012008
cercocebus_atys ENSCATG00000030581
mandrillus_leucophaeus ENSMLEG00000035502
macaca_fascicularis ENSMFAG00000002640
macaca_mulatta ENSMMUG00000016596
macaca_nemestrina ENSMNEG00000035191
theropithecus_gelada ENSTGEG00000023915
papio_anubis ENSPANG00000004123
chlorocebus_sabaeus ENSCSAG00000007635
rhinopithecus_roxellana ENSRROG00000030712
colobus_angolensis_palliatus ENSCANG00000038580
piliocolobus_tephrosceles ENSPTEG00000032667
cebus_capucinus ENSCCAG00000029162
callithrix_jacchus ENSCJAG00000006061
saimiri_boliviensis_boliviensis ENSSBOG00000020219
aotus_nancymaae ENSANAG00000020226
spermophilus_dauricus ENSSDAG00000023777
ictidomys_tridecemlineatus ENSSTOG00000005307
marmota_marmota_marmota ENSMMMG00000015681
urocitellus_parryii ENSUPAG00010022432
castor_canadensis ENSCCNG00000030041
chinchilla_lanigera ENSCLAG00000010808
octodon_degus ENSODEG00000016646
heterocephalus_glaber_female ENSHGLG00000005597
heterocephalus_glaber_male ENSHGLG00100012545
fukomys_damarensis ENSFDAG00000009942
myotis_lucifugus ENSMLUG00000008560
sus_scrofa ENSSSCG00000027434
capra_hircus ENSCHIG00000019600
ursus_americanus ENSUAMG00000018743
