anas_platyrhynchos_platyrhynchos ENSAPLG00000025812
anser_brachyrhynchus ENSABRG00000018317
gallus_gallus ENSGALG00000014762
coturnix_japonica ENSCJPG00005008599
numida_meleagris ENSNMEG00000011199
taeniopygia_guttata ENSTGUG00000009977
zonotrichia_albicollis ENSZALG00000017141
ficedula_albicollis ENSFALG00000006326
cyanistes_caeruleus ENSCCEG00000015609
parus_major ENSPMJG00000014651
pelodiscus_sinensis ENSPSIG00000005265
pogona_vitticeps ENSPVIG00000001764
monodelphis_domestica ENSMODG00000027341
latimeria_chalumnae ENSLACG00000013889
lepisosteus_oculatus ENSLOCG00000003043
