amphiprion_percula ENSAPEG00000024415
amphiprion_ocellaris ENSAOCG00000005857
acanthochromis_polyacanthus ENSAPOG00000002662
stegastes_partitus ENSSPAG00000000031
poecilia_latipinna ENSPLAG00000002751
poecilia_formosa ENSPFOG00000024449
poecilia_mexicana ENSPMEG00000004281
poecilia_reticulata ENSPREG00000017693
xiphophorus_maculatus ENSXMAG00000020175
xiphophorus_couchianus ENSXCOG00000017275
gambusia_affinis ENSGAFG00000020483
fundulus_heteroclitus ENSFHEG00000005668
kryptolebias_marmoratus ENSKMAG00000006675
oryzias_latipes ENSORLG00000023703
oryzias_latipes_asm223469v1 ENSORLG00015006895
oryzias_melastigma ENSOMEG00000017357
pundamilia_nyererei ENSPNYG00000020323
astatotilapia_calliptera ENSACLG00000018965
maylandia_zebra ENSMZEG00005010867
haplochromis_burtoni ENSHBUG00000011094
neolamprologus_brichardi ENSNBRG00000022085
amphilophus_citrinellus ENSACIG00000013399
mola_mola ENSMMOG00000001457
takifugu_rubripes ENSTRUG00000022020
labrus_bergylta ENSLBEG00000001603
anabas_testudineus ENSATEG00000017126
scophthalmus_maximus ENSSMAG00000011716
cynoglossus_semilaevis ENSCSEG00000005374
seriola_lalandi_dorsalis ENSSLDG00000012274
seriola_lalandi_dorsalis ENSSLDG00000003842
seriola_dumerili ENSSDUG00000021604
hippocampus_comes ENSHCOG00000016187
gadus_morhua ENSGMOG00000020138
esox_lucius ENSELUG00000005948
pygocentrus_nattereri ENSPNAG00000015296
astyanax_mexicanus ENSAMXG00000033066
ictalurus_punctatus ENSIPUG00000019267
paramormyrops_kingsleyae ENSPKIG00000017950
