coturnix_japonica ENSCJPG00005014002
meleagris_gallopavo ENSMGAG00000014165
gallus_gallus ENSGALG00000044505
numida_meleagris ENSNMEG00000005932
anas_platyrhynchos ENSAPLG00000025783
lepidothrix_coronata ENSLCOG00000006160
manacus_vitellinus ENSMVIG00005010205
serinus_canaria ENSSCAG00000002212
junco_hyemalis ENSJHYG00000011599
lonchura_striata ENSLSDG00000016290
cyanistes_caeruleus ENSCCEG00000009426
parus_major ENSPMJG00000009881
apteryx_rowi ENSARWG00000012378
apteryx_haastii ENSAHAG00000000325
dromaius_novaehollandiae ENSDNVG00000014276
crocodylus_porosus ENSCPRG00005007946
chelonoidis_abingdonii ENSCABG00000017733
chrysemys_picta ENSCPBG00000026299
pelodiscus_sinensis ENSPSIG00000006295
sphenodon_punctatus ENSSPUG00000001057
ursus_maritimus ENSUMAG00000017734
ursus_americanus ENSUAMG00000013433
ailuropoda_melanoleuca ENSAMEG00000015007
mustela_putorius ENSMPUG00000003972
neovison_vison ENSNVIG00000021143
canis_lupus ENSCAFG00000023568
canis_lupus ENSCAFG00020005157
vulpes_vulpes ENSVVUG00000006136
felis_catus ENSFCAG00000006560
panthera_pardus ENSPPRG00000010286
equus_asinus ENSEASG00005018253
equus_caballus ENSECAG00000021378
myotis_lucifugus ENSMLUG00000025811
pteropus_vampyrus ENSPVAG00000007514
bos_indicus ENSBIXG00000005583
bos_taurus ENSBTAG00000024470
bos_indicus ENSBIXG00005014382
bos_mutus ENSBMUG00000015689
bison_bison ENSBBBG00000016581
capra_hircus ENSCHIG00000019998
ovis_aries ENSOARG00000006400
sus_scrofa ENSSSCG00000006466
tursiops_truncatus ENSTTRG00000014514
sorex_araneus ENSSARG00000011738
erinaceus_europaeus ENSEEUG00000012495
castor_canadensis ENSCCNG00000024111
dipodomys_ordii ENSDORG00000007691
cricetulus_griseus ENSCGRG00001020362
cricetulus_griseus ENSCGRG00000016931
cricetulus_griseus ENSCGRG00015025902
mesocricetus_auratus ENSMAUG00000010216
microtus_ochrogaster ENSMOCG00000016198
peromyscus_maniculatus ENSPEMG00000016347
mus_spicilegus ENSMSIG00000022602
mus_spretus MGP_SPRETEiJ_G0026083
mus_musculus ENSMUSG00000028071
mus_caroli MGP_CAROLIEiJ_G0025142
mus_pahari MGP_PahariEiJ_G0026585
rattus_norvegicus ENSRNOG00000013294
meriones_unguiculatus ENSMUGG00000024458
nannospalax_galili ENSNGAG00000014692
ictidomys_tridecemlineatus ENSSTOG00000020662
urocitellus_parryii ENSUPAG00010004688
spermophilus_dauricus ENSSDAG00000023038
chinchilla_lanigera ENSCLAG00000003636
octodon_degus ENSODEG00000009290
cavia_aperea ENSCAPG00000011584
cavia_porcellus ENSCPOG00000027450
heterocephalus_glaber ENSHGLG00000005553
oryctolagus_cuniculus ENSOCUG00000010671
ochotona_princeps ENSOPRG00000000660
pan_troglodytes ENSPTRG00000001476
pan_paniscus ENSPPAG00000030142
homo_sapiens ENSG00000027869
gorilla_gorilla ENSGGOG00000013632
pongo_abelii ENSPPYG00000000701
nomascus_leucogenys ENSNLEG00000012776
papio_anubis ENSPANG00000008351
theropithecus_gelada ENSTGEG00000002275
chlorocebus_sabaeus ENSCSAG00000002200
mandrillus_leucophaeus ENSMLEG00000042788
cercocebus_atys ENSCATG00000022075
macaca_fascicularis ENSMFAG00000001858
macaca_mulatta ENSMMUG00000010917
macaca_nemestrina ENSMNEG00000035565
colobus_angolensis ENSCANG00000035940
piliocolobus_tephrosceles ENSPTEG00000014214
rhinopithecus_bieti ENSRBIG00000041999
rhinopithecus_roxellana ENSRROG00000033520
cebus_capucinus ENSCCAG00000020557
saimiri_boliviensis ENSSBOG00000036255
callithrix_jacchus ENSCJAG00000006232
aotus_nancymaae ENSANAG00000024368
carlito_syrichta ENSTSYG00000031201
prolemur_simus ENSPSMG00000010250
propithecus_coquereli ENSPCOG00000014858
microcebus_murinus ENSMICG00000008964
otolemur_garnettii ENSOGAG00000003467
tupaia_belangeri ENSTBEG00000016115
loxodonta_africana ENSLAFG00000009008
procavia_capensis ENSPCAG00000015187
echinops_telfairi ENSETEG00000015999
dasypus_novemcinctus ENSDNOG00000032787
phascolarctos_cinereus ENSPCIG00000024244
vombatus_ursinus ENSVURG00010013954
sarcophilus_harrisii ENSSHAG00000016256
monodelphis_domestica ENSMODG00000016772
notamacropus_eugenii ENSMEUG00000010804
xenopus_tropicalis ENSXETG00000008302
