scleropages_formosus ENSSFOG00015021689
paramormyrops_kingsleyae ENSPKIG00000000437
paramormyrops_kingsleyae ENSPKIG00000007299
pygocentrus_nattereri ENSPNAG00000002555
astyanax_mexicanus ENSAMXG00000038724
ictalurus_punctatus ENSIPUG00000021729
danio_rerio ENSDARG00000045644
oryzias_latipes ENSORLG00000007332
oryzias_latipes ENSORLG00020006653
oryzias_latipes_asm223469v1 ENSORLG00015020743
oryzias_melastigma ENSOMEG00000022269
oryzias_melastigma ENSOMEG00000006116
mola_mola ENSMMOG00000003012
cynoglossus_semilaevis ENSCSEG00000002347
gasterosteus_aculeatus ENSGACG00000004596
maylandia_zebra ENSMZEG00005022519
pundamilia_nyererei ENSPNYG00000012827
astatotilapia_calliptera ENSACLG00000017374
haplochromis_burtoni ENSHBUG00000014064
neolamprologus_brichardi ENSNBRG00000017306
oreochromis_niloticus ENSONIG00000015363
amphilophus_citrinellus ENSACIG00000002627
kryptolebias_marmoratus ENSKMAG00000018610
mastacembelus_armatus ENSMAMG00000007184
monopterus_albus ENSMALG00000008674
anabas_testudineus ENSATEG00000008047
seriola_dumerili ENSSDUG00000008779
seriola_lalandi_dorsalis ENSSLDG00000024254
scophthalmus_maximus ENSSMAG00000015506
takifugu_rubripes ENSTRUG00000013194
tetraodon_nigroviridis ENSTNIG00000008411
labrus_bergylta ENSLBEG00000016859
amphiprion_percula ENSAPEG00000019875
amphiprion_ocellaris ENSAOCG00000018504
acanthochromis_polyacanthus ENSAPOG00000006900
stegastes_partitus ENSSPAG00000018001
cyprinodon_variegatus ENSCVAG00000015085
fundulus_heteroclitus ENSFHEG00000000173
poecilia_latipinna ENSPLAG00000007133
poecilia_reticulata ENSPREG00000009520
poecilia_mexicana ENSPMEG00000014417
poecilia_formosa ENSPFOG00000022767
xiphophorus_maculatus ENSXMAG00000003380
gambusia_affinis ENSGAFG00000020662
periophthalmus_magnuspinnatus ENSPMGG00000001245
hippocampus_comes ENSHCOG00000013933
gadus_morhua ENSGMOG00000008322
esox_lucius ENSELUG00000000117
lepisosteus_oculatus ENSLOCG00000014880
notamacropus_eugenii ENSMEUG00000003961
phascolarctos_cinereus ENSPCIG00000003761
sarcophilus_harrisii ENSSHAG00000017499
monodelphis_domestica ENSMODG00000011032
gorilla_gorilla ENSGGOG00000002094
homo_sapiens ENSG00000074410
pan_paniscus ENSPPAG00000043661
pan_troglodytes ENSPTRG00000051680
pongo_abelii ENSPPYG00000006540
nomascus_leucogenys ENSNLEG00000012252
colobus_angolensis_palliatus ENSCANG00000033436
piliocolobus_tephrosceles ENSPTEG00000031947
rhinopithecus_bieti ENSRBIG00000029274
rhinopithecus_roxellana ENSRROG00000032132
macaca_fascicularis ENSMFAG00000040970
macaca_nemestrina ENSMNEG00000035236
macaca_mulatta ENSMMUG00000021338
cercocebus_atys ENSCATG00000029646
theropithecus_gelada ENSTGEG00000021703
papio_anubis ENSPANG00000016960
mandrillus_leucophaeus ENSMLEG00000038571
chlorocebus_sabaeus ENSCSAG00000012342
cebus_capucinus ENSCCAG00000027249
saimiri_boliviensis_boliviensis ENSSBOG00000009690
callithrix_jacchus ENSCJAG00000011284
aotus_nancymaae ENSANAG00000031578
carlito_syrichta ENSTSYG00000009877
prolemur_simus ENSPSMG00000004183
