latimeria_chalumnae ENSLACG00000002641
xenopus_tropicalis ENSXETG00000003478
paramormyrops_kingsleyae ENSPKIG00000024642
scleropages_formosus ENSSFOG00015001750
hucho_hucho ENSHHUG00000048944
hucho_hucho ENSHHUG00000011895
esox_lucius ENSELUG00000020366
oryzias_latipes ENSORLG00015022589
oryzias_latipes ENSORLG00000029018
oryzias_latipes ENSORLG00020009145
oryzias_melastigma ENSOMEG00000023153
betta_splendens ENSBSLG00000011613
cottoperca_gobio ENSCGOG00000003101
larimichthys_crocea ENSLCRG00005015658
takifugu_rubripes ENSTRUG00000003331
tetraodon_nigroviridis ENSTNIG00000008358
mola_mola ENSMMOG00000018885
labrus_bergylta ENSLBEG00000000098
lates_calcarifer ENSLCAG00010019306
scophthalmus_maximus ENSSMAG00000010072
seriola_dumerili ENSSDUG00000020343
seriola_lalandi ENSSLDG00000010732
mastacembelus_armatus ENSMAMG00000002429
monopterus_albus ENSMALG00000000310
anabas_testudineus ENSATEG00000018494
cynoglossus_semilaevis ENSCSEG00000015645
amphiprion_percula ENSAPEG00000011582
amphiprion_ocellaris ENSAOCG00000022306
acanthochromis_polyacanthus ENSAPOG00000006564
stegastes_partitus ENSSPAG00000006970
parambassis_ranga ENSPRNG00000006275
poecilia_mexicana ENSPMEG00000013000
poecilia_formosa ENSPFOG00000011639
poecilia_latipinna ENSPLAG00000020738
poecilia_reticulata ENSPREG00000020983
xiphophorus_couchianus ENSXCOG00000002133
xiphophorus_maculatus ENSXMAG00000019286
gambusia_affinis ENSGAFG00000021857
fundulus_heteroclitus ENSFHEG00000008512
cyprinodon_variegatus ENSCVAG00000015671
kryptolebias_marmoratus ENSKMAG00000022124
gouania_willdenowi ENSGWIG00000018759
maylandia_zebra ENSMZEG00005017237
astatotilapia_calliptera ENSACLG00000004373
haplochromis_burtoni ENSHBUG00000018376
pundamilia_nyererei ENSPNYG00000021476
neolamprologus_brichardi ENSNBRG00000014665
oreochromis_niloticus ENSONIG00000010457
amphilophus_citrinellus ENSACIG00000008590
hippocampus_comes ENSHCOG00000008015
gasterosteus_aculeatus ENSGACG00000013487
periophthalmus_magnuspinnatus ENSPMGG00000001007
gadus_morhua ENSGMOG00000018689
denticeps_clupeoides ENSDCDG00000010034
clupea_harengus ENSCHAG00000007667
astyanax_mexicanus ENSAMXG00000042749
astyanax_mexicanus ENSAMXG00005021375
pygocentrus_nattereri ENSPNAG00000019260
ictalurus_punctatus ENSIPUG00000016589
electrophorus_electricus ENSEEEG00000003182
danio_rerio ENSDARG00000093269
lepisosteus_oculatus ENSLOCG00000015269
erpetoichthys_calabaricus ENSECRG00000006015
callorhinchus_milii ENSCMIG00000013955
capra_hircus ENSCHIG00000020392
ovis_aries ENSOARG00000007016
bos_taurus ENSBTAG00000011014
bos_mutus ENSBMUG00000017503
bison_bison ENSBBBG00000020934
pteropus_vampyrus ENSPVAG00000011966
ailuropoda_melanoleuca ENSAMEG00000017622
ursus_americanus ENSUAMG00000009169
neovison_vison ENSNVIG00000010301
mustela_putorius ENSMPUG00000004108
sorex_araneus ENSSARG00000007937
propithecus_coquereli ENSPCOG00000017784
otolemur_garnettii ENSOGAG00000025801
saimiri_boliviensis ENSSBOG00000010586
callithrix_jacchus ENSCJAG00000007248
tupaia_belangeri ENSTBEG00000009462
procavia_capensis ENSPCAG00000004014
eptatretus_burgeri ENSEBUG00000015369
