vombatus_ursinus ENSVURG00010000847
phascolarctos_cinereus ENSPCIG00000022219
notamacropus_eugenii ENSMEUG00000006082
monodelphis_domestica ENSMODG00000006556
sarcophilus_harrisii ENSSHAG00000000085
chinchilla_lanigera ENSCLAG00000010976
octodon_degus ENSODEG00000011021
heterocephalus_glaber ENSHGLG00100008655
heterocephalus_glaber ENSHGLG00000015840
fukomys_damarensis ENSFDAG00000007448
cavia_porcellus ENSCPOG00000026420
cavia_aperea ENSCAPG00000012746
ictidomys_tridecemlineatus ENSSTOG00000019777
urocitellus_parryii ENSUPAG00010004006
cricetulus_griseus ENSCGRG00000016579
cricetulus_griseus ENSCGRG00015007948
cricetulus_griseus ENSCGRG00001000586
mesocricetus_auratus ENSMAUG00000009359
peromyscus_maniculatus ENSPEMG00000013011
microtus_ochrogaster ENSMOCG00000008121
mus_spretus MGP_SPRETEiJ_G0016344
mus_spicilegus ENSMSIG00000000794
mus_musculus ENSMUSG00000052151
mus_caroli MGP_CAROLIEiJ_G0015526
mus_pahari MGP_PahariEiJ_G0030939
rattus_norvegicus ENSRNOG00000000177
meriones_unguiculatus ENSMUGG00000021741
nannospalax_galili ENSNGAG00000006196
jaculus_jaculus ENSJJAG00000022738
castor_canadensis ENSCCNG00000020473
castor_canadensis ENSCCNG00000023718
castor_canadensis ENSCCNG00000015389
oryctolagus_cuniculus ENSOCUG00000025039
dipodomys_ordii ENSDORG00000028750
loxodonta_africana ENSLAFG00000007571
ursus_americanus ENSUAMG00000015934
ursus_maritimus ENSUMAG00000005133
ailuropoda_melanoleuca ENSAMEG00000002579
canis_lupus ENSCAFG00020016759
canis_lupus ENSCAFG00000019734
vulpes_vulpes ENSVVUG00000022451
panthera_pardus ENSPPRG00000008813
panthera_tigris ENSPTIG00000012507
felis_catus ENSFCAG00000024319
myotis_lucifugus ENSMLUG00000028979
mustela_putorius ENSMPUG00000010138
neovison_vison ENSNVIG00000001939
felis_catus ENSFCAG00000049785
erinaceus_europaeus ENSEEUG00000010252
pteropus_vampyrus ENSPVAG00000008699
bos_mutus ENSBMUG00000003569
bos_indicus ENSBIXG00005027849
bos_taurus ENSBTAG00000000717
bison_bison ENSBBBG00000016647
capra_hircus ENSCHIG00000026941
ovis_aries ENSOARG00000008281
sus_scrofa ENSSSCG00000014004
tursiops_truncatus ENSTTRG00000003761
ochotona_princeps ENSOPRG00000006300
propithecus_coquereli ENSPCOG00000013407
microcebus_murinus ENSMICG00000003741
prolemur_simus ENSPSMG00000000190
otolemur_garnettii ENSOGAG00000029675
equus_asinus ENSEASG00005021431
equus_caballus ENSECAG00000028640
papio_anubis ENSPANG00000009248
