propithecus_coquereli ENSPCOG00000020088
prolemur_simus ENSPSMG00000004856
nomascus_leucogenys ENSNLEG00000010205
mandrillus_leucophaeus ENSMLEG00000027542
rhinopithecus_bieti ENSRBIG00000040821
rhinopithecus_roxellana ENSRROG00000035115
colobus_angolensis_palliatus ENSCANG00000025617
piliocolobus_tephrosceles ENSPTEG00000022537
macaca_mulatta ENSMMUG00000038005
macaca_fascicularis ENSMFAG00000030702
macaca_nemestrina ENSMNEG00000045158
papio_anubis ENSPANG00000032257
theropithecus_gelada ENSTGEG00000025485
pan_troglodytes ENSPTRG00000048300
pan_paniscus ENSPPAG00000036937
gorilla_gorilla ENSGGOG00000004440
pongo_abelii ENSPPYG00000007116
callithrix_jacchus ENSCJAG00000039955
callithrix_jacchus ENSCJAG00000048032
cebus_capucinus ENSCCAG00000035229
aotus_nancymaae ENSANAG00000031495
saimiri_boliviensis_boliviensis ENSSBOG00000034301
tupaia_belangeri ENSTBEG00000009664
peromyscus_maniculatus_bairdii ENSPEMG00000026455
cricetulus_griseus_crigri-picr ENSCGRG00015008340
castor_canadensis ENSCCNG00000027160
urocitellus_parryii ENSUPAG00010012733
marmota_marmota_marmota ENSMMMG00000018776
spermophilus_dauricus ENSSDAG00000019637
bos_mutus ENSBMUG00000015376
bos_taurus ENSBTAG00000053512
bison_bison_bison ENSBBBG00000005759
capra_hircus ENSCHIG00000023282
sus_scrofa ENSSSCG00000039405
ursus_maritimus ENSUMAG00000004348
ursus_americanus ENSUAMG00000003680
vulpes_vulpes ENSVVUG00000019349
panthera_tigris_altaica ENSPTIG00000020176
panthera_pardus ENSPPRG00000000824
felis_catus ENSFCAG00000010116
erinaceus_europaeus ENSEEUG00000010932
sorex_araneus ENSSARG00000004687
echinops_telfairi ENSETEG00000016681
