bos_mutus ENSBMUG00000025267
bos_taurus ENSBTAG00000009327
bison_bison_bison ENSBBBG00000015194
capra_hircus ENSCHIG00000020684
ovis_aries ENSOARG00000009817
tursiops_truncatus ENSTTRG00000001656
sus_scrofa ENSSSCG00000007751
tursiops_truncatus ENSTTRG00000004143
vicugna_pacos ENSVPAG00000008957
mustela_putorius_furo ENSMPUG00000016236
neovison_vison ENSNVIG00000009682
ailuropoda_melanoleuca ENSAMEG00000016173
canis_lupus_familiaris ENSCAFG00000006087
canis_lupus_familiaris ENSCAFG00000031116
canis_lupus_dingo ENSCAFG00020020299
vulpes_vulpes ENSVVUG00000018916
panthera_tigris_altaica ENSPTIG00000020015
panthera_pardus ENSPPRG00000022954
felis_catus ENSFCAG00000022958
equus_caballus ENSECAG00000017362
equus_asinus_asinus ENSEASG00005008892
sorex_araneus ENSSARG00000008572
pteropus_vampyrus ENSPVAG00000004982
myotis_lucifugus ENSMLUG00000014804
erinaceus_europaeus ENSEEUG00000007845
castor_canadensis ENSCCNG00000024008
dipodomys_ordii ENSDORG00000011677
microtus_ochrogaster ENSMOCG00000020609
peromyscus_maniculatus_bairdii ENSPEMG00000004502
cricetulus_griseus_crigri ENSCGRG00000005414
cricetulus_griseus_crigri-picr ENSCGRG00015019560
cricetulus_griseus_chok1gshd ENSCGRG00001018571
mesocricetus_auratus ENSMAUG00000001341
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028782
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027783
mus_spicilegus ENSMSIG00000004730
mus_musculus ENSMUSG00000034219
mus_pahari MGP_PahariEiJ_G0024363
rattus_norvegicus ENSRNOG00000038495
meriones_unguiculatus ENSMUGG00000014016
nannospalax_galili ENSNGAG00000023519
jaculus_jaculus ENSJJAG00000014604
chinchilla_lanigera ENSCLAG00000005493
octodon_degus ENSODEG00000014211
cavia_porcellus ENSCPOG00000009996
cavia_aperea ENSCAPG00000000080
heterocephalus_glaber_male ENSHGLG00100015461
heterocephalus_glaber_female ENSHGLG00000016394
fukomys_damarensis ENSFDAG00000011391
urocitellus_parryii ENSUPAG00010019348
spermophilus_dauricus ENSSDAG00000013350
ictidomys_tridecemlineatus ENSSTOG00000002386
marmota_marmota_marmota ENSMMMG00000003721
oryctolagus_cuniculus ENSOCUG00000012133
oryctolagus_cuniculus ENSOCUG00000029405
homo_sapiens ENSG00000154997
gorilla_gorilla ENSGGOG00000009936
pan_troglodytes ENSPTRG00000045367
pan_troglodytes ENSPTRG00000019200
pan_paniscus ENSPPAG00000024063
pongo_abelii ENSPPYG00000017548
nomascus_leucogenys ENSNLEG00000015609
rhinopithecus_bieti ENSRBIG00000032705
rhinopithecus_roxellana ENSRROG00000035278
piliocolobus_tephrosceles ENSPTEG00000011665
macaca_fascicularis ENSMFAG00000033685
macaca_mulatta ENSMMUG00000046200
macaca_nemestrina ENSMNEG00000017083
chlorocebus_sabaeus ENSCSAG00000016099
theropithecus_gelada ENSTGEG00000005448
mandrillus_leucophaeus ENSMLEG00000032329
papio_anubis ENSPANG00000020727
pongo_abelii ENSPPYG00000018273
cebus_capucinus ENSCCAG00000031387
saimiri_boliviensis_boliviensis ENSSBOG00000010995
callithrix_jacchus ENSCJAG00000021262
aotus_nancymaae ENSANAG00000036051
carlito_syrichta ENSTSYG00000002007
prolemur_simus ENSPSMG00000015175
microcebus_murinus ENSMICG00000000735
otolemur_garnettii ENSOGAG00000007701
procavia_capensis ENSPCAG00000007174
echinops_telfairi ENSETEG00000005691
loxodonta_africana ENSLAFG00000004021
dasypus_novemcinctus ENSDNOG00000036622
dasypus_novemcinctus ENSDNOG00000045135
dasypus_novemcinctus ENSDNOG00000032006
dasypus_novemcinctus ENSDNOG00000008951
choloepus_hoffmanni ENSCHOG00000009949
