vombatus_ursinus ENSVURG00010011465
phascolarctos_cinereus ENSPCIG00000032547
monodelphis_domestica ENSMODG00000028514
monodelphis_domestica ENSMODG00000011254
sarcophilus_harrisii ENSSHAG00000016232
mus_musculus ENSMUSG00000033933
mus_spretus MGP_SPRETEiJ_G0029764
mus_spicilegus ENSMSIG00000025959
mus_caroli MGP_CAROLIEiJ_G0028736
mus_pahari MGP_PahariEiJ_G0022487
rattus_norvegicus ENSRNOG00000010258
meriones_unguiculatus ENSMUGG00000006818
peromyscus_maniculatus ENSPEMG00000014902
microtus_ochrogaster ENSMOCG00000003111
mesocricetus_auratus ENSMAUG00000020168
mesocricetus_auratus ENSMAUG00000002322
cricetulus_griseus ENSCGRG00015001347
cricetulus_griseus ENSCGRG00000015893
cricetulus_griseus ENSCGRG00001007732
nannospalax_galili ENSNGAG00000000823
jaculus_jaculus ENSJJAG00000012548
peromyscus_maniculatus ENSPEMG00000026498
castor_canadensis ENSCCNG00000009119
octodon_degus ENSODEG00000018122
chinchilla_lanigera ENSCLAG00000001214
cavia_porcellus ENSCPOG00000023134
cavia_aperea ENSCAPG00000012158
heterocephalus_glaber ENSHGLG00000009870
heterocephalus_glaber ENSHGLG00100012617
heterocephalus_glaber ENSHGLG00000002847
fukomys_damarensis ENSFDAG00000005186
dipodomys_ordii ENSDORG00000015401
oryctolagus_cuniculus ENSOCUG00000032697
ochotona_princeps ENSOPRG00000012193
macaca_mulatta ENSMMUG00000064443
theropithecus_gelada ENSTGEG00000001416
homo_sapiens ENSG00000189030
prolemur_simus ENSPSMG00000010269
propithecus_coquereli ENSPCOG00000019013
microcebus_murinus ENSMICG00000027963
pan_paniscus ENSPPAG00000035609
pan_troglodytes ENSPTRG00000043259
homo_sapiens ENSG00000134086
gorilla_gorilla ENSGGOG00000010456
pongo_abelii ENSPPYG00000013663
nomascus_leucogenys ENSNLEG00000004411
chlorocebus_sabaeus ENSCSAG00000010113
cercocebus_atys ENSCATG00000036952
macaca_nemestrina ENSMNEG00000012227
macaca_mulatta ENSMMUG00000056789
theropithecus_gelada ENSTGEG00000019275
papio_anubis ENSPANG00000029338
rhinopithecus_roxellana ENSRROG00000002465
rhinopithecus_bieti ENSRBIG00000034349
colobus_angolensis ENSCANG00000034407
piliocolobus_tephrosceles ENSPTEG00000035930
saimiri_boliviensis ENSSBOG00000027433
cebus_capucinus ENSCCAG00000031654
aotus_nancymaae ENSANAG00000027236
spermophilus_dauricus ENSSDAG00000023911
marmota_marmota ENSMMMG00000009404
ictidomys_tridecemlineatus ENSSTOG00000013959
pteropus_vampyrus ENSPVAG00000012622
myotis_lucifugus ENSMLUG00000004567
bos_mutus ENSBMUG00000010954
bos_indicus ENSBIXG00000008393
bos_taurus ENSBTAG00000016101
bison_bison ENSBBBG00000004496
capra_hircus ENSCHIG00000023784
ovis_aries ENSOARG00000005067
tursiops_truncatus ENSTTRG00000007560
sus_scrofa ENSSSCG00000011567
panthera_pardus ENSPPRG00000007193
panthera_tigris ENSPTIG00000005759
neovison_vison ENSNVIG00000024175
loxodonta_africana ENSLAFG00000016353
procavia_capensis ENSPCAG00000015441
gopherus_agassizii ENSGAGG00000022752
chelonoidis_abingdonii ENSCABG00000000206
chrysemys_picta ENSCPBG00000014768
pelodiscus_sinensis ENSPSIG00000007384
gallus_gallus ENSGALG00000028009
coturnix_japonica ENSCJPG00005020743
numida_meleagris ENSNMEG00000007594
anser_brachyrhynchus ENSABRG00000009365
serinus_canaria ENSSCAG00000015885
lonchura_striata ENSLSDG00000016525
junco_hyemalis ENSJHYG00000018339
ficedula_albicollis ENSFALG00000013632
parus_major ENSPMJG00000005978
cyanistes_caeruleus ENSCCEG00000007576
manacus_vitellinus ENSMVIG00005012438
lepidothrix_coronata ENSLCOG00000014116
apteryx_rowi ENSARWG00000015124
dromaius_novaehollandiae ENSDNVG00000004134
pogona_vitticeps ENSPVIG00000000264
anolis_carolinensis ENSACAG00000014956
notechis_scutatus ENSNSUG00000006287
salvator_merianae ENSSMRG00000003190
sphenodon_punctatus ENSSPUG00000017457
xenopus_tropicalis ENSXETG00000018294
latimeria_chalumnae ENSLACG00000018618
gouania_willdenowi ENSGWIG00000000736
periophthalmus_magnuspinnatus ENSPMGG00000008094
betta_splendens ENSBSLG00000020287
monopterus_albus ENSMALG00000015895
anabas_testudineus ENSATEG00000002425
larimichthys_crocea ENSLCRG00005010596
amphiprion_ocellaris ENSAOCG00000008040
amphiprion_percula ENSAPEG00000016667
acanthochromis_polyacanthus ENSAPOG00000015587
stegastes_partitus ENSSPAG00000001057
seriola_dumerili ENSSDUG00000007705
seriola_lalandi ENSSLDG00000025103
scophthalmus_maximus ENSSMAG00000001782
lates_calcarifer ENSLCAG00010018175
poecilia_formosa ENSPFOG00000002802
poecilia_latipinna ENSPLAG00000006989
poecilia_mexicana ENSPMEG00000010932
poecilia_reticulata ENSPREG00000012451
gambusia_affinis ENSGAFG00000021705
xiphophorus_couchianus ENSXCOG00000019910
xiphophorus_maculatus ENSXMAG00000027460
fundulus_heteroclitus ENSFHEG00000007428
cyprinodon_variegatus ENSCVAG00000004961
kryptolebias_marmoratus ENSKMAG00000019624
oryzias_latipes ENSORLG00015001756
oryzias_latipes ENSORLG00020005535
oryzias_latipes ENSORLG00000029469
oryzias_melastigma ENSOMEG00000009781
parambassis_ranga ENSPRNG00000026596
haplochromis_burtoni ENSHBUG00000008607
maylandia_zebra ENSMZEG00005009242
astatotilapia_calliptera ENSACLG00000024860
pundamilia_nyererei ENSPNYG00000005380
neolamprologus_brichardi ENSNBRG00000017583
oreochromis_niloticus ENSONIG00000019048
amphilophus_citrinellus ENSACIG00000022721
cynoglossus_semilaevis ENSCSEG00000003086
gasterosteus_aculeatus ENSGACG00000000755
labrus_bergylta ENSLBEG00000018383
mola_mola ENSMMOG00000021828
takifugu_rubripes ENSTRUG00000020462
mastacembelus_armatus ENSMAMG00000000813
hippocampus_comes ENSHCOG00000003935
gadus_morhua ENSGMOG00000007647
hucho_hucho ENSHHUG00000032124
esox_lucius ENSELUG00000016421
denticeps_clupeoides ENSDCDG00000026939
clupea_harengus ENSCHAG00000018721
astyanax_mexicanus ENSAMXG00005020080
astyanax_mexicanus ENSAMXG00000002179
pygocentrus_nattereri ENSPNAG00000015696
electrophorus_electricus ENSEEEG00000009827
ictalurus_punctatus ENSIPUG00000022798
danio_rerio ENSDARG00000070617
scleropages_formosus ENSSFOG00015020863
