loxodonta_africana ENSLAFG00000030674
echinops_telfairi ENSETEG00000014235
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025405
mus_spicilegus ENSMSIG00000000681
mus_musculus ENSMUSG00000074671
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024484
mus_pahari MGP_PahariEiJ_G0025927
rattus_norvegicus ENSRNOG00000026770
mesocricetus_auratus ENSMAUG00000017177
jaculus_jaculus ENSJJAG00000001471
dipodomys_ordii ENSDORG00000023442
ictidomys_tridecemlineatus ENSSTOG00000026232
marmota_marmota_marmota ENSMMMG00000023750
spermophilus_dauricus ENSSDAG00000010338
oryctolagus_cuniculus ENSOCUG00000004366
theropithecus_gelada ENSTGEG00000008095
piliocolobus_tephrosceles ENSPTEG00000003585
pongo_abelii ENSPPYG00000010902
prolemur_simus ENSPSMG00000004623
equus_caballus ENSECAG00000008121
equus_asinus_asinus ENSEASG00005003851
sus_scrofa ENSSSCG00000032676
