salvator_merianae ENSSMRG00000010571
notechis_scutatus ENSNSUG00000017185
sphenodon_punctatus ENSSPUG00000000407
calidris_pygmaea ENSCPGG00000002802
calidris_pugnax ENSCPUG00000006680
melopsittacus_undulatus ENSMUNG00000011438
lepidothrix_coronata ENSLCOG00000000421
manacus_vitellinus ENSMVIG00005006110
junco_hyemalis ENSJHYG00000014896
zonotrichia_albicollis ENSZALG00000018214
serinus_canaria ENSSCAG00000017354
taeniopygia_guttata ENSTGUG00000003228
cyanistes_caeruleus ENSCCEG00000020787
lonchura_striata_domestica ENSLSDG00000005162
parus_major ENSPMJG00000009179
ficedula_albicollis ENSFALG00000001696
anas_platyrhynchos_platyrhynchos ENSAPLG00000004476
anser_brachyrhynchus ENSABRG00000012493
gallus_gallus ENSGALG00000044480
meleagris_gallopavo ENSMGAG00000002980
coturnix_japonica ENSCJPG00005016312
numida_meleagris ENSNMEG00000020231
apteryx_rowi ENSARWG00000015966
apteryx_owenii ENSAOWG00000003513
dromaius_novaehollandiae ENSDNVG00000017218
nothoprocta_perdicaria ENSNPEG00000003320
crocodylus_porosus ENSCPRG00005007887
gopherus_agassizii ENSGAGG00000000189
chelonoidis_abingdonii ENSCABG00000009622
chrysemys_picta_bellii ENSCPBG00000025982
pelodiscus_sinensis ENSPSIG00000005888
castor_canadensis ENSCCNG00000025297
dipodomys_ordii ENSDORG00000012156
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034137
mus_spicilegus ENSMSIG00000029914
mus_musculus ENSMUSG00000017057
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032984
mus_pahari MGP_PahariEiJ_G0031528
rattus_norvegicus ENSRNOG00000013170
rattus_norvegicus ENSRNOG00000001713
meriones_unguiculatus ENSMUGG00000013339
cricetulus_griseus_chok1gshd ENSCGRG00001020150
cricetulus_griseus_crigri-picr ENSCGRG00015016917
cricetulus_griseus_crigri ENSCGRG00000008298
mesocricetus_auratus ENSMAUG00000018547
peromyscus_maniculatus_bairdii ENSPEMG00000022107
microtus_ochrogaster ENSMOCG00000011215
nannospalax_galili ENSNGAG00000002212
jaculus_jaculus ENSJJAG00000012107
chinchilla_lanigera ENSCLAG00000006075
cavia_porcellus ENSCPOG00000011050
octodon_degus ENSODEG00000003203
heterocephalus_glaber_male ENSHGLG00100010320
heterocephalus_glaber_female ENSHGLG00000001323
fukomys_damarensis ENSFDAG00000016148
spermophilus_dauricus ENSSDAG00000001954
urocitellus_parryii ENSUPAG00010001181
ictidomys_tridecemlineatus ENSSTOG00000024422
marmota_marmota_marmota ENSMMMG00000007276
oryctolagus_cuniculus ENSOCUG00000013687
ochotona_princeps ENSOPRG00000007025
pan_paniscus ENSPPAG00000030651
pan_troglodytes ENSPTRG00000022214
homo_sapiens ENSG00000131724
gorilla_gorilla ENSGGOG00000014651
pongo_abelii ENSPPYG00000020661
nomascus_leucogenys ENSNLEG00000014814
macaca_nemestrina ENSMNEG00000038953
macaca_fascicularis ENSMFAG00000045803
cercocebus_atys ENSCATG00000034378
papio_anubis ENSPANG00000018627
theropithecus_gelada ENSTGEG00000019173
mandrillus_leucophaeus ENSMLEG00000042144
chlorocebus_sabaeus ENSCSAG00000018368
rhinopithecus_roxellana ENSRROG00000033242
rhinopithecus_bieti ENSRBIG00000034084
colobus_angolensis_palliatus ENSCANG00000035425
piliocolobus_tephrosceles ENSPTEG00000029905
cebus_capucinus ENSCCAG00000036228
saimiri_boliviensis_boliviensis ENSSBOG00000014267
callithrix_jacchus ENSCJAG00000040932
aotus_nancymaae ENSANAG00000002047
carlito_syrichta ENSTSYG00000000370
propithecus_coquereli ENSPCOG00000024412
microcebus_murinus ENSMICG00000046669
prolemur_simus ENSPSMG00000004161
otolemur_garnettii ENSOGAG00000001115
tupaia_belangeri ENSTBEG00000012655
canis_lupus_familiaris ENSCAFG00000018359
canis_lupus_dingo ENSCAFG00020004320
vulpes_vulpes ENSVVUG00000011237
ursus_americanus ENSUAMG00000013362
ursus_maritimus ENSUMAG00000002031
ailuropoda_melanoleuca ENSAMEG00000002053
mustela_putorius_furo ENSMPUG00000001643
neovison_vison ENSNVIG00000022231
panthera_pardus ENSPPRG00000023764
panthera_tigris_altaica ENSPTIG00000015614
felis_catus ENSFCAG00000027640
equus_caballus ENSECAG00000019115
equus_asinus_asinus ENSEASG00005010339
sorex_araneus ENSSARG00000005280
pteropus_vampyrus ENSPVAG00000005431
myotis_lucifugus ENSMLUG00000017055
erinaceus_europaeus ENSEEUG00000004083
capra_hircus ENSCHIG00000009933
ovis_aries ENSOARG00000016570
bos_taurus ENSBTAG00000019338
bos_mutus ENSBMUG00000016416
tursiops_truncatus ENSTTRG00000000263
sus_scrofa ENSSSCG00000012633
vicugna_pacos ENSVPAG00000005534
dasypus_novemcinctus ENSDNOG00000034912
procavia_capensis ENSPCAG00000012694
echinops_telfairi ENSETEG00000009158
loxodonta_africana ENSLAFG00000006708
phascolarctos_cinereus ENSPCIG00000020422
notamacropus_eugenii ENSMEUG00000000508
sarcophilus_harrisii ENSSHAG00000012162
monodelphis_domestica ENSMODG00000011525
ornithorhynchus_anatinus ENSOANG00000019956
xenopus_tropicalis ENSXETG00000005423
latimeria_chalumnae ENSLACG00000022280
lepisosteus_oculatus ENSLOCG00000014258
